
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending May 11, 2002 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2001
Hepatitis (Viral), Type A cummulative for 2002
Hepatitis (Viral), Type A cummulative for 2001
Hepatitis (Viral), Type B cummulative for 2002
Hepatitis (Viral), Type B cummulative for 2001
Hepatitis (Viral), Type C; Non-A, Non-B cummulative for 2002
Hepatitis (Viral), Type C; Non-A, Non-B cummulative for 2001

tab delimited data:
test
UNITED STATES	105	116	6	11	3,151	3,887	2,169	2,596	868	1,996											
NEW ENGLAND	5	6	-	-	137	174	73	48	14	21											
Maine	-	-	-	-	4	3	2	3	-	-											
N.H.	-	-	-	-	8	4	7	6	-	-											
Vt.	-	-	-	-	-	3	2	3	7	5											
Mass.	3	5	-	-	66	61	39	10	7	16											
R.I.	-	-	-	-	18	7	10	8	-	-											
Conn.	2	1	-	-	41	96	13	18	-	-											
MID. ATLANTIC	17	14	1	-	396	527	515	553	358	934											
Upstate N.Y.	7	2	-	-	72	89	49	45	20	12											
N.Y. City	5	4	-	-	173	154	301	232	-	-											
N.J.	4	4	-	-	39	211	85	161	330	896											
Pa.	1	4	1	-	112	73	80	115	8	26											
E.N. CENTRAL	11	19	-	1	399	488	305	256	43	97											
Ohio	5	3	-	-	137	96	38	47	5	5											
Ind.	5	4	-	1	22	34	9	11	-	1											
Ill.	-	8	-	-	107	191	21	22	4	14											
Mich.	-	-	-	-	93	135	237	174	34	77											
Wis.	1	4	-	-	40	32	-	2	-	-											
W.N. CENTRAL	2	1	2	2	136	145	84	87	245	492											
Minn.	2	1	1	-	22	12	2	9	-	-											
Iowa	-	-	-	-	30	16	10	6	1	-											
Mo.	-	-	1	2	28	28	50	52	234	488											
N. Dak.	-	-	-	-	1	-	1	-	-	-											
S. Dak.	-	-	-	-	3	1	-	1	-	-											
Nebr.	-	-	-	-	5	20	13	8	10	1											
Kans.	-	-	-	-	47	68	8	11	-	3											
S. ATLANTIC	26	31	-	4	1,018	699	582	488	59	30											
Del.	-	-	-	-	8	3	5	6	3	1											
Md.	1	4	-	-	119	85	52	50	9	3											
D.C.	-	-	-	-	33	18	9	3	-	-											
Va.	2	4	-	-	30	49	65	49	1	-											
W. Va.	-	-	-	-	9	2	11	11	1	4											
N.C.	2	1	-	4	105	46	77	83	8	7											
S.C.	2	1	-	-	30	23	33	6	3	3											
Ga.	13	12	-	-	232	288	185	143	10	-											
Fla.	6	9	-	-	452	185	145	137	24	12											
E.S. CENTRAL	6	7	-	1	57	121	60	144	65	95											
Ky.	-	-	-	-	23	17	13	19	2	4											
Tenn.	4	3	-	-	-	52	-	49	15	25											
Ala.	2	3	-	1	15	44	25	39	2	1											
Miss.	-	1	-	-	19	8	22	37	46	65											
W.S. CENTRAL	6	4	-	-	35	724	106	346	6	253											
Ark.	-	-	-	-	11	23	26	40	-	3											
La.	1	-	-	-	10	82	9	92	6	167											
Okla.	5	4	-	-	13	63	1	33	-	2											
Tex.	-	-	-	-	1	556	70	181	-	81											
MOUNTAIN	18	9	2	1	234	271	156	196	29	27											
Mont.	-	-	-	-	7	4	3	1	-	-											
Idaho	-	-	-	-	18	26	3	7	-	1											
Wyo.	-	-	-	-	3	1	9	-	5	4											
Colo.	2	-	-	-	38	28	38	44	16	5											
N. Mex.	4	5	-	1	6	10	17	55	-	10											
Ariz.	8	4	1	-	117	144	54	62	1	4											
Utah	3	-	-	-	21	24	13	11	-	-											
Nev.	1	-	1	-	24	34	19	16	7	3											
PACIFIC	14	25	1	2	739	738	288	478	49	47											
Wash.	1	-	-	1	56	27	23	38	6	12											
Oreg.	4	4	-	-	38	50	49	62	8	8											
Calif.	6	20	1	1	638	643	211	365	35	27											
Alaska	1	-	-	-	7	11	3	3	-	-											
Hawaii	2	1	-	-	-	7	2	10	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	-	37	47	24	75	-	1											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	24	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


