
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending November 11, 2006 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	10,236	19,286	35,170	826,278	828,989	131	149	1,643	6,964	3,886	48	73	594	4,442	6,802						
NEW ENGLAND	764	635	1,550	28,922	27,556	-	0	0	-	-	-	4	35	257	328						
Conn.	171	178	1,214	8,385	7,936	N	0	0	N	N	-	0	32	32	77						
Maine	35	43	67	1,951	1,950	N	0	0	N	N	-	0	4	34	27						
Mass.	429	296	608	13,311	12,393	-	0	0	-	-	-	1	14	88	142						
N.H.	46	38	65	1,725	1,609	-	0	0	-	-	-	1	5	43	34						
R.I.	83	61	107	2,634	2,838	-	0	0	-	-	-	0	6	14	13						
Vt.	-	18	43	916	830	N	0	0	N	N	-	0	5	46	35						
MID. ATLANTIC	986	2,397	3,696	104,335	102,493	-	0	0	-	-	3	11	444	499	2,866						
N.J.	58	363	497	15,482	16,668	N	0	0	N	N	-	0	3	11	56						
N.Y. (Upstate)	244	499	1,727	20,814	20,410	N	0	0	N	N	3	3	441	153	2,420						
N.Y. City	427	740	1,567	33,086	33,371	N	0	0	N	N	-	2	7	88	140						
Pa.	257	757	1,104	34,953	32,044	N	0	0	N	N	-	4	17	247	250						
E.N. CENTRAL	962	3,126	12,578	135,858	140,573	-	1	3	41	11	9	16	105	1,112	1,538						
Ill.	348	978	1,695	45,515	43,920	-	0	0	-	-	-	2	18	139	150						
Ind.	288	390	510	16,820	17,390	N	0	0	N	N	3	1	18	88	77						
Mich.	224	661	9,888	29,863	23,507	-	0	3	35	11	-	2	8	123	100						
Ohio	18	637	1,430	26,753	38,045	-	0	2	6	-	6	5	33	327	737						
Wis.	84	391	531	16,907	17,711	N	0	0	N	N	-	5	53	435	474						
W.N. CENTRAL	231	1,157	1,456	50,538	51,147	-	0	12	1	4	6	11	75	770	576						
Iowa	-	157	225	7,019	6,347	N	0	0	N	N	1	1	28	165	119						
Kans.	120	150	269	6,200	6,400	N	0	0	N	N	-	1	8	76	34						
Minn.	-	231	347	9,631	10,709	-	0	12	-	3	3	2	22	204	126						
Mo.	-	437	610	19,355	19,450	-	0	1	1	1	1	2	18	161	241						
Nebr.	103	96	176	4,664	4,425	N	0	0	N	N	1	1	16	87	26						
N. Dak.	8	34	58	1,446	1,430	N	0	0	N	N	-	0	4	9	1						
S. Dak.	-	51	116	2,223	2,386	N	0	0	N	N	-	1	7	68	29						
S. ATLANTIC	2,164	3,676	4,938	159,388	152,499	-	0	1	3	2	23	15	67	995	650						
Del.	37	68	92	3,089	2,946	N	0	0	N	N	-	0	3	13	6						
D.C.	52	52	138	2,302	3,286	-	0	0	-	-	-	0	2	13	13						
Fla.	643	957	1,156	42,219	37,232	N	0	0	N	N	19	6	32	481	303						
Ga.	8	661	2,142	27,249	27,407	-	0	0	-	-	-	4	12	210	127						
Md.	244	328	468	14,998	16,087	-	0	1	3	2	-	0	3	15	29						
N.C.	549	613	1,772	29,265	27,300	N	0	0	N	N	4	1	11	90	77						
S.C.	254	318	1,452	16,794	15,902	N	0	0	N	N	-	1	13	119	21						
Va.	373	430	840	20,843	20,015	N	0	0	N	N	-	1	6	45	61						
W. Va.	4	57	226	2,629	2,324	N	0	0	N	N	-	0	3	9	13						
E.S. CENTRAL	1,188	1,391	1,947	63,665	60,299	-	0	0	-	-	2	3	12	158	204						
Ala.	23	406	756	17,936	13,988	N	0	0	N	N	2	1	10	70	23						
Ky.	358	148	402	7,202	7,635	N	0	0	N	N	-	1	8	35	138						
Miss.	324	363	807	16,324	18,424	-	0	0	-	-	-	0	3	16	2						
Tenn.	483	511	609	22,203	20,252	N	0	0	N	N	-	0	5	37	41						
W.S. CENTRAL	1,239	2,189	3,605	95,349	96,125	-	0	1	1	-	3	3	35	241	214						
Ark.	137	155	335	7,174	7,518	-	0	0	-	-	1	0	2	20	5						
La.	74	254	608	11,739	14,881	-	0	1	1	N	-	0	9	54	78						
Okla.	358	220	2,159	10,895	10,279	N	0	0	N	N	2	0	4	37	40						
Tex.	670	1,458	1,904	65,541	63,447	N	0	0	N	N	-	2	26	130	91						
MOUNTAIN	671	1,028	1,839	44,277	54,091	10	112	452	4,760	2,533	2	3	39	343	124						
Ariz.	347	368	881	16,529	18,316	10	108	448	4,644	2,438	-	0	3	24	9						
Colo.	49	144	482	5,199	13,213	N	0	0	N	N	2	1	7	64	45						
Idaho	-	49	191	2,333	2,282	N	0	0	N	N	-	0	5	35	14						
Mont.	14	43	195	2,189	2,019	N	0	0	N	N	-	1	26	127	16						
Nev.	160	85	432	4,420	6,134	-	1	4	52	57	-	0	1	9	11						
N. Mex.	-	179	339	8,126	7,206	-	0	3	13	17	-	0	5	25	15						
Utah	101	94	173	4,344	3,928	-	1	3	49	18	-	0	3	16	11						
Wyo.	-	27	54	1,137	993	-	0	2	2	3	-	0	11	43	3						
PACIFIC	2,031	3,323	5,079	143,946	144,206	121	43	1,179	2,158	1,336	-	1	52	67	302						
Alaska	132	81	152	3,617	3,680	-	0	0	-	-	-	0	1	4	3						
Calif.	1,292	2,578	4,231	112,822	111,921	121	43	1,179	2,158	1,336	-	0	14	-	176						
Hawaii	-	102	135	4,479	4,795	N	0	0	N	N	-	0	1	4	1						
Oreg.	119	170	315	7,638	7,704	N	0	0	N	N	-	1	6	59	66						
Wash.	488	340	604	15,390	16,106	N	0	0	N	N	-	0	38	-	56						
Amer. Samoa	U	0	46	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	17	27	-	734	-	0	0	-	-	-	0	0	-	-						
P.R.	163	77	187	3,855	3,576	N	0	0	N	N	N	0	0	N	N						
V.I.	-	5	16	178	196	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
