
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending August 25, 2012 (WEEK 34)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2012
Chlamydia trachomatis infection cummulative for 2011
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2012
Coccidioidomycosis cummulative for 2011
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2012
Cryptosporidiosis cummulative for 2011

tab delimited data:
test
UNITED STATES	12,677	26,515	30,645	837,985	910,406	139	403	578	12,241	14,574	100	127	416	4,100	5,874						
NEW ENGLAND	686	933	1,807	30,343	28,845	1	0	1	2	1	3	6	18	234	295						
Conn.	82	256	1,268	7,717	6,508	N	0	0	N	N	-	1	4	22	57						
Maine	-	56	99	1,655	2,079	N	0	0	N	N	-	1	4	45	36						
Mass.	551	450	726	15,267	14,726	-	0	0	-	-	1	3	8	97	118						
N.H.	-	62	86	1,927	1,902	1	0	0	1	1	-	1	4	27	51						
R.I.	-	81	186	2,772	2,683	-	0	1	1	-	-	0	10	7	1						
Vt.	53	27	71	1,005	947	N	0	0	N	N	2	1	6	36	32						
MID. ATLANTIC	2,453	3,528	4,469	114,537	116,150	-	0	1	4	3	15	14	44	426	619						
N.J.	206	541	629	17,951	17,311	N	0	0	N	N	-	0	4	14	37						
N.Y. (Upstate)	828	723	2,215	23,720	22,972	N	0	0	N	N	4	4	17	114	126						
N.Y. City	408	1,174	1,491	36,979	42,345	N	0	0	N	N	-	1	7	52	55						
Pa.	1,011	1,088	1,305	35,887	33,522	-	0	1	4	3	11	7	21	246	401						
E.N. CENTRAL	1,251	4,051	4,785	125,302	143,646	-	1	4	34	37	24	32	150	1,014	1,560						
Ill.	31	1,146	1,494	33,323	42,167	N	0	0	N	N	-	3	8	90	152						
Ind.	217	564	825	18,183	18,464	N	0	0	N	N	-	3	10	88	196						
Mich.	561	935	1,210	26,865	32,655	-	0	3	18	22	4	7	34	198	219						
Ohio	248	1,002	1,180	32,483	34,395	-	0	2	16	15	16	12	95	342	492						
Wis.	194	466	608	14,448	15,965	-	0	0	-	-	4	8	50	296	501						
W.N. CENTRAL	137	1,052	1,825	31,285	50,965	-	2	8	89	97	11	17	92	576	1,090						
Iowa	43	212	387	7,135	7,108	N	0	0	N	N	1	5	17	211	291						
Kans.	36	212	308	7,145	6,759	N	0	0	N	N	-	1	7	25	28						
Minn.	-	322	408	9,297	10,691	-	2	7	78	78	-	0	10	-	223						
Mo.	-	0	683	-	18,412	-	0	2	10	13	1	4	60	151	277						
Nebr.	47	137	218	4,437	4,203	-	0	1	1	6	9	2	8	93	137						
N. Dak.	11	50	78	1,641	1,545	N	0	0	N	N	-	0	12	27	15						
S. Dak.	-	66	93	1,630	2,247	N	0	0	N	N	-	2	5	69	119						
S. ATLANTIC	4,078	5,503	7,543	181,848	185,394	1	0	1	3	4	15	18	55	636	819						
Del.	66	82	182	2,443	2,769	-	0	0	-	-	-	0	4	11	6						
D.C.	141	135	224	4,484	4,218	-	0	0	-	-	N	0	0	N	N						
Fla.	1,058	1,507	1,738	51,315	50,470	N	0	0	N	N	9	8	15	283	303						
Ga.	876	1,040	1,285	34,062	35,829	N	0	0	N	N	-	3	11	87	213						
Md.	363	459	824	14,891	17,055	1	0	1	3	4	2	1	7	65	51						
N.C.	1,000	968	1,686	31,111	32,591	N	0	0	N	N	-	0	46	58	35						
S.C.	-	510	1,278	17,391	18,175	N	0	0	N	N	2	1	4	37	99						
Va.	499	697	1,780	23,124	21,610	N	0	0	N	N	2	3	6	94	89						
W. Va.	75	88	146	3,027	2,677	N	0	0	N	N	-	0	4	1	23						
E.S. CENTRAL	1,454	2,000	2,820	67,007	64,167	-	0	0	-	-	-	5	26	161	259						
Ala.	-	589	796	18,722	19,053	N	0	0	N	N	-	2	5	67	96						
Ky.	793	329	759	11,611	10,326	N	0	0	N	N	-	1	18	19	70						
Miss.	408	421	1,168	15,632	14,487	N	0	0	N	N	-	1	4	26	27						
Tenn.	253	637	828	21,042	20,301	N	0	0	N	N	-	1	5	49	66						
W.S. CENTRAL	405	3,283	4,436	106,624	121,236	-	0	1	-	2	6	10	45	276	355						
Ark.	395	312	412	11,005	10,760	N	0	0	N	N	3	1	4	29	16						
La.	-	544	1,231	13,837	18,584	-	0	1	-	2	-	1	6	62	64						
Okla.	10	106	1,015	2,497	8,655	N	0	0	N	N	3	1	6	58	60						
Tex.	-	2,413	3,101	79,285	83,237	N	0	0	N	N	-	5	41	127	215						
MOUNTAIN	700	1,710	2,430	55,242	57,434	124	293	477	9,740	11,164	15	10	31	374	458						
Ariz.	397	596	873	20,079	18,640	122	290	475	9,597	11,002	-	1	3	20	28						
Colo.	-	392	705	10,587	13,632	N	0	0	N	N	-	1	7	48	111						
Idaho	25	93	193	2,859	2,810	N	0	0	N	N	12	2	22	120	82						
Mont.	-	72	99	2,413	2,158	-	0	1	2	3	2	1	5	50	52						
Nev.	188	212	285	6,520	7,144	2	2	7	87	65	-	0	2	8	11						
N. Mex.	63	219	461	7,465	7,101	-	0	7	20	51	1	2	7	67	99						
Utah	23	141	191	4,373	4,537	-	1	4	30	40	-	1	5	37	45						
Wyo.	4	34	61	946	1,412	-	0	2	4	3	-	0	9	24	30						
PACIFIC	1,513	4,016	5,070	125,797	142,569	13	101	179	2,369	3,266	11	11	23	403	419						
Alaska	42	108	152	3,555	3,824	N	0	0	N	N	1	0	3	4	5						
Calif.	913	3,070	4,094	94,946	110,984	13	101	179	2,366	3,256	3	6	16	216	224						
Hawaii	-	116	147	3,130	3,838	N	0	0	N	N	-	0	1	5	-						
Oreg.	217	263	368	8,928	8,906	-	0	1	3	10	5	4	10	135	138						
Wash.	341	460	612	15,238	15,017	-	0	10	-	-	2	1	8	43	52						
Amer. Samoa	-	0	59	59	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	21	30	-	708	-	0	0	-	-	-	0	0	-	-						
P.R.	99	105	289	3,791	3,671	N	0	0	N	N	N	0	0	N	N						
V.I.	-	14	26	326	548	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


