
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending September 8, 2012 (WEEK 36)*

column labels in same order that data fields appears in each record below:
Reporting Area
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis current week
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum current week
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Undetermined current week
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2011

tab delimited data:
test
UNITED STATES	2	11	66	695	648	4	23	64	528	2,011	-	2	9	88	116						
NEW ENGLAND	-	0	2	18	3	-	5	19	205	361	-	0	1	1	1						
Conn.	-	0	0	-	-	-	1	9	62	124	-	0	0	-	-						
Maine	-	0	1	2	1	-	1	4	39	12	-	0	0	-	-						
Mass.	-	0	0	-	-	-	0	3	-	154	-	0	0	-	-						
N.H.	-	0	1	2	1	-	1	5	41	15	-	0	0	-	1						
R.I.	-	0	2	14	1	-	0	11	54	53	-	0	1	1	-						
Vt.	-	0	0	-	-	-	0	2	9	3	-	0	0	-	-						
MID. ATLANTIC	-	1	5	26	82	4	8	44	232	263	-	0	2	5	17						
N.J.	-	0	2	-	48	-	0	8	-	76	-	0	1	-	6						
N.Y. (Upstate)	-	0	4	18	30	4	6	41	215	154	-	0	2	5	6						
N.Y. City	-	0	3	8	4	-	0	4	17	28	-	0	0	-	-						
Pa.	-	0	1	-	-	-	0	1	-	5	-	0	1	-	5						
E.N. CENTRAL	-	0	4	23	35	-	1	13	9	607	-	1	6	51	48						
Ill.	-	0	4	20	20	-	0	1	7	11	-	0	1	1	-						
Ind.	-	0	0	-	-	-	0	0	-	-	-	0	6	44	17						
Mich.	-	0	0	-	4	-	0	0	-	-	-	0	1	5	5						
Ohio	-	0	1	3	6	-	0	1	1	6	-	0	1	1	1						
Wis.	-	0	1	-	5	-	0	13	1	590	-	0	2	-	25						
W.N. CENTRAL	-	2	32	242	157	-	1	12	25	716	-	0	4	14	23						
Iowa	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Kans.	-	0	3	24	14	-	0	1	4	5	-	0	0	-	1						
Minn.	-	0	0	-	7	-	0	12	-	683	-	0	1	-	9						
Mo.	-	2	32	218	134	-	0	4	19	24	-	0	4	13	13						
Nebr.	-	0	1	-	1	-	0	1	2	1	-	0	1	-	-						
N. Dak.	-	0	0	-	-	-	0	3	-	-	-	0	0	-	-						
S. Dak.	-	0	0	-	1	-	0	0	-	3	-	0	1	1	-						
S. ATLANTIC	2	4	29	222	215	-	1	7	36	43	-	0	2	6	9						
Del.	-	0	2	15	14	-	0	1	1	1	-	0	0	-	-						
D.C.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Fla.	1	0	3	16	13	-	0	1	2	6	-	0	0	-	-						
Ga.	-	0	3	9	20	-	0	1	2	10	-	0	0	-	3						
Md.	-	0	3	24	27	-	0	2	3	4	-	0	0	-	-						
N.C.	-	0	19	59	55	-	0	6	15	16	-	0	1	-	-						
S.C.	-	0	1	1	1	-	0	0	-	-	-	0	1	-	-						
Va.	1	1	16	98	85	-	0	3	13	6	-	0	2	6	5						
W. Va.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	1						
E.S. CENTRAL	-	1	9	76	66	-	0	2	14	13	-	0	3	8	10						
Ala.	-	0	1	8	3	-	0	1	6	3	-	0	1	4	-						
Ky.	-	0	4	21	12	-	0	0	-	-	-	0	0	-	-						
Miss.	-	0	0	-	3	-	0	0	-	1	-	0	1	1	-						
Tenn.	-	0	6	47	48	-	0	1	8	9	-	0	3	3	10						
W.S. CENTRAL	-	1	52	88	90	-	0	11	7	3	-	0	1	1	1						
Ark.	-	1	11	69	41	-	0	3	4	2	-	0	0	-	-						
La.	-	0	1	1	-	-	0	0	-	1	-	0	1	1	1						
Okla.	-	0	51	15	46	-	0	7	2	-	-	0	0	-	-						
Tex.	-	0	1	3	3	-	0	2	1	-	-	0	0	-	-						
MOUNTAIN	-	0	0	-	-	-	0	0	-	1	-	0	1	1	5						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	0	1	1	4						
Colo.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Idaho	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Mont.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Nev.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
N. Mex.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Utah	-	0	0	-	-	-	0	0	-	-	-	0	0	-	1						
Wyo.	-	0	0	-	-	-	0	0	-	1	-	0	0	-	-						
PACIFIC	-	0	1	-	-	-	0	1	-	4	-	0	1	1	2						
Alaska	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Calif.	-	0	0	-	-	-	0	0	-	-	-	0	1	1	2						
Hawaii	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	0	0	-	-	-	0	1	-	4	-	0	0	-	-						
Wash.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
P.R.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Please refer to the MMWR publication for weekly updates to the footnote for this condition.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


