
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending November 19, 2005 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal Disease, Invasive, Group A cummulative for 2005
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2005
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2004
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2005
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2005
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Congenital) cummulative for 2005
Syphilis (Congenital) cummulative for 2004

tab delimited data:
test
UNITED STATES	3,766	3,915	1,905	1,954	791	722	7,046	6,914	227	340											
NEW ENGLAND	155	251	108	145	58	100	191	172	1	4											
Maine	10	11	N	N	-	7	1	2	-	-											
N.H.	14	18	-	-	4	N	14	4	-	3											
Vt.	10	8	12	7	6	3	1	-	-	-											
Mass.	112	110	80	46	47	57	112	105	-	-											
R.I.	9	21	16	18	1	6	20	25	-	1											
Conn.	U	83	U	74	U	27	43	36	1	-											
MID. ATLANTIC	772	647	175	137	126	108	861	896	25	34											
Upstate N.Y.	231	209	68	57	56	75	77	82	6	4											
N.Y. City	145	109	U	U	20	U	530	568	5	15											
N.J.	153	133	N	N	22	8	113	131	14	14											
Pa.	243	196	107	80	28	25	141	115	-	1											
E.N. CENTRAL	751	880	543	437	236	169	743	789	30	54											
Ohio	176	205	321	302	71	70	190	205	1	2											
Ind.	92	93	172	135	46	40	55	54	1	3											
Ill.	168	229	14	-	57	10	394	338	11	18											
Mich.	280	268	36	N	50	N	73	163	14	30											
Wis.	35	85	N	N	12	49	31	29	3	1											
W.N. CENTRAL	240	281	42	18	81	98	210	142	5	5											
Minn.	96	134	-	-	48	65	54	23	1	1											
Iowa	N	N	N	N	-	N	4	5	-	-											
Mo.	61	59	35	13	9	13	128	85	4	2											
N. Dak.	9	11	2	-	4	4	1	-	-	-											
S. Dak.	20	17	3	5	-	-	1	-	-	-											
Nebr.	20	20	2	-	7	8	4	6	-	-											
Kans.	34	40	N	N	13	8	18	23	-	2											
S. ATLANTIC	832	784	735	975	74	53	1,785	1,750	38	55											
Del.	5	3	1	4	-	N	10	8	-	1											
Md.	185	132	-	-	49	38	270	320	13	9											
D.C.	10	10	15	9	3	4	86	61	-	1											
Va.	77	66	N	N	-	N	123	93	4	3											
W. Va.	22	24	104	99	22	11	4	3	-	-											
N.C.	115	118	N	N	U	U	240	175	9	10											
S.C.	29	51	-	83	-	N	72	103	4	11											
Ga.	160	181	111	255	-	N	334	339	1	4											
Fla.	229	199	504	525	-	N	646	648	7	16											
E.S. CENTRAL	154	199	147	141	13	16	409	365	19	21											
Ky.	31	58	25	27	N	N	47	44	-	1											
Tenn.	123	141	122	112	-	N	191	117	12	8											
Ala.	-	-	-	-	-	N	136	152	6	10											
Miss.	-	-	-	2	13	16	35	52	1	2											
W.S. CENTRAL	232	312	100	73	145	142	1,116	1,097	66	68											
Ark.	19	16	13	9	15	8	44	46	1	3											
La.	6	2	87	64	24	31	228	287	11	5											
Okla.	101	63	N	N	27	44	36	25	1	2											
Tex.	106	231	N	N	79	59	808	739	53	58											
MOUNTAIN	534	441	55	27	49	34	346	347	17	44											
Mont.	-	-	-	-	-	-	5	1	-	-											
Idaho	3	9	N	N	-	N	20	22	1	2											
Wyo.	4	9	23	10	-	-	-	3	-	-											
Colo.	186	101	N	N	48	34	38	57	1	1											
N. Mex.	41	86	-	N	-	-	44	76	2	2											
Ariz.	225	196	N	N	-	N	155	141	12	38											
Utah	74	36	30	15	1	-	6	11	-	1											
Nev.	1	4	2	2	-	-	78	36	1	-											
PACIFIC	96	120	-	1	9	2	1,385	1,356	26	55											
Wash.	N	N	N	N	N	N	135	124	-	-											
Oreg.	N	N	N	N	6	N	31	25	-	-											
Calif.	-	-	N	N	N	N	1,204	1,199	26	55											
Alaska	-	-	-	-	-	N	6	1	-	-											
Hawaii	96	120	-	1	3	2	9	7	-	-											
Guam	-	-	-	-	-	-	-	2	-	-											
P.R.	N	N	N	N	-	N	189	149	8	5											
V.I.	-	-	-	-	-	-	-	4	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


