
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending October 27, 2007 (WEEK 43)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A† current week
Hepatitis (Viral Acute), Type A† previous 52 weeks median 
Hepatitis (Viral Acute), Type A† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A† cummulative for 2007
Hepatitis (Viral Acute), Type A† cummulative for 2006
Hepatitis (Viral Acute), Type B† current week
Hepatitis (Viral Acute), Type B† previous 52 weeks median 
Hepatitis (Viral Acute), Type B† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B† cummulative for 2007
Hepatitis (Viral Acute), Type B† cummulative for 2006
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2007
Legionellosis cummulative for 2006

tab delimited data:
test
UNITED STATES	35	53	201	2,294	2,925	51	77	405	3,219	3,637	32	44	106	1,879	2,273						
NEW ENGLAND	-	2	6	100	164	2	2	5	62	101	2	2	12	102	156						
Conn.	-	0	3	20	36	-	0	5	26	43	-	0	5	32	44						
Maine	-	0	1	3	8	2	0	2	11	20	1	0	1	5	9						
Mass.	-	1	4	46	78	-	0	1	4	18	-	0	3	15	62						
N.H.	-	0	3	12	22	-	0	1	5	8	-	0	2	7	13						
R.I.	-	0	2	11	12	-	0	3	13	9	1	0	6	34	21						
Vt.	-	0	1	8	8	-	0	1	3	3	-	0	2	9	7						
MID. ATLANTIC	2	8	18	344	338	4	8	21	362	442	8	12	35	599	818						
N.J.	-	2	5	79	97	-	1	8	64	144	-	1	11	72	107						
N.Y. (Upstate)	1	1	11	64	79	4	2	13	83	52	6	4	22	187	277						
N.Y. City	-	2	7	129	108	-	1	6	76	102	-	2	10	96	158						
Pa.	1	2	5	72	54	-	3	8	139	144	2	4	21	244	276						
E.N. CENTRAL	4	6	13	248	297	2	9	23	361	425	2	9	27	423	508						
Ill.	-	2	5	90	90	-	2	6	96	117	-	1	8	66	110						
Ind.	2	0	7	29	23	-	0	21	46	46	-	1	7	45	40						
Mich.	-	1	8	67	100	-	2	8	93	124	-	3	10	128	124						
Ohio	2	1	4	55	46	2	3	7	113	107	2	3	17	176	194						
Wis.	-	0	3	7	38	-	0	3	13	31	-	0	3	8	40						
W.N. CENTRAL	6	2	18	142	118	3	2	15	109	123	2	1	9	83	73						
Iowa	-	1	4	36	9	-	0	3	19	19	1	0	1	9	10						
Kans.	-	0	1	3	26	-	0	2	7	10	-	0	1	2	7						
Minn.	6	0	17	62	17	1	0	13	18	18	-	0	6	23	22						
Mo.	-	0	2	24	40	1	1	5	50	55	1	0	3	36	20						
Nebr.	-	0	2	12	17	1	0	2	10	16	-	0	1	9	9						
N. Dak.	-	0	3	-	-	-	0	1	-	-	-	0	1	-	-						
S. Dak.	-	0	1	5	9	-	0	1	5	5	-	0	1	4	5						
S. ATLANTIC	4	10	21	428	463	20	19	56	809	1,017	7	7	25	306	389						
Del.	-	0	1	7	11	-	0	3	15	42	-	0	2	7	10						
D.C.	-	0	5	14	7	-	0	2	1	7	-	0	4	1	23						
Fla.	2	3	7	133	181	10	7	14	288	343	4	2	10	127	137						
Ga.	1	1	4	59	49	1	2	7	97	173	-	0	2	19	28						
Md.	1	1	5	68	57	2	2	6	93	131	-	1	6	54	89						
N.C.	-	0	11	49	75	6	0	16	117	142	1	1	4	37	31						
S.C.	-	0	4	15	23	-	1	5	52	78	-	0	2	14	5						
Va.	-	1	5	75	54	-	3	8	107	55	-	1	4	37	53						
W. Va.	-	0	2	8	6	1	0	23	39	46	2	0	4	10	13						
E.S. CENTRAL	-	2	5	89	110	3	7	17	294	262	1	2	6	82	90						
Ala.	-	0	3	16	12	-	2	10	102	72	-	0	1	9	9						
Ky.	-	0	2	19	31	1	1	7	60	61	1	1	6	43	38						
Miss.	-	0	4	8	7	-	0	8	22	10	-	0	1	-	3						
Tenn.	-	1	5	46	60	2	3	8	110	119	-	1	4	30	40						
W.S. CENTRAL	-	5	43	181	310	7	18	169	660	731	2	2	16	93	56						
Ark.	-	0	2	10	44	1	1	7	56	64	-	0	3	8	4						
La.	-	1	3	24	26	-	1	4	62	49	-	0	1	3	10						
Okla.	-	0	8	11	6	4	1	24	64	57	-	0	6	5	1						
Tex.	-	3	39	136	234	2	13	135	478	561	2	2	13	77	41						
MOUNTAIN	3	4	15	212	229	-	3	7	140	119	6	2	5	87	109						
Ariz.	2	3	11	151	136	-	1	4	48	-	3	0	5	32	35						
Colo.	-	0	3	21	35	-	0	3	24	31	-	0	2	14	23						
Idaho	-	0	1	4	9	-	0	1	11	12	-	0	1	5	11						
Mont.	-	0	2	9	9	-	0	3	-	2	-	0	1	3	5						
Nev.	-	0	2	9	11	-	1	3	29	32	-	0	2	7	8						
N. Mex.	-	0	2	9	14	-	0	2	10	21	-	0	2	8	5						
Utah	1	0	1	6	13	-	0	4	16	21	3	0	2	15	22						
Wyo.	-	0	1	3	2	-	0	1	2	-	-	0	1	3	-						
PACIFIC	16	13	92	550	896	10	10	106	422	417	2	2	11	104	74						
Alaska	-	0	1	4	1	1	0	3	6	8	-	0	1	-	-						
Calif.	13	10	40	476	851	6	7	31	314	333	2	1	11	74	74						
Hawaii	-	0	2	4	10	-	0	2	5	7	-	0	1	2	-						
Oreg.	-	1	2	23	34	-	1	4	52	69	-	0	1	9	-						
Wash.	3	0	52	43	-	3	0	74	45	-	-	0	3	19	-						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	1	10	45	52	-	1	9	44	53	-	0	2	3	1						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Data for Hepatitis C viral, acute are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


