
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending February 9, 2002 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2002
AIDS § cummulative for 2001
Chlamydia† cummulative for 2002
Chlamydia† cummulative for 2001
Cryptosporidiosis cummulative for 2002
Cryptosporidiosis cummulative for 2001
Escherichia coli O157:H7 cummulative for 2002
Escherichia coli O157:H7 cummulative for 2001
Escherichia coli Shiga toxin positive, serogroup non-0157 cummulative for 2002
Escherichia coli Shiga toxin positive, serogroup non-0157 cummulative for 2001

tab delimited data:
test
UNITED STATES	3,550	4,178	59,866	79,279	183	159	103	103	4	3											
NEW ENGLAND	119	87	1,861	2,431	6	4	6	8	-	-											
Maine	1	3	147	140	-	-	-	-	-	-											
N.H.	2	5	145	138	2	-	-	1	-	-											
Vt.	2	5	86	80	-	2	-	-	-	-											
Mass.	83	50	1,170	909	1	1	4	7	-	-											
R.I.	6	9	313	369	3	1	1	-	-	-											
Conn.	25	15	-	795	-	-	1	-	-	-											
MID. ATLANTIC	874	2,021	5,210	6,913	14	26	7	12	-	-											
Upstate N.Y.	52	489	709	838	1	3	7	8	-	-											
N.Y. City	600	1,371	2,568	2,932	8	15	-	-	-	-											
N.J.	163	131	224	843	-	2	-	4	-	-											
Pa.	59	30	1,709	2,300	5	6	N	N	-	-											
E.N. CENTRAL	375	217	8,523	16,458	48	59	29	23	-	-											
Ohio	106	37	410	4,642	14	11	8	10	-	-											
Ind.	53	26	1,296	1,651	7	6	2	3	-	-											
Ill.	175	123	2,578	4,830	3	6	7	5	-	-											
Mich.	31	23	3,183	3,327	9	8	5	-	-	-											
Wis.	10	8	1,056	2,008	15	28	7	5	-	-											
W.N. CENTRAL	47	46	2,251	4,235	9	3	18	9	2	-											
Minn.	9	7	664	996	5	-	7	4	2	-											
Iowa	15	9	-	319	1	1	6	-	-	-											
Mo.	22	6	776	1,490	2	-	2	2	-	-											
N. Dak.	-	-	37	110	-	-	-	-	-	-											
S. Dak.	-	-	242	225	-	-	-	1	-	-											
Nebr.	-	15	-	359	-	2	-	-	-	-											
Kans.	1	9	532	736	1	-	3	2	-	-											
S. ATLANTIC	1,156	709	11,248	14,646	52	21	16	10	1	1											
Del.	23	14	181	331	-	-	1	-	-	-											
Md.	143	39	1,477	1,701	1	2	-	-	-	-											
D.C.	19	61	301	343	1	1	-	-	-	-											
Va.	113	88	1,593	1,487	-	2	1	1	-	1											
W. Va.	8	4	266	261	-	-	-	-	-	-											
N.C.	64	33	2,447	1,664	7	2	3	6	-	-											
S.C.	112	50	1,215	2,554	-	-	-	1	-	-											
Ga.	377	104	1,128	3,255	38	6	10	1	1	-											
Fla.	297	316	2,640	3,050	5	8	1	1	-	-											
E.S. CENTRAL	158	126	5,359	5,589	8	3	-	4	-	-											
Ky.	16	18	782	948	1	-	-	-	-	-											
Tenn.	86	58	1,815	1,758	1	-	-	2	-	-											
Ala.	20	25	1,811	1,435	5	2	-	2	-	-											
Miss.	36	25	951	1,448	1	1	-	-	-	-											
W.S. CENTRAL	401	385	10,872	12,193	4	4	-	10	-	-											
Ark.	14	19	409	1,066	2	1	-	-	-	-											
La.	75	117	2,044	2,001	1	1	-	-	-	-											
Okla.	7	20	992	1,214	1	1	-	2	-	-											
Tex.	305	229	7,427	7,912	-	1	-	8	-	-											
MOUNTAIN	121	144	4,383	4,112	6	10	9	6	1	1											
Mont.	3	1	139	55	-	-	1	-	-	-											
Idaho	1	-	156	206	2	1	1	2	-	-											
Wyo.	1	-	80	92	-	-	-	-	1	-											
Colo.	21	51	552	1,240	1	4	2	2	-	1											
N. Mex.	6	10	706	705	-	3	2	-	-	-											
Ariz.	52	37	1,254	1,146	-	1	1	2	-	-											
Utah	7	9	880	67	2	1	-	-	-	-											
Nev.	30	36	616	601	1	-	2	-	-	-											
PACIFIC	299	443	10,159	12,702	36	29	18	21	-	1											
Wash.	-	28	1,450	1,598	10	U	4	2	-	-											
Oreg.	76	18	-	747	6	3	5	-	-	1											
Calif.	220	396	7,976	9,600	20	26	9	15	-	-											
Alaska	-	1	343	262	-	-	-	-	-	-											
Hawaii	3	-	390	495	-	-	-	4	-	-											
Guam	1	1	-	-	-	-	N	N	-	-											
P.R.	68	48	-	367	-	-	-	-	-	-											
V.I.	33	1	-	14	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	20	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


