
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending March 25, 2000 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis NETSS cummulative for 2000
Shigellosis NETSS cummulative for 1999
Shigellosis PHLIS cummulative for 2000
Shigellosis PHLIS cummulative for 1999
Syphilis (Primary and Secondary) cummulative for 2000
Syphilis (Primary and Secondary) cummulative for 1999
Tuberculosis cummulative for 2000
Tuberculosis cummulative for 1999

tab delimited data:
test
UNITED STATES	2,827	2,792	1,221	1,545	1,213	1,522	1,833	2,754													
NEW ENGLAND	65	70	47	67	14	15	56	81													
Maine	2	1	-	-	-	-	-	3													
N.H.	1	4	1	5	-	-	1	-													
Vt.	1	3	-	3	-	1	-	-													
Mass.	45	47	34	42	12	8	41	41													
R.I.	7	9	4	8	1	1	4	15													
Conn.	9	6	8	9	1	5	10	22													
MID. ATLANTIC	208	230	163	144	22	68	387	462													
Upstate N.Y.	132	42	56	19	1	7	28	41													
N.Y. City	56	82	60	72	6	25	241	239													
N.J.	-	68	15	53	4	16	90	108													
Pa.	20	38	32	-	11	20	28	74													
E.N. CENTRAL	425	484	160	254	275	229	215	263													
Ohio	32	161	17	19	16	20	34	64													
Ind.	62	19	9	9	104	65	15	23													
Ill.	120	183	2	172	83	111	135	124													
Mich.	180	60	126	40	56	26	19	39													
Wis.	31	61	6	14	16	7	12	13													
W.N. CENTRAL	198	156	107	134	16	41	91	96													
Minn.	46	19	45	27	2	5	36	35													
Iowa	26	2	21	3	6	3	8	4													
Mo.	96	105	33	89	5	28	34	42													
N. Dak.	-	1	-	2	-	-	-	1													
S. Dak.	1	-	-	1	-	-	3	3													
Nebr.	20	9	4	5	2	2	4	4													
Kans.	9	20	4	7	1	3	6	7													
S. ATLANTIC	357	437	73	110	384	570	319	443													
Del.	3	5	2	1	2	1	-	4													
Md.	26	27	8	5	66	118	44	50													
D.C.	-	19	U	U	15	33	-	10													
Va.	14	18	12	5	30	39	-	44													
W. Va.	2	3	1	1	1	1	8	10													
N.C.	18	59	8	33	121	130	43	70													
S.C.	3	26	1	10	11	59	18	81													
Ga.	41	52	20	18	64	106	99	82													
Fla.	250	228	21	37	74	83	107	92													
E.S. CENTRAL	125	303	82	179	191	273	120	152													
Ky.	32	29	16	22	19	28	-	22													
Tenn.	58	222	63	145	123	132	52	45													
Ala.	9	29	1	12	26	76	68	67													
Miss.	26	23	2	-	23	37	-	18													
W.S. CENTRAL	273	455	287	498	189	228	28	450													
Ark.	48	30	3	20	16	24	20	27													
La.	19	35	45	30	50	36	-	U													
Okla.	9	114	5	29	41	61	8	22													
Tex.	197	276	234	419	82	107	-	401													
MOUNTAIN	220	161	68	97	36	34	90	69													
Mont.	-	3	-	-	-	-	4	-													
Idaho	22	2	-	3	-	-	-	-													
Wyo.	1	2	1	1	-	-	-	-													
Colo.	31	31	16	20	3	-	6	U													
N. Mex.	25	19	13	13	3	-	16	11													
Ariz.	86	85	28	44	28	33	40	31													
Utah	6	12	10	13	-	1	7	11													
Nev.	49	7	-	3	2	-	17	16													
PACIFIC	956	496	234	62	86	64	527	738													
Wash.	168	15	182	31	11	5	35	32													
Oreg.	75	14	45	16	2	1	-	20													
Calif.	700	453	-	-	73	56	463	641													
Alaska	3	-	1	-	-	1	12	10													
Hawaii	10	14	6	15	-	1	17	35													
Guam	-	3	U	U	-	-	-	-													
P.R.	1	7	U	U	20	52	-	-													
V.I.	-	U	U	U	-	U	-	U													
Amer. Samoa	-	U	U	U	-	U	-	U													
C.N.M.I.	-	U	U	U	-	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


