
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending March 5, 2005 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2005
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2005
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2004
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2005
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2004
Giardiasis cummulative for 2005
Giardiasis cummulative for 2004
Gonorrhea cummulative for 2005
Gonorrhea cummulative for 2004

tab delimited data:
test
UNITED STATES	144	139	17	29	24	19	2,197	2,625	43,948	55,503											
NEW ENGLAND	11	7	1	8	4	2	155	219	829	1,243											
Maine	-	-	-	-	-	-	22	22	21	52											
N.H.	-	1	-	-	-	-	6	5	22	20											
Vt.	1	-	-	-	-	-	22	14	3	10											
Mass.	4	2	-	3	4	2	92	114	498	522											
R.I.	-	-	-	-	-	-	12	9	79	166											
Conn.	6	4	1	5	-	-	1	55	206	473											
MID. ATLANTIC	18	16	1	-	1	4	396	587	4,587	6,281											
Upstate N.Y.	9	3	1	-	-	2	128	140	946	1,110											
N.Y. City	1	5	-	-	-	-	92	210	1,224	2,077											
N.J.	4	-	-	-	-	1	54	73	617	1,160											
Pa.	4	8	-	-	1	1	122	164	1,800	1,934											
E.N. CENTRAL	36	37	3	8	3	3	272	432	6,665	11,945											
Ohio	16	11	1	-	2	3	97	130	1,141	3,955											
Ind.	3	8	-	-	-	-	N	N	1,380	1,165											
Ill.	5	6	1	-	-	-	20	154	2,365	3,464											
Mich.	7	7	-	1	1	-	99	91	1,104	2,582											
Wis.	5	5	1	7	-	-	56	57	675	779											
W.N. CENTRAL	23	17	4	6	3	6	250	236	2,283	3,261											
Minn.	3	9	1	2	-	-	102	75	368	792											
Iowa	5	-	-	-	-	-	39	35	116	212											
Mo.	9	3	2	4	1	1	53	81	1,296	1,502											
N. Dak.	-	1	-	-	-	3	-	2	13	23											
S. Dak.	2	-	-	-	-	-	15	8	58	35											
Nebr.	3	1	1	-	1	-	20	16	106	219											
Kans.	1	3	-	-	1	2	21	19	326	478											
S. ATLANTIC	20	8	2	3	13	3	416	402	12,309	13,186											
Del.	-	-	N	N	N	N	3	11	126	183											
Md.	4	2	1	-	-	-	29	16	1,155	1,411											
D.C.	-	-	-	-	-	-	10	13	382	404											
Va.	1	-	-	2	2	-	80	50	1,585	1,670											
W. Va.	-	-	-	-	-	-	4	1	133	154											
N.C.	-	-	-	-	9	3	N	N	3,324	2,736											
S.C.	-	-	-	-	-	-	7	6	1,627	1,409											
Ga.	5	2	-	-	-	-	138	127	837	2,519											
Fla.	10	4	1	1	2	-	145	178	3,140	2,700											
E.S. CENTRAL	7	4	-	-	-	1	51	49	3,313	4,239											
Ky.	-	1	-	-	-	1	N	N	675	447											
Tenn.	4	1	-	-	-	-	21	23	1,282	1,402											
Ala.	3	1	-	-	-	-	30	26	331	1,378											
Miss.	-	1	-	-	-	-	-	-	1,025	1,012											
W.S. CENTRAL	4	12	-	-	-	-	37	47	6,575	7,465											
Ark.	1	-	-	-	-	-	16	22	742	609											
La.	-	-	-	-	-	-	5	8	643	2,118											
Okla.	1	3	-	-	-	-	16	17	770	716											
Tex.	2	9	-	-	-	-	N	N	4,420	4,022											
MOUNTAIN	7	16	6	3	-	-	180	233	1,906	2,118											
Mont.	1	1	-	-	-	-	8	5	17	7											
Idaho	1	3	4	-	-	-	19	36	14	12											
Wyo.	-	-	1	-	-	-	1	1	8	9											
Colo.	1	3	1	1	-	-	55	76	476	538											
N. Mex.	-	2	-	1	-	-	8	9	100	160											
Ariz.	2	2	N	N	N	N	36	45	776	897											
Utah	2	2	-	-	-	-	45	44	94	54											
Nev.	-	3	-	1	-	-	8	17	421	441											
PACIFIC	18	22	-	1	-	-	440	420	5,481	5,765											
Wash.	5	2	-	-	-	-	24	23	593	495											
Oreg.	-	2	-	1	-	-	40	73	261	161											
Calif.	9	15	-	-	-	-	354	305	4,412	4,758											
Alaska	2	-	-	-	-	-	6	7	77	99											
Hawaii	2	3	-	-	-	-	16	12	138	252											
Guam	N	N	-	-	-	-	-	-	-	41											
P.R.	-	-	-	-	-	-	6	4	58	27											
V.I.	-	-	-	-	-	-	-	-	2	24											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


