
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending October 30, 2010 (WEEK 43)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2010
Legionellosis cummulative for 2009
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2010
Lyme disease cummulative for 2009
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2010
Malaria cummulative for 2009

tab delimited data:
test
UNITED STATES	51	58	114	2,623	2,937	111	400	2,336	22,574	33,180	4	27	89	1,199	1,175						
NEW ENGLAND	3	3	14	180	176	17	116	423	6,258	11,419	-	1	4	57	53						
Conn.	3	0	6	41	48	-	41	200	2,257	3,838	-	0	1	1	5						
Maine	-	0	3	11	8	17	11	76	626	791	-	0	1	5	2						
Mass.	-	1	7	77	87	-	34	161	1,876	4,928	-	1	3	37	34						
N.H.	-	0	5	19	11	-	21	65	1,059	1,273	-	0	2	4	4						
R.I.	-	0	4	23	15	-	1	40	146	217	-	0	1	7	5						
Vt.	-	0	2	9	7	-	4	27	294	372	-	0	1	3	3						
MID. ATLANTIC	15	17	37	713	1,046	64	175	710	10,885	14,458	-	7	17	322	343						
N.J.	-	2	9	78	192	1	43	202	2,818	4,664	-	0	4	1	89						
N.Y. (Upstate)	12	5	19	248	311	32	54	577	2,552	3,536	-	1	6	64	41						
N.Y. City	-	2	10	117	208	-	2	17	67	952	-	4	14	209	167						
Pa.	3	6	16	270	335	31	74	377	5,448	5,306	-	1	3	48	46						
E.N. CENTRAL	15	11	41	601	632	-	16	171	1,698	2,795	-	2	9	124	151						
Ill.	-	1	15	118	116	-	1	16	110	134	-	1	7	44	64						
Ind.	-	2	6	91	55	-	1	7	63	80	-	0	2	7	20						
Mich.	-	3	20	143	142	-	1	14	83	95	-	0	4	27	26						
Ohio	15	4	12	203	249	-	0	5	21	49	-	0	5	37	32						
Wis.	-	1	11	46	70	-	12	148	1,421	2,437	-	0	1	9	9						
W.N. CENTRAL	1	2	19	103	105	2	3	1,395	113	220	-	1	11	62	60						
Iowa	-	0	2	13	21	-	1	10	78	106	-	0	2	11	10						
Kans.	-	0	2	10	7	-	0	1	6	18	-	0	2	10	7						
Minn.	-	0	16	27	12	-	0	1,380	-	88	-	0	11	3	24						
Mo.	1	0	4	32	52	-	0	1	1	3	-	0	3	20	11						
Nebr.	-	0	2	8	11	-	0	2	9	4	-	0	2	15	7						
N. Dak.	-	0	1	6	1	2	0	15	18	-	-	0	1	-	-						
S. Dak.	-	0	2	7	1	-	0	1	1	1	-	0	2	3	1						
S. ATLANTIC	11	10	27	450	483	22	60	171	3,276	3,878	4	6	38	334	310						
Del.	1	0	3	15	17	-	11	31	546	898	-	0	1	2	5						
D.C.	-	0	4	15	19	1	0	4	21	57	-	0	2	9	15						
Fla.	5	3	9	150	150	3	2	11	87	91	2	2	7	108	82						
Ga.	-	1	4	41	50	-	0	2	10	38	1	0	4	31	64						
Md.	-	2	8	99	125	11	25	99	1,435	1,821	1	1	18	74	61						
N.C.	2	0	7	50	54	-	1	9	78	89	-	0	13	45	27						
S.C.	1	0	2	10	9	-	0	3	27	33	-	0	1	4	4						
Va.	2	1	6	59	51	7	17	79	960	710	-	1	5	58	50						
W. Va.	-	0	3	11	8	-	0	32	112	141	-	0	2	3	2						
E.S. CENTRAL	1	2	10	110	124	-	1	4	39	34	-	0	3	26	29						
Ala.	-	0	2	15	17	-	0	1	2	3	-	0	1	6	8						
Ky.	-	0	4	25	45	-	0	1	4	1	-	0	3	6	9						
Miss.	-	0	3	9	4	-	0	0	-	-	-	0	2	2	3						
Tenn.	1	1	6	61	58	-	1	4	33	30	-	0	2	12	9						
W.S. CENTRAL	2	3	14	117	101	3	2	44	89	183	-	2	31	75	57						
Ark.	-	0	2	12	7	-	0	0	-	-	-	0	1	2	5						
La.	-	0	3	7	12	-	0	1	2	-	-	0	1	4	5						
Okla.	-	0	4	12	4	-	0	2	-	-	-	0	1	5	1						
Tex.	2	2	10	86	78	3	2	42	87	183	-	1	30	64	46						
MOUNTAIN	1	3	10	132	115	-	0	3	21	52	-	1	4	53	45						
Ariz.	-	1	5	46	37	-	0	1	3	6	-	0	2	22	8						
Colo.	1	1	5	29	20	-	0	1	2	1	-	0	3	18	26						
Idaho	-	0	1	6	5	-	0	2	6	14	-	0	1	3	2						
Mont.	-	0	1	4	6	-	0	1	3	3	-	0	1	2	5						
Nev.	-	0	2	18	12	-	0	1	-	12	-	0	1	4	-						
N. Mex.	-	0	2	7	9	-	0	2	5	5	-	0	1	1	-						
Utah	-	0	3	17	22	-	0	1	2	9	-	0	1	3	4						
Wyo.	-	0	2	5	4	-	0	1	-	2	-	0	0	-	-						
PACIFIC	2	5	19	217	155	3	5	11	195	141	-	3	19	146	127						
Alaska	-	0	2	2	1	-	0	1	6	5	-	0	1	2	2						
Calif.	2	4	19	184	116	3	3	10	130	91	-	2	13	100	94						
Hawaii	-	0	1	1	1	N	0	0	N	N	-	0	1	1	1						
Oreg.	-	0	3	12	15	-	1	4	46	35	-	0	3	12	11						
Wash.	-	0	4	18	22	-	0	4	13	10	-	0	5	31	19						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	1	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	1	-	2	N	0	0	N	N	-	0	2	4	5						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2010 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


