
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 6, 1996 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1996
AIDS § cummulative for 1995
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1996
Escherichia coli O157:H7 PHLIS cummulative for 1996
Gonorrhea cummulative for 1996
Gonorrhea cummulative for 1995
Hepatitis C/NA,NB cummulative for 1996
Hepatitis C/NA,NB cummulative for 1995
Legionellosis cummulative for 1996
Legionellosis cummulative for 1995

tab delimited data:
test
UNITED STATES	16,791	19,920	59,471	194	69	72,301	105,537	859	1,106	185	304										
NEW ENGLAND	657	829	2,574	22	5	1,835	1,467	24	27	6	4										
Maine	10	23	-	3	-	11	18	-	-	1	-										
N.H.	23	37	191	1	1	36	30	1	2	-	-										
Vt.	7	6	-	4	4	17	12	15	2	-	-										
Mass.	392	447	1,797	10	-	614	847	5	22	4	3										
R.I.	38	55	586	2	-	148	156	3	1	1	1										
Conn.	187	261	-	2	-	1,009	404	-	-	N	N										
MID. ATLANTIC	4,440	4,783	8,788	30	15	6,684	12,247	79	102	42	41										
Upstate N.Y.	538	618	N	14	10	1,351	2,768	72	44	7	9										
N.Y. City	2,443	2,331	2,288	-	-	1,785	4,245	1	1	-	1										
N.J.	928	1,087	1,253	9	-	703	1,181	-	46	5	9										
Pa.	531	747	5,247	N	5	2,845	4,053	6	11	30	22										
E.N. CENTRAL	1,395	1,602	10,465	26	11	11,652	21,708	112	81	65	106										
Ohio	300	404	2,594	16	8	1,410	6,880	4	4	31	42										
Ind.	269	106	2,406	6	-	1,893	2,196	5	-	17	24										
Ill.	518	732	-	2	1	4,694	5,565	8	30	2	13										
Mich.	228	272	4,101	2	2	2,911	5,254	95	47	14	14										
Wis.	80	88	1,364	N	-	744	1,813	-	-	1	13										
W.N. CENTRAL	413	415	6,739	21	14	4,308	5,730	104	16	11	21										
Minn.	84	92	-	3	9	U	834	-	-	-	-										
Iowa	31	20	927	5	2	295	423	70	3	2	8										
Mo.	175	146	3,920	2	-	2,217	3,296	30	6	1	7										
N. Dak.	1	1	2	1	1	1	9	-	-	-	1										
S. Dak.	5	1	329	1	-	48	62	-	1	2	-										
Nebr.	32	43	388	4	-	57	299	1	4	6	3										
Kans.	85	112	1,173	5	2	691	807	3	2	-	2										
S. ATLANTIC	4,590	5,798	13,958	13	2	27,522	31,315	46	67	21	45										
Del.	93	114	-	-	-	379	567	1	-	-	-										
Md.	444	962	1,576	N	1	3,563	3,876	-	2	4	11										
D.C.	225	369	N	-	-	1,180	1,619	-	-	1	3										
Va.	224	369	3,067	N	1	2,565	3,150	3	1	6	2										
W. Va.	24	21	-	N	-	99	192	4	19	1	3										
N.C.	191	246	-	4	-	5,092	6,861	10	17	3	7										
S.C.	229	270	-	1	-	2,923	3,235	11	1	1	6										
Ga.	685	729	3,177	3	-	6,658	5,993	-	10	-	7										
Fla.	2,475	2,718	6,138	2	-	5,063	5,822	17	17	5	6										
E.S. CENTRAL	540	602	5,960	8	4	6,624	12,319	129	429	15	9										
Ky.	86	63	1,940	-	-	1,097	1,236	6	8	2	2										
Tenn.	201	263	1,666	N	4	1,644	3,428	122	420	7	4										
Ala.	157	157	2,270	2	-	3,578	5,101	1	1	-	2										
Miss.	96	119	84	2	-	305	2,554	-	-	6	1										
W.S. CENTRAL	1,480	1,382	3,558	11	1	5,768	9,561	86	51	1	4										
Ark.	70	64	-	5	-	749	1,265	1	-	-	-										
La.	435	296	1,861	N	1	2,154	3,289	33	24	-	1										
Okla.	54	83	1,697	1	-	1,037	1,087	35	21	1	3										
Tex.	921	939	-	1	-	1,828	3,920	17	6	-	-										
MOUNTAIN	469	640	4,452	23	9	2,025	2,435	152	129	6	39										
Mont.	4	8	-	-	-	8	27	8	7	-	2										
Idaho	7	17	422	7	4	25	39	38	14	-	1										
Wyo.	2	4	186	-	-	10	13	47	53	-	1										
Colo.	152	214	-	10	5	537	827	4	24	4	18										
N. Mex.	25	69	-	-	-	254	307	26	18	-	3										
Ariz.	136	135	2,984	N	-	972	780	20	5	1	5										
Utah	64	37	254	4	-	49	57	7	3	-	2										
Nev.	79	156	606	2	-	170	385	2	5	1	7										
PACIFIC	2,807	3,869	2,977	40	8	5,883	8,755	127	204	18	35										
Wash.	220	356	2,537	5	4	653	709	23	58	1	-										
Oreg.	153	129	-	12	-	126	133	3	11	-	-										
Calif.	2,394	3,277	-	18	-	4,888	7,485	58	126	17	30										
Alaska	3	29	N	1	-	113	243	2	1	-	-										
Hawaii	37	78	361	N	4	103	185	41	8	-	5										
Guam	3	-	-	N	-	-	23	-	-	-	-										
P.R.	420	852	N	N	U	60	163	20	49	-	-										
V.I.	3	15	N	N	U	-	10	-	-	-	-										
Amer. Samoa	-	-	-	N	U	-	8	-	-	-	-										
C.N.M.I.	-	-	N	N	U	11	5	-	-	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1995 and 1996 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


