
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending November 14, 1998 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	38,924	49,734	476,633	406,258	2,627	1,756	286,622	256,777	4,274	3,043											
NEW ENGLAND	1,539	2,104	16,029	15,673	297	242	4,569	5,220	71	51											
Maine	26	50	907	861	34	-	59	60	-	-											
N.H.	28	34	824	712	41	42	79	83	-	-											
Vt.	18	32	367	375	19	17	32	47	1	3											
Mass.	785	729	7,335	6,362	139	139	1,987	1,847	67	41											
R.I.	108	133	1,980	1,756	11	1	347	387	3	7											
Conn.	574	1,126	4,616	5,607	53	43	2,065	2,796	-	-											
MID. ATLANTIC	10,425	15,051	53,248	49,391	266	70	31,825	32,958	328	284											
Upstate N.Y.	1,249	2,264	N	N	199	-	5,494	5,672	246	211											
N.Y. City	5,885	8,005	30,371	23,646	7	12	13,542	12,357	-	-											
N.J.	1,909	2,978	9,791	8,700	60	48	6,545	6,577	-	-											
Pa.	1,382	1,804	13,086	17,045	N	10	6,244	8,352	82	73											
E.N. CENTRAL	2,741	3,695	77,360	55,098	400	303	56,225	35,215	453	482											
Ohio	562	766	22,213	19,579	108	60	14,476	12,774	8	17											
Ind.	448	459	4,656	8,110	91	47	4,232	5,334	7	12											
Ill.	1,044	1,515	23,434	U	100	58	19,599	U	31	82											
Mich.	531	726	17,936	17,838	101	62	13,945	12,883	407	346											
Wis.	156	229	9,121	9,571	N	76	3,973	4,224	-	25											
W.N. CENTRAL	754	1,011	26,867	28,485	453	369	13,511	12,512	265	56											
Minn.	146	175	5,498	5,813	190	191	2,124	2,044	9	4											
Iowa	60	92	2,063	3,943	92	56	660	1,012	8	26											
Mo.	367	506	10,515	10,543	45	60	7,501	6,427	241	10											
N. Dak.	5	10	849	742	11	15	71	62	-	3											
S. Dak.	15	8	1,351	1,171	30	34	199	133	-	-											
Nebr.	59	84	2,191	2,281	54	-	891	1,011	4	2											
Kans.	102	136	4,400	3,992	31	13	2,065	1,823	3	11											
S. ATLANTIC	10,118	12,299	96,834	81,232	225	144	80,141	80,247	162	217											
Del.	122	194	2,248	35	-	2	1,317	1,096	-	-											
Md.	1,400	1,729	6,285	6,365	33	12	8,153	9,954	10	9											
D.C.	751	956	N	N	1	-	3,139	3,823	-	-											
Va.	771	1,010	11,129	10,134	N	42	7,847	7,625	11	25											
W. Va.	72	108	2,249	2,527	11	7	710	802	6	16											
N.C.	704	762	19,138	15,073	53	46	16,573	15,045	19	46											
S.C.	640	688	14,400	10,902	13	9	9,167	10,070	8	36											
Ga.	1,055	1,466	19,926	13,263	70	-	16,775	15,613	9	-											
Fla.	4,603	5,386	21,459	22,933	44	26	16,460	16,219	99	85											
E.S. CENTRAL	1,598	1,741	33,858	30,649	107	39	33,328	30,670	175	319											
Ky.	249	321	5,535	5,466	31	-	3,235	3,548	19	12											
Tenn.	591	677	11,554	11,080	50	33	10,024	9,687	149	214											
Ala.	417	455	8,908	7,484	23	2	11,382	10,421	5	11											
Miss.	341	288	7,861	6,619	3	4	8,687	7,014	2	82											
W.S. CENTRAL	4,758	5,196	66,951	59,858	115	24	40,928	38,915	391	449											
Ark.	177	193	3,330	2,482	11	10	3,387	4,165	10	14											
La.	819	916	13,024	8,666	5	7	11,158	8,457	99	197											
Okla.	256	256	8,387	6,417	22	7	4,634	4,155	14	7											
Tex.	3,506	3,831	42,210	42,293	77	-	21,749	22,138	268	231											
MOUNTAIN	1,360	1,424	27,925	25,770	325	216	7,861	7,010	322	273											
Mont.	26	36	1,152	965	15	-	37	50	7	21											
Idaho	27	48	1,754	1,416	38	22	146	126	87	61											
Wyo.	3	13	616	519	53	55	29	45	63	66											
Colo.	254	346	6,870	6,322	81	64	1,986	1,991	31	31											
N. Mex.	189	146	3,280	3,328	18	13	795	744	84	50											
Ariz.	549	343	9,886	9,215	21	26	3,549	3,082	8	25											
Utah	114	125	1,837	1,505	77	21	192	239	23	5											
Nev.	198	367	2,530	2,500	22	15	1,127	733	19	14											
PACIFIC	5,631	7,213	77,561	60,102	439	349	18,234	14,030	2,107	912											
Wash.	375	570	9,419	7,921	100	104	1,678	1,677	22	24											
Oreg.	146	261	5,074	4,318	98	94	719	645	5	3											
Calif.	4,949	6,256	59,360	44,980	234	137	15,143	10,940	2,025	734											
Alaska	17	43	1,603	1,335	7	-	266	330	1	-											
Hawaii	144	83	2,105	1,548	N	14	428	438	54	151											
Guam	1	2	201	193	N	-	24	27	-	-											
P.R.	1,499	1,715	U	U	6	U	329	495	-	-											
V.I.	31	85	N	N	N	U	U	U	U	U											
Amer. Samoa	-	-	U	U	N	U	U	U	U	U											
C.N.M.I.	-	1	N	N	N	U	28	20	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


