
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending February 16, 2002 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Primary and Secondary) cummulative for 2001
Syphilis (Congenital) cummulative for 2002
Syphilis (Congenital) cummulative for 2001
Tuberculosis cummulative for 2002
Tuberculosis cummulative for 2001
Typhoid Fever cummulative for 2002
Typhoid Fever cummulative for 2001

tab delimited data:
test
UNITED STATES	600	630	-	62	511	990	19	30													
NEW ENGLAND	7	2	-	-	17	32	3	4													
Maine	-	-	-	-	-	-	-	-													
N.H.	-	-	-	-	1	1	-	-													
Vt.	-	-	-	-	-	1	-	-													
Mass.	6	-	-	-	5	21	2	4													
R.I.	-	-	-	-	5	-	-	-													
Conn.	1	2	-	-	6	9	1	-													
MID. ATLANTIC	51	57	-	11	114	152	2	13													
Upstate N.Y.	4	1	-	6	2	20	-	3													
N.Y. City	34	34	-	-	77	67	2	1													
N.J.	11	7	-	5	-	45	-	9													
Pa.	2	15	-	-	35	20	-	-													
E.N. CENTRAL	123	88	-	10	94	101	4	3													
Ohio	19	6	-	-	21	17	2	1													
Ind.	7	14	-	-	12	11	-	-													
Ill.	29	40	-	9	44	57	-	1													
Mich.	65	25	-	1	11	9	1	1													
Wis.	3	3	-	-	6	7	1	-													
W.N. CENTRAL	1	14	-	1	43	24	-	1													
Minn.	-	11	-	-	22	16	-	-													
Iowa	-	-	-	-	-	-	-	-													
Mo.	1	3	-	-	21	5	-	1													
N. Dak.	-	-	-	-	-	-	-	-													
S. Dak.	-	-	-	-	-	1	-	-													
Nebr.	-	-	-	-	-	2	-	-													
Kans.	-	-	-	1	-	-	-	-													
S. ATLANTIC	144	220	-	16	36	175	5	4													
Del.	1	1	-	-	-	-	-	-													
Md.	11	37	-	1	10	8	-	2													
D.C.	7	3	-	-	-	16	-	-													
Va.	5	15	-	-	7	21	-	-													
W. Va.	-	-	-	-	5	6	-	-													
N.C.	48	55	-	2	10	10	-	-													
S.C.	17	34	-	5	2	16	-	-													
Ga.	17	28	-	4	2	37	4	2													
Fla.	38	47	-	4	-	61	1	-													
E.S. CENTRAL	87	74	-	2	33	55	-	-													
Ky.	2	7	-	-	13	7	-	-													
Tenn.	30	37	-	1	-	8	-	-													
Ala.	48	16	-	1	16	29	-	-													
Miss.	7	14	-	-	4	11	-	-													
W.S. CENTRAL	88	93	-	12	6	189	-	2													
Ark.	-	9	-	2	3	13	-	-													
La.	19	18	-	-	-	-	-	-													
Okla.	8	13	-	1	3	2	-	-													
Tex.	61	53	-	9	-	174	-	2													
MOUNTAIN	41	24	-	2	22	37	1	1													
Mont.	-	-	-	-	-	-	-	-													
Idaho	1	-	-	-	-	-	-	-													
Wyo.	-	-	-	-	1	-	-	-													
Colo.	-	2	-	-	2	12	1	-													
N. Mex.	6	2	-	-	4	3	-	-													
Ariz.	32	14	-	2	11	12	-	-													
Utah	2	4	-	-	2	-	-	-													
Nev.	-	2	-	-	2	10	-	1													
PACIFIC	58	58	-	8	146	225	4	2													
Wash.	6	13	-	-	16	23	-	-													
Oreg.	-	2	-	-	6	10	1	-													
Calif.	51	41	-	8	96	162	3	2													
Alaska	-	-	-	-	12	8	-	-													
Hawaii	1	2	-	-	16	22	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	41	-	1	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	1	U	-	U	8	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


