
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 19, 1999 (WEEK 24)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 1999
H. influenzae, Invasive cummulative for 1998
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type A cummulative for 1998
Hepatitis (Viral), Type B cummulative for 1999
Hepatitis (Viral), Type B cummulative for 1998
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 1999
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 1999
Measles (Rubeola), Total cummulative for 1999
Measles (Rubeola), Total cummulative for 1998

tab delimited data:
test
UNITED STATES	563	571	7,227	10,528	2,906	3,771	-	27	-	13	40	38									
NEW ENGLAND	41	41	91	142	46	82	-	5	-	4	9	2									
Maine	5	2	4	13	-	-	-	-	-	-	-	-									
N.H.	7	6	7	7	7	9	-	-	-	1	1	-									
Vt.	4	2	3	11	1	3	-	-	-	-	-	-									
Mass.	18	29	30	46	22	32	-	4	-	2	6	2									
R.I.	-	2	9	9	16	20	-	-	-	-	-	-									
Conn.	7	-	38	56	-	18	U	1	U	1	2	-									
MID. ATLANTIC	75	81	481	786	370	588	-	-	-	2	2	11									
Upstate N.Y.	43	25	111	152	92	112	-	-	-	2	2	2									
N.Y. City	11	24	80	293	89	200	-	-	-	-	-	-									
N.J.	21	27	57	145	40	102	U	-	U	-	-	8									
Pa.	-	5	233	196	149	174	-	-	-	-	-	1									
E.N. CENTRAL	76	92	1,451	1,440	277	460	-	1	-	-	1	14									
Ohio	29	34	345	159	44	33	-	-	-	-	-	1									
Ind.	13	21	94	87	23	50	-	1	-	-	1	3									
Ill.	27	33	220	361	-	121	-	-	-	-	-	-									
Mich.	7	-	766	720	209	212	-	-	-	-	-	10									
Wis.	-	4	26	113	1	44	U	-	U	-	-	-									
W.N. CENTRAL	47	39	347	818	245	193	-	-	-	-	-	-									
Minn.	12	25	33	60	19	16	-	-	-	-	-	-									
Iowa	13	1	75	347	112	29	-	-	-	-	-	-									
Mo.	16	8	182	338	88	121	-	-	-	-	-	-									
N. Dak.	-	-	1	3	-	4	U	-	U	-	-	-									
S. Dak.	1	-	8	8	1	1	-	-	-	-	-	-									
Nebr.	3	-	28	12	10	9	-	-	-	-	-	-									
Kans.	2	5	20	50	15	13	-	-	-	-	-	-									
S. ATLANTIC	130	104	851	763	513	390	-	1	-	3	4	6									
Del.	-	-	2	3	-	-	-	-	-	-	-	1									
Md.	31	35	147	159	74	83	-	-	-	-	-	1									
D.C.	3	-	32	28	11	6	U	-	U	-	-	-									
Va.	12	12	68	124	45	51	-	1	-	2	3	2									
W. Va.	4	4	15	1	11	3	-	-	-	-	-	-									
N.C.	21	13	58	48	100	81	-	-	-	-	-	-									
S.C.	2	3	17	16	38	3	-	-	-	-	-	-									
Ga.	30	21	217	230	60	80	-	-	-	-	-	1									
Fla.	27	16	295	154	174	83	-	-	-	1	1	1									
E.S. CENTRAL	45	36	225	201	212	190	-	-	-	-	-	-									
Ky.	6	5	36	12	24	23	-	-	-	-	-	-									
Tenn.	24	22	114	114	96	133	-	-	-	-	-	-									
Ala.	13	7	36	44	47	34	-	-	-	-	-	-									
Miss.	2	2	39	31	45	-	U	-	U	-	-	-									
W.S. CENTRAL	33	29	1,299	1,907	266	633	-	1	-	2	3	-									
Ark.	1	-	25	39	21	38	U	-	U	-	-	-									
La.	7	13	59	40	72	47	-	-	-	-	-	-									
Okla.	23	14	244	269	58	31	-	-	-	-	-	-									
Tex.	2	2	971	1,559	115	517	U	1	U	2	3	-									
MOUNTAIN	56	76	712	1,599	301	386	-	1	-	-	1	-									
Mont.	1	-	12	51	15	3	-	-	-	-	-	-									
Idaho	1	-	27	125	15	16	-	-	-	-	-	-									
Wyo.	1	-	4	23	5	2	U	-	U	-	-	-									
Colo.	6	14	122	120	43	46	-	-	-	-	-	-									
N. Mex.	11	4	26	82	105	147	-	-	-	-	-	-									
Ariz.	30	38	443	981	78	95	-	1	-	-	1	-									
Utah	4	3	25	106	15	37	-	-	-	-	-	-									
Nev.	2	17	53	111	25	40	U	-	U	-	-	-									
PACIFIC	60	73	1,770	2,872	676	849	-	18	-	2	20	5									
Wash.	1	3	141	553	31	50	-	-	-	-	-	1									
Oreg.	24	30	131	225	43	83	-	8	-	-	8	-									
Calif.	29	33	1,488	2,053	587	702	-	10	-	2	12	4									
Alaska	4	1	3	12	9	7	-	-	-	-	-	-									
Hawaii	2	6	7	29	6	7	-	-	-	-	-	-									
Guam	-	-	2	-	2	1	U	1	U	-	1	-									
P.R.	1	2	79	29	73	272	-	-	-	-	-	-									
V.I.	U	U	U	U	U	U	U	U	U	U	U	U									
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U	U									
C.N.M.I.	-	-	-	1	-	31	U	-	U	-	-	-									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


