
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending August 11, 2012 (WEEK 32)*

column labels in same order that data fields appears in each record below:
Reporting Area
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis current week
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum current week
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum cummulative for 2011
Ehrlichiosis/Anaplasmosis†, Undetermined current week
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks median 
Ehrlichiosis/Anaplasmosis†, Undetermined previous 52 weeks maximum 
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2012
Ehrlichiosis/Anaplasmosis†, Undetermined cummulative for 2011

tab delimited data:
test
UNITED STATES	2	11	66	607	566	18	25	70	453	1,810	2	2	8	77	101						
NEW ENGLAND	-	0	2	14	3	4	6	19	176	327	-	0	1	1	1						
Conn.	-	0	0	-	-	-	2	7	52	114	-	0	0	-	-						
Maine	-	0	1	2	1	2	1	4	37	11	-	0	0	-	-						
Mass.	-	0	0	-	-	-	0	7	-	148	-	0	0	-	-						
N.H.	-	0	0	-	1	-	1	5	30	13	-	0	0	-	1						
R.I.	-	0	2	12	1	1	0	15	48	38	-	0	1	1	-						
Vt.	-	0	0	-	-	1	0	2	9	3	-	0	0	-	-						
MID. ATLANTIC	1	1	5	25	73	13	8	44	195	210	-	0	2	5	15						
N.J.	-	0	2	-	44	-	0	8	-	66	-	0	1	-	6						
N.Y. (Upstate)	1	0	4	17	26	13	6	41	179	113	-	0	2	5	4						
N.Y. City	-	0	3	8	3	-	0	4	16	26	-	0	0	-	-						
Pa.	-	0	1	-	-	-	0	2	-	5	-	0	1	-	5						
E.N. CENTRAL	-	0	4	20	34	-	1	22	9	554	2	1	5	41	42						
Ill.	-	0	4	17	20	-	0	1	7	8	-	0	1	1	-						
Ind.	-	0	0	-	-	-	0	0	-	-	2	0	5	36	15						
Mich.	-	0	0	-	4	-	0	0	-	-	-	0	2	3	1						
Ohio	-	0	1	3	5	-	0	1	1	4	-	0	1	1	1						
Wis.	-	0	1	-	5	-	0	21	1	542	-	0	2	-	25						
W.N. CENTRAL	-	2	32	225	146	-	2	16	22	664	-	0	4	14	23						
Iowa	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
Kans.	-	0	3	21	13	-	0	1	2	3	-	0	0	-	1						
Minn.	-	0	1	-	7	-	0	14	-	640	-	0	1	-	9						
Mo.	-	2	32	204	125	-	0	4	18	17	-	0	4	13	13						
Nebr.	-	0	1	-	-	-	0	1	2	1	-	0	1	-	-						
N. Dak.	-	0	0	-	-	-	0	3	-	-	-	0	0	-	-						
S. Dak.	-	0	0	-	1	-	0	0	-	3	-	0	1	1	-						
S. ATLANTIC	1	4	29	193	173	-	1	7	32	37	-	0	2	7	7						
Del.	-	0	2	12	14	-	0	1	1	1	-	0	0	-	-						
D.C.	N	0	0	N	N	N	0	0	N	N	N	0	0	N	N						
