
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending December 22, 2012 (WEEK 51)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2012
Syphillis, primary & secondary cummulative for 2011

tab delimited data:
test
UNITED STATES	179	237	803	12,535	15,958	9	20	58	923	1,171	28	279	346	13,561	13,647						
NEW ENGLAND	1	11	24	560	786	-	1	4	50	53	2	8	23	418	395						
Conn.	-	5	13	265	345	-	0	2	14	14	-	0	13	43	52						
Maine	1	2	7	94	129	-	0	1	3	4	-	0	5	15	12						
Mass.	-	1	3	42	38	-	0	2	26	19	2	5	13	284	263						
N.H.	-	1	5	62	109	-	0	1	6	5	-	0	3	30	17						
R.I.	-	0	5	40	94	-	0	1	1	4	-	0	6	42	42						
Vt.	-	1	4	57	71	-	0	1	-	7	-	0	1	4	9						
MID. ATLANTIC	23	37	157	1,812	2,441	-	2	11	98	127	2	34	49	1,615	1,652						
N.J.	-	6	26	347	654	-	0	3	19	43	-	4	8	181	232						
N.Y. (Upstate)	18	17	108	844	1,075	-	1	10	55	46	2	4	12	207	182						
N.Y. City	5	13	24	621	712	-	0	2	24	38	-	17	25	819	874						
Pa.	N	0	0	N	N	N	0	0	N	N	-	8	17	408	364						
E.N. CENTRAL	46	54	101	2,650	3,192	3	3	10	171	182	2	30	62	1,429	1,783						
Ill.	N	0	0	N	N	-	0	0	-	-	-	11	54	525	827						
Ind.	-	13	33	570	786	-	1	2	33	40	2	4	10	210	172						
Mich.	5	12	25	527	680	-	0	3	31	36	-	4	11	232	286						
Ohio	41	21	46	1,130	1,249	3	2	6	86	81	-	8	15	374	434						
Wis.	-	8	29	423	477	-	0	2	21	25	-	2	5	88	64						
W.N. CENTRAL	-	14	58	677	734	-	1	4	53	60	-	6	14	329	325						
Iowa	N	0	0	N	N	N	0	0	N	N	-	1	4	61	20						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	4	27	23						
Minn.	-	10	22	453	563	-	0	3	31	46	-	1	4	80	135						
Mo.	N	0	0	N	N	-	0	0	-	-	-	2	9	139	136						
Nebr.	-	2	8	106	118	-	0	2	10	12	-	0	1	6	10						
N. Dak.	-	0	38	30	53	-	0	2	1	2	-	0	1	2	1						
S. Dak.	-	1	5	88	-	-	0	2	11	-	-	0	2	14	-						
S. ATLANTIC	67	56	193	2,927	3,816	3	4	21	228	322	10	65	103	3,228	3,350						
Del.	-	0	3	30	51	-	0	1	1	-	-	0	6	38	25						
D.C.	-	0	4	45	53	-	0	1	3	6	-	3	9	159	165						
Fla.	32	18	48	960	1,276	1	1	8	76	130	1	25	36	1,280	1,230						
Ga.	21	15	42	866	1,135	2	2	4	76	91	9	12	59	645	619						
Md.	5	6	22	328	576	-	0	5	27	49	-	7	15	358	444						
N.C.	N	0	0	N	N	N	0	0	N	N	-	6	21	280	431						
S.C.	9	6	16	365	442	-	0	3	24	29	-	4	10	214	221						
Va.	N	0	0	N	N	-	0	0	-	-	-	3	40	251	211						
W. Va.	-	5	83	333	283	-	0	8	21	17	-	0	2	3	4						
E.S. CENTRAL	18	15	50	876	1,168	-	1	3	51	95	4	15	32	734	794						
