
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending March 16, 2013 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2013
Legionellosis cummulative for 2012
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2013
Lyme disease cummulative for 2012
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2013
Malaria cummulative for 2012

tab delimited data:
test
UNITED STATES	16	62	153	372	445	20	464	1,529	1,118	2,875	2	23	46	142	173						
NEW ENGLAND	-	5	19	18	24	-	120	657	56	911	-	2	8	7	12						
Conn.	-	1	7	2	4	-	39	182	3	303	-	0	2	-	2						
Maine	-	0	3	2	1	-	16	69	22	85	-	0	1	-	-						
Mass.	-	3	11	8	11	-	47	343	2	360	-	0	4	5	9						
N.H.	-	0	2	1	4	-	16	96	8	125	-	0	2	2	-						
R.I.	-	0	5	3	4	-	1	34	3	6	-	0	7	-	-						
Vt.	-	0	2	2	-	-	8	29	18	32	-	0	1	-	1						
MID. ATLANTIC	8	13	44	85	110	19	197	659	729	1,357	1	6	14	30	30						
N.J.	-	2	12	13	19	-	50	166	201	487	-	0	2	4	-						
N.Y. (Upstate)	4	6	15	19	30	11	41	257	104	159	-	1	4	10	2						
N.Y. City	1	2	13	20	24	-	1	12	-	3	1	3	11	13	22						
Pa.	3	4	19	33	37	8	96	407	424	708	-	1	4	3	6						
E.N. CENTRAL	4	13	54	84	100	-	21	168	31	162	1	2	8	16	21						
Ill.	-	2	23	11	17	-	2	18	2	9	-	0	6	3	5						
Ind.	2	3	6	29	17	-	1	6	-	5	-	0	2	3	5						
Mich.	-	2	9	4	15	-	1	9	2	6	-	0	5	3	2						
Ohio	2	5	17	40	45	-	1	6	9	6	1	1	3	6	7						
Wis.	-	1	7	-	6	-	17	138	18	136	-	0	2	1	2						
W.N. CENTRAL	-	3	10	13	25	-	2	18	2	6	-	1	5	8	9						
Iowa	-	0	2	-	-	-	1	16	1	4	-	0	2	3	1						
Kans.	-	0	2	1	1	-	0	2	-	1	-	0	1	2	3						
Minn.	-	1	4	5	8	-	0	0	-	-	-	0	0	-	-						
