
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending February 23, 2002 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rocky Mountain Spotted Fever cummulative for 2002
Rocky Mountain Spotted Fever cummulative for 2001
Rubella cummulative for 2002
Rubella cummulative for 2001
Rubella Congenital cummulative for 2002
Rubella Congenital cummulative for 2001
Salmonellosis cummulative for 2002
Salmonellosis cummulative for 2001

tab delimited data:
test
UNITED STATES	39	11	-	-	-	-	3,130	3,572													
NEW ENGLAND	-	-	-	-	-	-	173	190													
Maine	-	-	-	-	-	-	29	9													
N.H.	-	-	-	-	-	-	5	13													
Vt.	-	-	-	-	-	-	8	10													
Mass.	-	-	-	-	-	-	94	143													
R.I.	-	-	-	-	-	-	5	11													
Conn.	-	-	-	-	-	-	32	4													
MID. ATLANTIC	4	1	-	-	-	-	210	583													
Upstate N.Y.	-	-	-	-	-	-	42	69													
N.Y. City	-	-	-	-	-	-	84	144													
N.J.	-	-	-	-	-	-	2	213													
Pa.	4	1	-	-	-	-	82	157													
E.N. CENTRAL	3	2	-	-	-	-	559	507													
Ohio	3	-	-	-	-	-	224	152													
Ind.	-	1	-	-	-	-	35	29													
Ill.	-	1	-	-	-	-	163	153													
Mich.	-	-	-	-	-	-	95	95													
Wis.	-	-	-	-	-	-	42	78													
W.N. CENTRAL	1	1	-	-	-	-	244	200													
Minn.	-	-	-	-	-	-	48	67													
Iowa	-	-	-	-	-	-	43	23													
Mo.	1	1	-	-	-	-	111	50													
N. Dak.	-	-	-	-	-	-	-	1													
S. Dak.	-	-	-	-	-	-	13	13													
Nebr.	-	-	-	-	-	-	-	16													
Kans.	-	-	-	-	-	-	29	30													
S. ATLANTIC	29	5	-	-	-	-	978	823													
Del.	-	-	-	-	-	-	8	9													
Md.	4	1	-	-	-	-	79	90													
D.C.	-	-	-	-	-	-	9	13													
Va.	-	-	-	-	-	-	73	76													
W. Va.	-	-	-	-	-	-	3	3													
N.C.	22	4	-	-	-	-	144	153													
S.C.	2	-	-	-	-	-	60	55													
Ga.	-	-	-	-	-	-	312	268													
Fla.	1	-	-	-	-	-	290	156													
E.S. CENTRAL	2	2	-	-	-	-	187	201													
Ky.	-	-	-	-	-	-	23	35													
Tenn.	2	1	-	-	-	-	54	45													
Ala.	-	1	-	-	-	-	70	83													
Miss.	-	-	-	-	-	-	40	38													
W.S. CENTRAL	-	-	-	-	-	-	62	385													
Ark.	-	-	-	-	-	-	27	30													
La.	-	-	-	-	-	-	1	66													
Okla.	-	-	-	-	-	-	32	15													
Tex.	-	-	-	-	-	-	2	274													
MOUNTAIN	-	-	-	-	-	-	219	198													
Mont.	-	-	-	-	-	-	3	7													
Idaho	-	-	-	-	-	-	11	6													
Wyo.	-	-	-	-	-	-	6	10													
Colo.	-	-	-	-	-	-	73	50													
N. Mex.	-	-	-	-	-	-	36	27													
Ariz.	-	-	-	-	-	-	34	66													
Utah	-	-	-	-	-	-	21	19													
Nev.	-	-	-	-	-	-	35	13													
PACIFIC	-	-	-	-	-	-	498	485													
Wash.	-	-	-	-	-	-	21	18													
Oreg.	-	-	-	-	-	-	43	6													
Calif.	-	-	-	-	-	-	392	403													
Alaska	-	-	-	-	-	-	10	5													
Hawaii	-	-	-	-	-	-	32	53													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	-	-	-	-	-	6	103													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	-	U	-	U	-	U	1	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


