
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending January 14, 2006 (WEEK 02)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shiga toxin-producing E. coli(STEC)† cummulative for 2005
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2006
Shigellosis cummulative for 2005
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2006
Streptococcal disease, invasive, group A cummulative for 2005

tab delimited data:
test
UNITED STATES	22	46	156	33	40	79	259	442	162	237	46	76	148	89	164						
NEW ENGLAND	-	4	14	-	2	1	5	15	4	7	1	3	8	2	7						
Conn.	-	1	4	-	-	-	1	4	1	-	U	0	0	U	U						
Maine	-	0	5	-	-	-	0	1	-	-	-	0	2	-	1						
Mass.	-	2	8	-	2	1	3	9	3	7	1	2	6	2	5						
N.H.	-	0	2	-	-	-	0	4	-	-	-	0	1	-	-						
R.I.	-	0	2	-	-	-	0	3	-	-	-	0	3	-	-						
Vt.	-	0	2	-	-	-	0	4	-	-	-	0	2	-	1						
MID. ATLANTIC	1	6	24	1	3	3	22	65	4	28	9	16	38	15	40						
N.J.	-	1	6	-	-	-	5	14	-	8	-	3	9	-	13						
N.Y. (Upstate)	1	3	13	1	-	2	5	21	2	-	4	4	16	5	10						
N.Y. City	-	0	2	-	1	-	7	22	-	17	-	3	9	-	7						
Pa.	-	2	8	-	2	1	2	48	2	3	5	5	12	10	10						
E.N. CENTRAL	3	7	28	4	12	4	17	78	5	20	15	15	41	27	26						
Ill.	-	1	6	-	1	-	4	21	-	5	-	3	10	1	6						
Ind.	-	1	7	-	-	-	1	56	-	-	-	1	9	-	-						
Mich.	-	1	8	-	3	1	4	14	1	10	5	6	15	12	15						
Ohio	3	2	14	4	6	3	2	11	4	4	10	4	14	14	2						
Wis.	-	2	15	-	2	-	3	9	-	1	-	1	8	-	3						
W.N. CENTRAL	6	7	38	8	3	24	35	64	42	15	1	4	19	1	10						
Iowa	-	1	10	1	2	-	1	9	-	3	N	0	0	N	N						
Kans.	-	1	4	-	-	-	4	20	-	1	-	0	4	-	-						
Minn.	2	2	23	2	-	1	2	6	1	1	-	1	15	-	-						
Mo.	4	2	7	5	1	23	22	45	41	10	1	1	6	1	4						
Nebr.	-	1	4	-	-	-	1	10	-	-	-	0	2	-	2						
N. Dak.	-	0	2	-	-	-	0	2	-	-	-	0	3	-	1						
S. Dak.	-	0	5	-	-	-	1	17	-	-	-	0	2	-	3						
S. ATLANTIC	9	7	31	12	9	29	43	119	53	33	13	17	31	28	42						
Del.	-	0	2	-	-	-	0	2	-	1	-	0	2	-	-						
D.C.	-	0	1	-	-	-	0	2	-	-	-	0	1	-	-						
Fla.	2	1	31	3	1	20	20	66	34	15	7	5	12	12	9						
Ga.	-	0	6	-	2	-	10	32	7	12	-	3	9	5	8						
Md.	-	1	6	-	2	5	2	8	8	5	1	3	13	6	15						
N.C.	7	1	11	9	3	4	2	22	4	-	5	1	13	5	5						
S.C.	-	0	2	-	-	-	2	6	-	-	-	0	2	-	3						
