
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending November 20, 1999 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 1999
Malaria cummulative for 1998
Rabies, Animal cummulative for 1999
Rabies, Animal cummulative for 1998
Salmonellosis, NETSS cummulative for 1999
Salmonellosis, NETSS cummulative for 1998
Salmonellosis, PHLIS cummulative for 1999
Salmonellosis, PHLIS cummulative for 1998

tab delimited data:
test
UNITED STATES	1,170	1,322	5,364	6,621	33,317	37,950	25,669	30,850													
NEW ENGLAND	59	64	803	1,324	1,504	2,298	1,867	2,112													
Maine	3	5	160	215	124	153	95	61													
N.H.	2	5	50	74	124	174	131	208													
Vt.	4	1	86	61	87	129	76	103													
Mass.	22	25	194	468	1,047	1,211	1,025	1,245													
R.I.	4	10	89	88	122	132	147	34													
Conn.	24	18	224	418	U	499	393	461													
MID. ATLANTIC	280	386	1,033	1,449	4,080	6,035	3,545	5,367													
Upstate N.Y.	68	85	743	1,007	1,224	1,476	1,127	1,271													
N.Y. City	126	217	U	U	1,219	1,743	927	1,369													
N.J.	48	53	160	202	665	1,338	535	1,260													
Pa.	38	31	130	240	972	1,478	956	1,467													
E.N. CENTRAL	135	139	143	120	4,808	5,708	3,102	4,383													
Ohio	18	15	34	55	1,189	1,395	953	1,042													
Ind.	18	10	13	11	479	597	376	481													
Ill.	54	56	10	N	1,485	1,745	399	1,416													
Mich.	37	46	83	35	858	1,054	856	975													
Wis.	8	12	3	19	797	917	518	469													
W.N. CENTRAL	72	86	645	652	2,026	2,102	2,080	2,144													
Minn.	41	52	101	107	574	522	625	611													
Iowa	13	7	147	139	242	344	197	269													
Mo.	14	14	14	38	678	566	817	775													
N. Dak.	-	2	130	129	43	59	49	67													
S. Dak.	-	-	163	149	89	108	108	118													
Nebr.	-	1	3	7	181	170	78	44													
Kans.	4	10	87	83	219	333	206	260													
S. ATLANTIC	313	283	1,912	2,168	7,950	7,786	4,791	5,615													
Del.	1	3	37	47	129	72	144	110													
Md.	86	83	367	417	807	845	891	823													
D.C.	17	18	-	-	67	73	U	U													
Va.	67	52	523	515	1,161	1,012	905	802													
W. Va.	2	2	99	70	147	143	142	147													
N.C.	26	27	376	523	1,186	1,154	1,211	1,310													
S.C.	17	6	132	136	639	586	454	500													
Ga.	22	35	204	274	1,376	1,528	651	1,398													
Fla.	75	57	174	186	2,438	2,373	393	525													
E.S. CENTRAL	21	32	238	253	1,719	2,119	938	1,450													
Ky.	7	7	35	30	374	333	-	124													
Tenn.	6	16	82	129	317	544	487	643													
Ala.	7	6	120	92	544	635	374	533													
Miss.	1	3	1	2	484	607	77	150													
W.S. CENTRAL	16	34	89	28	3,549	4,341	2,880	2,939													
Ark.	3	1	14	28	597	567	120	340													
La.	10	14	-	-	334	653	472	741													
Okla.	2	3	75	N	386	445	291	211													
Tex.	1	16	-	-	2,232	2,676	1,997	1,647													
MOUNTAIN	41	60	178	242	2,767	2,297	2,254	1,839													
Mont.	4	1	55	51	70	74	1	43													
Idaho	3	8	-	N	112	113	81	90													
Wyo.	1	-	42	63	65	59	49	55													
Colo.	16	18	1	42	649	492	657	463													
N. Mex.	2	12	9	6	354	272	217	240													
Ariz.	8	8	58	48	858	742	709	623													
Utah	4	1	8	26	486	326	487	122													
Nev.	3	12	5	6	173	219	53	203													
PACIFIC	233	238	323	385	4,914	5,264	4,212	5,001													
Wash.	25	17	-	-	593	462	777	614													
Oreg.	19	15	2	7	389	278	455	301													
Calif.	177	199	314	355	3,572	4,211	2,707	3,778													
Alaska	1	2	7	23	51	53	15	32													
Hawaii	11	5	-	-	309	260	258	276													
Guam	-	2	-	-	24	36	U	U													
P.R.	-	-	64	47	255	725	U	U													
V.I.	U	U	U	U	U	U	U	U													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	U	U	U	U	U	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


