
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending May 3, 2003 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), 0157:H7 cummulative for 2002
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, serogroup non-0157 cummulative for 2002
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2003
Escherichia coli, Enterohemorrhagic, (EHEC), shiga toxin positive, not serogrouped cummulative for 2002
Giardiasis cummulative for 2003
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2003
Gonorrhea cummulative for 2002

tab delimited data:
test
UNITED STATES	319	452	46	18	34	5	4,563	5,940	98,890	119,234											
NEW ENGLAND	20	33	5	1	3	1	350	550	2,333	2,732											
Maine	3	2	-	-	-	-	38	59	64	26											
N.H.	5	2	-	-	-	-	14	17	39	43											
Vt.	-	1	-	-	-	-	24	38	30	37											
Mass.	6	18	-	1	3	1	164	289	936	1,175											
R.I.	1	3	-	-	-	-	42	36	337	325											
Conn.	5	7	5	-	-	-	68	111	927	1,126											
MID. ATLANTIC	19	35	2	-	8	2	831	1,285	10,990	14,042											
Upstate N.Y.	12	25	1	-	5	-	269	343	2,405	2,739											
N.Y. City	3	2	-	-	-	-	347	490	3,695	4,237											
N.J.	4	8	-	-	-	-	56	149	1,894	2,683											
Pa.	N	N	1	-	3	2	159	303	2,996	4,383											
E.N. CENTRAL	73	135	8	2	5	-	718	1,033	20,151	24,959											
Ohio	18	20	8	2	5	-	263	282	6,311	7,369											
Ind.	8	9	-	-	-	-	-	-	2,036	2,498											
Ill.	15	47	-	-	-	-	144	305	5,786	8,365											
Mich.	17	25	-	-	-	-	208	289	4,462	4,784											
Wis.	15	34	-	-	-	-	103	157	1,556	1,943											
W.N. CENTRAL	44	62	4	4	6	-	461	537	5,215	6,111											
Minn.	15	20	3	3	-	-	163	186	774	1,076											
Iowa	5	14	-	-	-	-	70	79	246	406											
Mo.	15	14	N	N	N	N	121	155	2,758	2,934											
N. Dak.	1	-	-	-	1	-	9	6	13	22											
S. Dak.	2	1	-	-	-	-	16	20	59	86											
Nebr.	5	8	1	1	-	-	46	44	488	544											
Kans.	1	5	-	-	5	-	36	47	877	1,043											
S. ATLANTIC	38	36	12	7	-	-	846	891	24,863	30,369											
Del.	-	2	N	N	N	N	14	16	424	574											
Md.	1	1	-	-	-	-	38	33	2,581	2,980											
D.C.	1	-	-	-	-	-	13	16	551	954											
Va.	4	6	-	-	-	-	80	54	2,851	3,597											
W. Va.	1	1	-	-	-	-	8	9	286	343											
N.C.	7	8	2	-	-	-	N	N	4,304	5,543											
S.C.	-	-	-	-	-	-	31	13	2,664	3,094											
Ga.	11	10	2	4	-	-	353	266	5,182	5,674											
Fla.	13	8	8	3	-	-	309	484	6,020	7,610											
E.S. CENTRAL	19	17	-	-	3	-	98	108	8,590	10,442											
Ky.	8	3	-	-	3	-	N	N	1,197	1,207											
Tenn.	7	10	-	-	-	-	41	49	2,607	3,210											
Ala.	3	1	-	-	-	-	57	59	2,570	3,705											
Miss.	1	3	-	-	-	-	-	-	2,216	2,320											
W.S. CENTRAL	23	12	8	-	5	1	72	40	14,062	16,595											
Ark.	2	1	-	-	-	-	41	40	1,206	1,472											
La.	-	-	-	-	-	-	3	-	3,355	3,913											
Okla.	2	2	-	-	-	-	28	-	1,376	1,605											
Tex.	19	9	8	-	5	1	-	-	8,125	9,605											
MOUNTAIN	33	38	5	2	4	1	381	410	3,203	3,864											
Mont.	1	8	-	-	-	-	16	25	29	38											
Idaho	9	1	3	-	-	-	50	19	31	30											
Wyo.	1	1	-	1	-	-	5	7	17	21											
Colo.	8	8	1	-	4	1	104	139	726	1,273											
N. Mex.	1	3	1	1	-	-	15	49	342	510											
Ariz.	8	5	N	N	N	N	71	56	1,415	1,284											
Utah	5	6	-	-	-	-	91	68	122	64											
Nev.	-	6	-	-	-	-	29	47	521	644											
PACIFIC	50	84	2	2	-	-	806	1,086	9,483	10,120											
Wash.	16	7	1	-	-	-	57	127	1,000	1,011											
Oreg.	8	26	1	2	-	-	92	133	326	302											
Calif.	26	37	-	-	-	-	623	763	7,942	8,403											
Alaska	-	3	-	-	-	-	27	25	188	215											
Hawaii	-	11	-	-	-	-	7	38	27	189											
Guam	N	N	-	-	-	-	-	-	-	-											
P.R.	-	-	-	-	-	-	10	2	35	5											
V.I.	-	-	-	-	-	-	-	-	-	18											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


