
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 21, 2007 (WEEK 29)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	11,992	20,593	25,327	552,411	554,467	31	152	658	4,422	4,761	68	72	319	1,615	1,668						
NEW ENGLAND	437	673	1,357	18,776	17,770	-	0	1	1	-	-	4	27	85	131						
Conn.	-	206	829	5,360	5,452	N	0	0	N	N	-	0	13	13	38						
Maine	46	50	74	1,422	1,193	-	0	0	-	-	-	1	6	15	15						
Mass.	305	310	600	8,750	7,581	-	0	0	-	-	-	1	19	26	47						
N.H.	6	38	70	1,062	1,015	-	0	1	1	-	-	1	4	13	15						
R.I.	62	64	108	1,715	1,846	-	0	0	-	-	-	0	5	6	3						
Vt.	18	20	45	467	683	N	0	0	N	N	-	1	4	12	13						
MID. ATLANTIC	1,738	2,671	4,284	78,564	67,427	-	0	0	-	-	7	10	37	210	260						
N.J.	235	414	541	11,347	10,720	N	0	0	N	N	-	0	5	9	16						
N.Y. (Upstate)	517	509	2,758	13,759	12,860	N	0	0	N	N	2	3	14	64	56						
N.Y. City	585	849	1,602	25,336	22,183	N	0	0	N	N	-	1	10	30	73						
Pa.	401	820	1,797	28,122	21,664	N	0	0	N	N	5	4	18	107	115						
E.N. CENTRAL	1,699	3,182	6,293	92,101	93,632	1	1	3	16	25	12	15	110	358	388						
Ill.	535	1,014	1,323	25,961	29,688	-	0	0	-	-	-	2	22	28	54						
Ind.	323	382	644	11,322	11,270	-	0	0	-	-	4	1	18	34	31						
Mich.	457	731	1,225	20,273	18,183	-	0	3	11	21	-	2	10	74	62						
Ohio	107	623	3,654	24,039	22,909	1	0	2	5	4	8	4	33	100	105						
Wis.	277	372	528	10,506	11,582	N	0	0	N	N	-	5	53	122	136						
W.N. CENTRAL	477	1,204	1,448	31,814	33,578	-	0	54	3	-	19	11	77	252	258						
Iowa	-	167	243	4,597	4,598	N	0	0	N	N	2	2	28	54	35						
Kans.	164	149	294	4,547	4,377	N	0	0	N	N	3	1	8	37	30						
Minn.	1	243	314	5,496	7,022	-	0	54	-	-	7	2	25	55	89						
Mo.	276	453	628	12,600	12,399	-	0	1	3	-	4	2	21	38	48						
Nebr.	-	104	184	2,504	2,780	N	0	0	N	N	1	1	16	14	19						
N. Dak.	-	31	69	699	967	N	0	0	N	N	2	0	11	3	6						
S. Dak.	36	49	84	1,371	1,435	N	0	0	N	N	-	2	7	51	31						
S. ATLANTIC	2,718	3,894	6,760	106,962	105,898	-	0	1	2	2	16	19	70	385	351						
Del.	61	69	122	1,927	1,964	N	0	0	N	N	-	0	3	3	1						
D.C.	-	85	167	2,790	1,694	-	0	0	-	-	-	0	2	3	9						
Fla.	1,496	1,051	1,651	30,069	26,700	N	0	0	N	N	13	9	32	181	137						
Ga.	-	682	3,822	12,227	19,241	N	0	0	N	N	-	3	17	76	108						
Md.	416	409	697	10,875	11,371	-	0	1	2	2	2	0	2	17	11						
N.C.	170	624	1,233	15,949	19,210	-	0	0	-	-	1	1	11	44	43						
S.C.	-	453	3,030	17,504	10,967	N	0	0	N	N	-	1	14	29	20						
Va.	539	495	685	14,047	13,116	N	0	0	N	N	-	1	5	28	19						
W. Va.	36	54	85	1,574	1,635	N	0	0	N	N	-	0	3	4	3						
E.S. CENTRAL	1,294	1,390	2,044	37,071	42,421	-	0	0	-	-	5	3	15	78	64						
Ala.	46	361	539	5,413	13,180	N	0	0	N	N	1	0	12	26	24						
Ky.	89	126	691	4,186	5,357	N	0	0	N	N	-	1	3	21	17						
Miss.	660	381	959	12,080	10,210	N	0	0	N	N	3	0	8	14	7						
Tenn.	499	530	695	15,392	13,674	N	0	0	N	N	1	1	5	17	16						
W.S. CENTRAL	1,644	2,215	3,028	62,804	62,212	-	0	1	1	-	2	5	45	78	98						
Ark.	146	168	337	4,641	4,207	N	0	0	N	N	1	0	3	5	8						
La.	157	330	610	8,951	9,800	-	0	1	1	-	-	1	9	17	22						
Okla.	293	262	471	7,020	6,419	N	0	0	N	N	1	0	9	18	22						
Tex.	1,048	1,481	1,911	42,192	41,786	N	0	0	N	N	-	2	36	38	46						
MOUNTAIN	167	1,304	2,026	29,907	36,416	22	95	293	2,841	3,362	5	5	40	127	74						
Ariz.	66	463	993	9,127	11,153	22	94	293	2,767	3,272	-	0	6	21	13						
Colo.	75	276	416	5,207	8,864	N	0	0	N	N	1	1	7	37	19						
Idaho	2	53	253	1,924	1,773	N	0	0	N	N	2	0	5	9	6						
Mont.	-	51	82	1,352	1,419	N	0	0	N	N	-	1	26	15	8						
Nev.	24	175	397	4,535	4,104	-	1	5	29	38	-	0	3	5	4						
N. Mex.	-	160	396	4,334	5,636	-	0	2	12	11	-	1	6	26	14						
Utah	-	102	209	2,802	2,652	-	1	4	33	39	-	0	3	4	6						
Wyo.	-	25	45	626	815	-	0	0	-	2	2	0	11	10	4						
PACIFIC	1,818	3,379	4,362	94,412	95,113	8	55	311	1,558	1,372	2	1	5	42	44						
Alaska	66	87	157	2,388	2,367	N	0	0	N	N	-	0	1	1	3						
Calif.	1,435	2,683	3,627	74,425	74,336	8	55	311	1,558	1,372	-	0	0	-	-						
Hawaii	-	106	129	2,871	3,193	N	0	0	N	N	-	0	1	-	2						
Oreg.	193	166	394	5,189	5,230	N	0	0	N	N	2	1	5	41	39						
Wash.	124	342	621	9,539	9,987	N	0	0	N	N	-	0	0	-	-						
Amer. Samoa	U	0	32	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	16	72	72	505	-	0	0	-	-	-	0	0	-	-						
P.R.	-	120	233	3,905	2,760	N	0	0	N	N	N	0	0	N	N						
V.I.	U	3	7	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


