
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending December 19, 2009 (WEEK 50)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2009
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008

tab delimited data:
test
UNITED STATES	43	98	239	4,712	5,180	21	32	122	1,664	1,772											
NEW ENGLAND	-	5	28	274	356	-	1	11	68	94											
Conn.	-	0	21	72	96	-	0	11	11	11											
Maine	-	0	2	18	26	-	0	1	6	2											
Mass.	-	2	10	120	167	-	0	4	35	60											
N.H.	-	0	4	35	27	-	0	2	11	11											
R.I.	-	0	2	11	27	-	0	1	1	10											
Vt.	-	0	3	18	13	-	0	1	4	-											
MID. ATLANTIC	7	18	43	934	1,026	5	4	33	230	222											
N.J.	-	2	7	124	184	-	0	4	38	70											
N.Y. (Upstate)	6	6	25	310	317	5	2	17	119	97											
N.Y. City	-	4	12	177	193	-	0	31	73	55											
Pa.	1	5	18	323	332	N	0	2	N	N											
E.N. CENTRAL	4	17	42	845	940	2	6	18	269	321											
Ill.	-	4	13	239	251	-	1	3	41	93											
Ind.	-	2	23	128	124	-	0	13	37	31											
Mich.	-	3	11	144	174	-	1	4	69	83											
Ohio	3	3	13	205	253	2	1	6	77	60											
Wis.	1	2	11	129	138	-	1	3	45	54											
W.N. CENTRAL	1	6	37	372	364	2	2	12	145	105											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	5	37	37	N	0	1	N	N											
Minn.	-	0	34	171	166	-	0	10	81	41											
Mo.	1	2	8	84	89	-	0	4	36	35											
Nebr.	-	1	3	42	39	2	0	2	16	9											
N. Dak.	-	0	4	17	10	-	0	3	5	9											
S. Dak.	-	0	3	21	23	-	0	2	7	11											
S. ATLANTIC	14	21	49	1,087	1,097	3	6	18	313	347											
Del.	-	0	1	11	9	-	0	0	-	-											
D.C.	-	0	3	13	14	N	0	0	N	N											
Fla.	6	5	12	270	258	2	1	6	72	67											
Ga.	2	5	13	251	252	-	1	6	82	100											
Md.	-	3	12	187	184	-	1	7	78	58											
N.C.	1	2	12	91	134	N	0	0	N	N											
S.C.	2	1	5	71	72	1	1	6	45	65											
Va.	3	3	9	155	135	-	0	4	23	44											
W. Va.	-	1	4	38	39	-	0	3	13	13											
E.S. CENTRAL	1	3	10	186	182	3	2	7	101	90											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	5	36	39	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	2	20	10											
Tenn.	1	3	9	150	143	3	1	6	81	80											
W.S. CENTRAL	9	8	79	421	490	1	5	46	275	286											
Ark.	1	0	3	20	11	-	0	4	26	15											
La.	-	0	3	11	18	-	0	3	13	13											
Okla.	3	2	20	127	113	-	1	7	55	66											
Tex.	5	5	59	263	348	1	3	34	181	192											
MOUNTAIN	7	10	22	435	555	5	4	16	232	259											
Ariz.	4	3	7	151	191	3	2	10	115	114											
Colo.	3	2	7	123	139	2	0	4	49	60											
Idaho	-	0	2	10	16	-	0	2	9	5											
Mont.	N	0	0	N	N	N	0	0	N	N											
Nev.	-	0	1	5	13	-	0	1	-	5											
N. Mex.	-	1	7	79	133	-	0	4	24	37											
Utah	-	1	6	66	55	-	0	5	35	36											
Wyo.	-	0	1	1	8	-	0	0	-	2											
PACIFIC	-	3	9	158	170	-	0	4	31	48											
Alaska	-	1	4	37	38	-	0	3	23	29											
Calif.	N	0	0	N	N	N	0	0	N	N											
Hawaii	-	2	8	121	132	-	0	2	8	19											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	0	-	30	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


