
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending March 19, 2011 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	92	274	382	1,550	2,855	-	2	10	10	9	1	27	98	54	71						
NEW ENGLAND	-	4	17	32	115	-	0	0	-	-	-	0	1	1	-						
Conn.	-	0	5	5	69	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	1	1	2	-	0	0	-	-	-	0	1	-	-						
Mass.	-	3	16	25	39	-	0	0	-	-	-	0	0	-	-						
N.H.	-	0	2	-	3	-	0	0	-	-	-	0	1	-	-						
R.I.	-	0	4	-	1	-	0	0	-	-	-	0	1	1	-						
Vt.	-	0	1	1	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	3	25	70	101	430	-	0	1	-	-	-	1	4	2	6						
N.J.	-	4	16	13	73	-	0	0	-	-	-	0	0	-	-						
N.Y. (Upstate)	3	3	15	25	35	-	0	1	-	-	-	0	3	-	-						
N.Y. City	-	5	14	45	72	-	0	1	-	-	-	0	4	2	6						
Pa.	-	10	55	18	250	-	0	0	-	-	-	0	3	-	-						
E.N. CENTRAL	2	24	45	107	632	-	0	1	-	-	-	1	10	2	1						
Ill.	-	8	20	29	462	-	0	1	-	-	-	0	5	-	-						
Ind.	-	1	4	9	8	-	0	1	-	-	-	0	5	-	1						
Mich.	-	5	10	22	42	-	0	0	-	-	-	0	1	1	-						
Ohio	2	5	18	47	57	-	0	0	-	-	-	0	2	1	-						
Wis.	-	2	21	-	63	-	0	0	-	-	-	0	1	-	-						
W.N. CENTRAL	3	23	81	87	584	-	0	4	-	-	-	4	21	8	4						
Iowa	-	1	4	4	13	-	0	0	-	-	-	0	1	1	-						
Kans.	-	5	13	20	38	-	0	1	-	-	-	0	0	-	-						
Minn.	-	0	3	-	8	-	0	0	-	-	-	0	0	-	-						
Mo.	2	16	66	59	518	-	0	4	-	-	-	4	20	7	4						
Nebr.	1	1	10	3	4	-	0	1	-	-	-	0	1	-	-						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	2	1	3	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	36	57	123	544	333	-	1	7	4	6	1	7	60	20	50						
Del.	-	0	2	-	25	-	0	0	-	1	-	0	3	1	3						
D.C.	-	0	4	5	4	-	0	1	-	-	-	0	0	-	-						
Fla.	26	26	55	350	115	-	0	1	1	-	-	0	2	4	-						
Ga.	5	15	26	86	110	-	0	6	1	2	-	0	0	-	-						
Md.	1	2	8	17	20	-	0	1	1	-	-	1	5	1	2						
N.C.	2	3	36	60	30	-	0	3	1	3	1	2	48	10	41						
S.C.	-	1	5	9	19	-	0	1	-	-	-	0	2	1	2						
Va.	2	2	8	17	10	-	0	2	-	-	-	2	12	3	2						
W. Va.	-	0	66	-	-	-	0	0	-	-	-	0	0	-	-						
E.S. CENTRAL	1	14	40	80	94	-	0	3	-	1	-	5	29	4	4						
Ala.	1	5	14	41	14	-	0	1	-	-	-	1	8	2	1						
Ky.	-	2	28	8	33	-	0	2	-	-	-	0	0	-	-						
Miss.	-	1	5	12	6	-	0	0	-	-	-	0	3	-	-						
Tenn.	-	4	14	19	41	-	0	2	-	1	-	4	20	2	3						
W.S. CENTRAL	20	54	144	252	348	-	0	4	-	1	-	2	43	1	5						
Ark.	-	1	6	4	10	-	0	2	-	-	-	1	29	-	1						
La.	-	6	13	21	29	-	0	0	-	-	-	0	1	-	-						
Okla.	3	4	13	20	48	-	0	3	-	-	-	0	11	-	-						
Tex.	17	43	127	207	261	-	0	1	-	1	-	0	3	1	4						
MOUNTAIN	16	15	32	137	126	-	0	5	6	-	-	0	7	16	1						
Ariz.	-	8	19	36	73	-	0	4	6	-	-	0	7	16	-						
Colo.	2	2	8	23	18	-	0	1	-	-	-	0	1	-	-						
Idaho	-	0	3	5	4	-	0	0	-	-	-	0	1	-	-						
Mont.	14	0	8	38	2	-	0	1	-	-	-	0	1	-	-						
Nev.	-	0	6	6	3	-	0	0	-	-	-	0	0	-	-						
N. Mex.	-	3	10	24	20	-	0	0	-	-	-	0	0	-	1						
Utah	-	1	4	5	6	-	0	0	-	-	-	0	1	-	-						
Wyo.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
PACIFIC	11	22	73	210	193	-	0	2	-	1	-	0	1	-	-						
Alaska	-	0	1	1	-	N	0	0	N	N	N	0	0	N	N						
Calif.	11	19	58	173	166	-	0	2	-	1	-	0	0	-	-						
