
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending April 9, 2005 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Tuberculosis cummulative for 2005
Tuberculosis cummulative for 2004
Typhoid Fever cummulative for 2005
Typhoid Fever cummulative for 2004
Varicella (Chicken Pox) cummulative for 2005
Varicella (Chicken Pox) cummulative for 2004
West Nile virus disease § Neuroinvasive cummulative for 2005
West Nile virus disease § Neuroinvasive cummulative for 2004
West Nile virus disease § Non-neuroinvasive † cummulative for 2005

tab delimited data:
test
UNITED STATES	1,936	2,825	40	64	6,268	5,960	-	-	-												
NEW ENGLAND	68	79	1	7	99	251	-	-	-												
Maine	5	3	-	-	80	43	-	-	-												
N.H.	3	1	-	-	-	-	-	-	-												
Vt.	-	-	-	-	18	208	-	-	-												
Mass.	46	43	-	6	1	-	-	-	-												
R.I.	2	13	-	1	-	-	-	-	-												
Conn.	12	19	1	-	-	-	-	-	-												
MID. ATLANTIC	465	451	13	17	1,319	18	-	-	-												
Upstate N.Y.	47	54	2	-	-	-	-	-	-												
N.Y. City	238	233	1	7	-	-	-	-	-												
N.J.	113	104	3	7	-	-	-	-	-												
Pa.	67	60	7	3	1,319	18	-	-	-												
E.N. CENTRAL	335	298	1	3	2,179	2,317	-	-	-												
Ohio	59	47	-	1	501	604	-	-	-												
Ind.	62	78	-	-	N	N	-	-	-												
Ill.	155	118	-	-	7	-	-	-	-												
Mich.	41	35	-	2	1,511	1,469	-	-	-												
Wis.	18	20	1	-	160	244	-	-	-												
W.N. CENTRAL	104	86	1	2	63	92	-	-	-												
Minn.	41	31	1	1	-	-	-	-	-												
Iowa	11	9	-	-	N	N	-	-	-												
Mo.	33	27	-	1	2	2	-	-	-												
N. Dak.	1	2	-	-	9	66	-	-	-												
S. Dak.	4	2	-	-	52	24	-	-	-												
Nebr.	3	6	-	-	-	-	-	-	-												
Kans.	11	9	-	-	-	-	-	-	N												
S. ATLANTIC	374	563	7	8	578	655	-	-	-												
Del.	-	7	-	-	1	2	-	-	-												
Md.	54	47	1	2	-	-	-	-	-												
D.C.	21	6	-	-	5	9	-	-	-												
Va.	59	31	-	2	67	147	-	-	-												
W. Va.	8	6	-	-	419	383	-	-	N												
N.C.	44	53	1	2	-	N	-	-	-												
S.C.	44	35	-	-	86	114	-	-	-												
Ga.	16	179	2	-	-	-	-	-	-												
Fla.	128	199	3	2	-	-	-	-	-												
E.S. CENTRAL	111	128	1	1	-	-	-	-	-												
Ky.	27	15	1	-	N	N	-	-	-												
Tenn.	62	42	-	1	-	-	-	-	-												
Ala.	22	38	-	-	-	-	-	-	-												
Miss.	-	33	-	-	-	-	-	-	-												
W.S. CENTRAL	55	505	3	7	1,021	1,734	-	-	-												
Ark.	22	36	-	-	-	-	-	-	-												
La.	-	-	-	-	54	33	-	-	-												
Okla.	33	37	-	-	-	-	-	-	-												
Tex.	-	432	3	7	967	1,701	-	-	-												
MOUNTAIN	46	117	2	2	1,009	893	-	-	-												
Mont.	-	-	-	-	-	-	-	-	-												
Idaho	-	-	-	-	-	-	-	-	-												
Wyo.	-	-	-	-	38	14	-	-	-												
Colo.	8	28	-	-	701	646	-	-	-												
N. Mex.	1	9	-	-	48	27	-	-	-												
Ariz.	34	45	1	1	-	-	-	-	-												
Utah	3	14	1	1	222	206	-	-	-												
Nev.	-	21	-	-	-	-	-	-	-												
PACIFIC	378	598	11	17	-	-	-	-	-												
Wash.	62	52	-	1	N	N	-	-	-												
Oreg.	21	21	1	-	-	-	-	-	-												
Calif.	254	489	6	11	-	-	-	-	-												
Alaska	9	8	-	-	-	-	-	-	-												
Hawaii	32	28	4	5	-	-	-	-	-												
Guam	-	13	-	-	-	21	-	-	-												
P.R.	-	14	-	-	65	93	-	-	-												
V.I.	-	-	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	-												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).

§ Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious Diseases 
(ArboNet Surveillance).

† Not previously notifiable.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


