
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending September 14, 1996 (WEEK 37)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1996
AIDS § cummulative for 1995
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1996
Escherichia coli O157:H7 PHLIS cummulative for 1996
Gonorrhea cummulative for 1996
Gonorrhea cummulative for 1995
Hepatitis C/NA,NB cummulative for 1996
Hepatitis C/NA,NB cummulative for 1995
Legionellosis cummulative for 1996
Legionellosis cummulative for 1995

tab delimited data:
test
UNITED STATES	45,416	50,257	257,673	1,722	908	200,026	277,220	2,361	2,795	597	842										
NEW ENGLAND	1,849	2,388	12,017	243	55	5,067	5,354	81	95	34	21										
Maine	31	75	635	20	-	38	66	-	-	2	5										
N.H.	58	75	397	28	30	80	81	7	12	2	1										
Vt.	14	21	U	16	15	42	44	28	9	3	-										
Mass.	873	999	4,796	121	10	1,573	1,881	40	69	18	12										
R.I.	123	179	1,387	10	-	369	364	6	5	9	3										
Conn.	750	1,039	4,802	48	-	2,965	2,918	-	-	N	N										
MID. ATLANTIC	12,627	13,055	31,096	150	38	23,096	31,484	205	324	149	140										
Upstate N.Y.	1,672	1,707	N	106	12	4,393	6,730	161	158	53	38										
N.Y. City	7,052	6,555	15,097	8	-	7,762	12,543	1	1	5	4										
N.J.	2,402	3,090	3,286	36	5	3,649	3,163	-	134	9	21										
Pa.	1,501	1,703	12,713	N	21	7,292	9,048	43	31	82	77										
E.N. CENTRAL	3,616	3,791	44,210	422	284	30,113	55,251	328	226	156	252										
Ohio	810	808	13,640	108	57	10,058	17,258	25	8	67	119										
Ind.	462	379	7,080	62	39	4,589	6,448	7	2	34	58										
Ill.	1,579	1,521	17,415	179	84	12,555	14,099	52	67	9	22										
Mich.	570	816	U	73	56	U	12,691	244	149	33	23										
Wis.	195	267	6,075	N	48	2,911	4,755	-	-	13	30										
W.N. CENTRAL	1,060	1,179	20,020	383	197	8,827	14,479	90	63	33	55										
Minn.	189	242	2,702	163	115	U	2,176	1	2	3	2										
Iowa	69	68	2,866	86	55	741	1,090	40	12	9	17										
Mo.	541	559	8,767	47	-	5,865	8,159	31	17	6	13										
N. Dak.	10	4	2	12	13	-	21	-	5	-	3										
S. Dak.	9	14	721	13	-	102	141	-	1	2	1										
Nebr.	74	80	1,801	33	3	670	855	5	14	10	12										
Kans.	168	212	3,161	29	11	1,449	2,037	13	12	3	7										
S. ATLANTIC	11,216	12,603	38,190	93	51	67,754	76,530	182	171	101	138										
Del.	215	239	1,148	-	1	1,039	1,565	-	-	10	2										
Md.	1,324	1,621	4,812	N	7	10,018	9,108	1	7	20	24										
D.C.	799	740	N	-	-	3,144	3,161	-	-	8	4										
Va.	795	961	7,881	N	22	6,550	7,845	10	10	13	18										
W. Va.	83	83	1	N	2	365	497	9	41	1	3										
N.C.	603	712	U	23	12	12,727	16,888	34	45	7	30										
S.C.	586	673	-	8	7	8,038	8,668	21	16	4	28										
Ga.	1,651	1,639	7,990	27	-	13,243	14,193	U	15	3	14										
Fla.	5,160	5,935	16,358	25	-	12,630	14,605	107	37	35	15										
E.S. CENTRAL	1,563	1,614	21,070	40	37	22,499	28,900	424	756	36	48										
Ky.	272	196	4,709	8	4	2,982	3,368	21	24	3	9										
Tenn.	580	665	9,309	18	30	8,198	9,810	323	730	18	23										
Ala.	431	410	5,969	9	3	9,530	12,007	4	2	3	6										
Miss.	280	343	U	5	-	1,789	3,715	76	U	12	10										
W.S. CENTRAL	4,562	4,589	30,539	38	10	22,697	38,836	331	211	18	17										
Ark.	186	209	-	11	3	2,489	3,736	7	5	2	5										
La.	1,046	713	4,962	5	4	5,336	8,035	142	131	1	2										
Okla.	189	206	5,463	8	1	3,497	3,887	69	34	5	4										
Tex.	3,141	3,461	20,114	14	2	11,375	23,178	113	41	10	6										
MOUNTAIN	1,325	1,515	11,688	140	68	5,127	6,760	418	334	29	89										
Mont.	23	16	-	14	-	24	51	14	11	1	4										
Idaho	29	37	1,106	27	10	80	107	92	43	-	2										
Wyo.	3	12	410	8	2	25	39	134	133	3	8										
Colo.	362	493	-	53	31	1,077	2,093	40	51	7	33										
N. Mex.	118	123	2,705	8	-	576	754	54	39	1	4										
Ariz.	370	392	4,768	N	17	2,589	2,608	53	32	13	9										
Utah	127	111	1,108	19	-	213	173	22	10	2	12										
Nev.	293	331	1,591	11	8	543	935	9	15	2	17										
PACIFIC	7,597	9,523	48,843	213	168	14,846	19,626	302	615	41	82										
Wash.	508	664	6,588	65	71	1,437	1,885	41	156	5	19										
Oreg.	339	324	U	62	36	412	560	6	33	-	-										
Calif.	6,594	8,292	36,799	83	52	12,446	16,278	106	394	32	58										
Alaska	23	53	832	3	2	296	479	3	1	1	-										
Hawaii	133	190	872	N	7	255	424	146	31	3	5										
Guam	4	-	168	N	-	31	81	1	5	2	1										
P.R.	1,524	1,828	N	13	U	210	426	77	170	-	-										
V.I.	17	27	N	N	U	-	-	-	-	-	-										
Amer. Samoa	-	-	-	N	U	-	19	-	-	-	-										
C.N.M.I.	1	-	N	N	U	11	45	-	5	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1995 and 1996 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


