
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending April 9, 2011 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2011
Shigellosis cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2010
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2010

tab delimited data:
test
UNITED STATES	105	274	500	2,002	3,464	1	2	10	15	12	1	28	99	65	98						
NEW ENGLAND	-	4	17	50	131	-	0	0	-	-	-	0	1	1	1						
Conn.	-	0	8	8	69	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	3	5	3	-	0	0	-	-	-	0	1	-	1						
Mass.	-	3	16	36	51	-	0	0	-	-	-	0	0	-	-						
N.H.	-	0	2	-	3	-	0	0	-	-	-	0	1	-	-						
R.I.	-	0	4	-	4	-	0	0	-	-	-	0	1	1	-						
Vt.	-	0	1	1	1	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	2	23	70	124	494	-	0	1	1	-	-	1	4	3	7						
N.J.	-	4	16	17	84	-	0	0	-	-	-	0	0	-	-						
N.Y. (Upstate)	2	3	15	27	44	-	0	1	-	-	-	0	3	-	1						
N.Y. City	-	5	14	56	82	-	0	1	-	-	-	0	4	2	6						
Pa.	-	9	55	24	284	-	0	1	1	-	-	0	3	1	-						
E.N. CENTRAL	-	22	45	128	709	-	0	1	-	-	1	1	10	3	1						
Ill.	-	8	20	38	496	-	0	1	-	-	-	0	5	-	-						
Ind.	-	1	4	12	11	-	0	1	-	-	-	0	5	-	1						
Mich.	-	5	10	29	51	-	0	0	-	-	-	0	1	1	-						
Ohio	-	5	18	49	67	-	0	0	-	-	1	0	2	2	-						
Wis.	-	1	21	-	84	-	0	0	-	-	-	0	1	-	-						
W.N. CENTRAL	-	20	81	94	723	-	0	4	2	-	-	4	21	11	7						
Iowa	-	1	4	4	14	-	0	0	-	-	-	0	1	1	-						
Kans.	-	4	13	20	53	-	0	1	-	-	-	0	0	-	-						
Minn.	-	0	0	-	14	-	0	0	-	-	-	0	0	-	-						
Mo.	-	12	66	66	634	-	0	4	2	-	-	4	20	10	7						
Nebr.	-	1	10	3	5	-	0	1	-	-	-	0	1	-	-						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	2	1	3	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	57	59	123	712	437	1	1	7	6	9	-	7	60	22	63						
Del.	-	0	2	-	27	-	0	0	-	1	-	0	3	2	5						
D.C.	-	0	3	5	8	-	0	1	-	-	-	0	0	-	-						
Fla.	45	28	55	480	153	-	0	1	1	-	-	0	2	1	1						
Ga.	8	15	26	112	149	-	0	6	2	4	-	0	0	-	-						
Md.	3	2	8	21	24	-	0	1	1	1	-	0	5	1	6						
N.C.	-	3	36	61	34	-	0	3	1	3	-	2	48	12	47						
S.C.	-	1	5	11	24	1	0	1	1	-	-	0	2	1	2						
Va.	1	2	8	22	18	-	0	2	-	-	-	2	12	5	2						
W. Va.	-	0	66	-	-	-	0	0	-	-	-	0	0	-	-						
E.S. CENTRAL	4	14	40	108	128	-	0	3	-	1	-	5	29	6	11						
Ala.	3	5	14	46	19	-	0	1	-	-	-	1	8	4	2						
Ky.	-	2	28	10	42	-	0	2	-	-	-	0	0	-	-						
Miss.	1	1	6	23	10	-	0	0	-	-	-	0	3	-	-						
Tenn.	-	4	14	29	57	-	0	2	-	1	-	4	20	2	9						
W.S. CENTRAL	24	54	257	351	463	-	0	4	-	1	-	2	43	3	7						
Ark.	2	1	6	9	11	-	0	2	-	-	-	1	29	1	2						
La.	-	5	13	30	45	-	0	0	-	-	-	0	1	-	-						
Okla.	1	3	13	26	73	-	0	3	-	-	-	0	11	1	1						
Tex.	21	44	240	286	334	-	0	1	-	1	-	0	3	1	4						
MOUNTAIN	8	16	32	187	152	-	0	5	6	-	-	0	7	16	1						
Ariz.	1	8	19	42	85	-	0	4	6	-	-	0	7	16	-						
Colo.	-	2	8	24	19	-	0	1	-	-	-	0	1	-	-						
Idaho	-	0	3	6	4	-	0	0	-	-	-	0	1	-	-						
Mont.	7	0	15	71	3	-	0	1	-	-	-	0	1	-	-						
Nev.	-	0	6	6	5	-	0	0	-	-	-	0	0	-	-						
N. Mex.	-	3	10	32	27	-	0	0	-	-	-	0	0	-	1						
Utah	-	1	4	6	9	-	0	0	-	-	-	0	1	-	-						
Wyo.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
PACIFIC	10	22	73	248	227	-	0	2	-	1	-	0	1	-	-						
Alaska	-	0	1	1	-	N	0	0	N	N	N	0	0	N	N						
Calif.	9	19	58	201	188	-	0	2	-	1	-	0	0	-	-						
Hawaii	-	1	4	18	10	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	4	15	18	-	0	0	-	-	-	0	1	-	-						
Wash.	1	1	17	13	11	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	1	1	1	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	1	-	N	0	0	N	N	N	0	0	N	N						
P.R.	-	0	1	-	-	N	0	0	N	N	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

