
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending July 25, 2009 (WEEK 29)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	88	255	1,697	6,681	4,507	22	69	138	1,860	2,238	14	29	179	687	920						
NEW ENGLAND	-	16	33	246	525	6	8	15	182	203	-	0	2	4	3						
Conn.	-	0	4	13	32	-	3	10	80	99	-	0	0	-	-						
Maine	-	1	10	62	15	2	1	5	30	31	-	0	2	4	-						
Mass.	-	9	26	105	415	-	0	0	-	-	-	0	1	-	1						
N.H.	-	1	6	47	16	3	1	7	22	21	-	0	0	-	1						
R.I.	-	1	5	11	40	-	0	3	21	18	-	0	2	-	1						
Vt.	-	0	2	8	7	1	1	6	29	34	-	0	0	-	-						
MID. ATLANTIC	12	23	64	571	521	8	16	30	334	481	-	2	29	33	68						
N.J.	-	3	12	80	112	-	0	0	-	-	-	0	6	-	48						
N.Y. (Upstate)	2	6	41	107	171	8	8	20	216	252	-	0	29	4	8						
N.Y. City	-	0	21	48	47	-	0	2	-	11	-	0	4	19	6						
Pa.	10	11	33	336	191	-	6	17	118	218	-	0	2	10	6						
E.N. CENTRAL	39	48	238	1,402	777	4	2	28	87	93	-	1	15	33	63						
Ill.	-	14	45	251	112	3	1	20	35	33	-	1	10	19	48						
Ind.	-	3	158	127	25	-	0	6	6	2	-	0	3	1	1						
Mich.	3	10	21	317	112	1	1	9	27	35	-	0	1	4	2						
Ohio	35	18	57	636	467	-	0	7	19	23	-	0	3	9	12						
Wis.	1	4	10	71	61	N	0	0	N	N	-	0	0	-	-						
W.N. CENTRAL	10	32	872	1,000	386	2	5	17	140	153	4	3	26	90	224						
Iowa	-	5	21	98	63	-	0	5	9	12	-	0	1	2	5						
Kans.	-	3	12	109	31	-	1	6	50	43	-	0	1	1	-						
Minn.	-	0	808	165	110	-	0	11	29	26	-	0	0	-	-						
Mo.	8	15	51	511	132	2	1	8	21	21	4	3	24	81	212						
Nebr.	2	4	32	92	37	-	0	2	-	23	-	0	4	6	4						
N. Dak.	-	0	24	14	1	-	0	9	4	15	-	0	1	-	-						
S. Dak.	-	0	10	11	12	-	0	4	27	13	-	0	0	-	3						
S. ATLANTIC	17	26	71	886	427	1	25	111	850	1,013	5	15	54	302	279						
Del.	-	0	3	8	6	-	0	0	-	-	-	0	3	5	17						
D.C.	-	0	2	-	1	-	0	0	-	-	-	0	1	-	5						
Fla.	12	8	32	298	120	-	0	95	95	138	1	0	3	5	5						
Ga.	-	3	11	106	42	-	5	71	225	219	-	1	5	21	42						
Md.	1	3	10	59	55	-	6	13	166	255	-	1	7	26	34						
N.C.	-	0	65	199	77	N	2	4	N	N	1	9	36	195	106						
S.C.	2	3	16	117	60	-	0	0	-	-	1	0	9	13	16						
Va.	2	4	24	91	60	-	10	24	297	341	2	2	15	35	48						
W. Va.	-	0	2	8	6	1	1	6	67	60	-	0	1	2	6						
E.S. CENTRAL	4	13	33	405	161	1	2	7	64	100	5	4	19	129	149						
Ala.	2	3	19	154	23	-	0	0	-	-	3	1	7	27	36						
Ky.	-	5	15	119	32	1	1	4	30	20	-	0	0	-	1						
Miss.	-	1	4	24	67	-	0	2	-	2	-	0	1	5	7						
Tenn.	2	3	14	108	39	-	2	6	34	78	2	3	17	97	105						
W.S. CENTRAL	4	54	389	1,254	603	-	0	7	31	61	-	2	161	79	114						
Ark.	-	4	38	118	46	-	0	5	23	34	-	0	61	28	13						
La.	-	2	7	62	34	-	0	0	-	-	-	0	2	2	3						
Okla.	-	0	45	17	19	-	0	6	7	25	-	0	98	38	80						
Tex.	4	44	304	1,057	504	-	0	1	1	2	-	1	6	11	18						
MOUNTAIN	2	16	31	453	495	-	2	9	51	37	-	1	3	15	18						
Ariz.	1	3	8	100	139	N	0	0	N	N	-	0	2	3	6						
Colo.	1	5	12	160	83	-	0	0	-	-	-	0	1	-	-						
Idaho	-	1	5	42	21	-	0	2	-	4	-	0	1	-	-						
Mont.	-	0	4	9	62	-	0	4	14	3	-	0	2	7	3						
Nev.	-	0	3	7	21	-	0	5	2	3	-	0	2	1	-						
N. Mex.	-	1	10	30	28	-	0	2	15	18	-	0	1	1	2						
Utah	-	4	19	104	132	-	0	6	3	2	-	0	1	1	2						
Wyo.	-	0	2	1	9	-	0	4	17	7	-	0	2	2	5						
PACIFIC	-	22	98	464	612	-	5	13	121	97	-	0	1	2	2						
Alaska	-	4	21	56	60	-	0	4	18	12	N	0	0	N	N						
Calif.	-	6	19	117	301	-	4	12	101	82	-	0	1	2	-						
Hawaii	-	0	3	17	6	-	0	0	-	-	N	0	0	N	N						
Oreg.	-	3	14	125	93	-	0	2	2	3	-	0	1	-	2						
Wash.	-	6	76	149	152	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	1	-	-	1	3	22	37	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


