
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending November 14, 2009 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	108	278	1,697	11,927	8,883	16	64	140	3,247	3,791	7	25	179	1,289	2,144						
NEW ENGLAND	-	12	27	522	889	2	6	24	303	373	-	0	2	10	6						
Conn.	-	0	4	37	51	-	2	22	132	183	-	0	0	-	-						
Maine	-	1	10	74	37	-	1	4	48	51	-	0	2	5	1						
Mass.	-	7	19	307	684	-	0	0	-	-	-	0	1	4	1						
N.H.	-	1	7	66	31	-	0	7	28	44	-	0	0	-	1						
R.I.	-	0	7	28	74	-	1	6	42	31	-	0	0	-	3						
Vt.	-	0	1	10	12	2	1	4	53	64	-	0	1	1	-						
MID. ATLANTIC	22	22	64	979	999	6	11	23	539	837	-	1	29	64	119						
N.J.	-	3	12	151	189	-	0	0	-	-	-	0	2	-	79						
N.Y. (Upstate)	10	5	41	210	378	6	7	22	400	455	-	0	29	12	14						
N.Y. City	3	0	21	79	65	-	0	3	21	18	-	0	4	30	11						
Pa.	9	12	33	539	367	-	0	17	118	364	-	0	2	22	15						
E.N. CENTRAL	12	61	238	2,591	1,471	-	2	19	214	249	1	1	6	86	144						
Ill.	-	13	45	545	360	-	1	9	86	103	-	1	6	48	106						
Ind.	-	5	158	257	87	-	0	6	21	10	-	0	3	13	6						
Mich.	2	11	39	691	239	-	1	6	62	76	-	0	2	6	3						
Ohio	9	21	57	968	631	-	0	5	45	60	1	0	4	18	29						
Wis.	1	3	12	130	154	N	0	0	N	N	-	0	1	1	-						
W.N. CENTRAL	11	34	872	1,502	1,007	3	6	18	317	284	-	3	27	313	426						
Iowa	-	5	14	175	178	-	0	3	24	27	-	0	2	5	8						
Kans.	-	4	9	142	66	-	1	6	60	59	-	0	1	2	-						
Minn.	-	0	808	165	217	3	0	11	60	60	-	0	1	2	-						
Mo.	1	20	51	829	320	-	1	5	65	60	-	3	26	292	395						
Nebr.	1	3	24	135	162	-	1	6	77	32	-	0	2	12	20						
N. Dak.	9	0	24	26	1	-	0	9	4	25	-	0	1	-	-						
S. Dak.	-	0	6	30	63	-	0	4	27	21	-	0	0	-	3						
S. ATLANTIC	15	32	71	1,435	823	1	24	111	1,422	1,500	4	9	40	422	820						
Del.	-	0	2	13	16	-	0	0	-	-	-	0	3	16	31						
D.C.	-	0	2	3	4	-	0	0	-	-	-	0	0	-	6						
Fla.	7	10	32	485	248	-	0	95	143	138	1	0	2	8	13						
Ga.	-	3	11	180	91	-	0	72	346	347	-	0	7	43	77						
Md.	-	2	8	110	133	-	7	15	342	389	-	1	3	34	82						
N.C.	-	0	65	223	79	N	2	4	N	N	3	4	36	249	414						
S.C.	3	4	18	221	107	-	0	0	-	-	-	0	5	18	52						
Va.	5	3	24	172	134	-	10	26	485	554	-	1	8	50	137						
W. Va.	-	0	5	28	11	1	3	6	106	72	-	0	1	4	8						
E.S. CENTRAL	6	14	33	669	337	-	1	6	83	171	1	4	16	246	321						
Ala.	1	4	19	258	48	-	0	0	-	-	-	1	7	59	88						
Ky.	1	4	15	201	112	-	1	4	45	43	-	0	1	1	1						
Miss.	-	1	4	50	95	-	0	1	4	7	-	0	1	7	10						
Tenn.	4	3	14	160	82	-	0	4	34	121	1	3	14	179	222						
W.S. CENTRAL	36	64	389	2,581	1,416	-	0	13	66	82	1	1	161	126	262						
Ark.	-	6	38	251	100	-	0	10	33	44	-	0	61	58	50						
La.	-	2	8	90	77	-	0	0	-	-	-	0	1	2	6						
Okla.	32	0	45	74	32	-	0	13	32	36	1	0	98	53	158						
Tex.	4	52	304	2,166	1,207	-	0	1	1	2	-	0	6	13	48						
MOUNTAIN	5	18	32	763	732	1	1	6	83	101	-	0	3	21	43						
Ariz.	-	3	10	173	204	N	0	0	N	N	-	0	1	5	16						
Colo.	5	5	12	220	131	-	0	0	-	-	-	0	1	1	1						
Idaho	-	1	5	65	28	-	0	0	-	11	-	0	1	1	1						
Mont.	-	0	6	52	78	-	0	4	25	12	-	0	2	8	3						
Nev.	-	0	6	24	26	-	0	1	6	12	-	0	1	1	3						
N. Mex.	-	1	10	55	60	1	0	2	22	28	-	0	1	1	4						
Utah	-	4	19	154	188	-	0	1	9	14	-	0	1	1	5						
Wyo.	-	0	5	20	17	-	0	4	21	24	-	0	1	3	10						
PACIFIC	1	23	67	885	1,209	3	4	12	220	194	-	0	1	1	3						
Alaska	-	1	21	37	205	-	0	2	11	13	N	0	0	N	N						
Calif.	-	7	22	351	466	3	4	12	194	169	-	0	1	1	-						
Hawaii	-	0	3	25	13	-	0	0	-	-	N	0	0	N	N						
Oreg.	1	3	17	228	158	-	0	3	15	12	-	0	0	-	3						
Wash.	-	6	58	244	367	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	1	-	-	1	3	38	55	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


