
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending October 16, 1999 (WEEK 41)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1999
AIDS § cummulative for 1998
Chlamydia† cummulative for 1999
Chlamydia† cummulative for 1998
Cryptosporidiosis cummulative for 1999
Cryptosporidiosis cummulative for 1998
Escherichia coli O157:H7 NETSS cummulative for 1999
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1999
Escherichia coli O157:H7 PHLIS cummulative for 1998

tab delimited data:
test
UNITED STATES	34,088	35,254	447,781	463,162	1,733	3,137	2,573	2,381	1,672	1,874											
NEW ENGLAND	1,698	1,354	15,816	16,053	119	135	270	282	232	238											
Maine	54	24	738	783	23	28	34	33	-	-											
N.H.	36	25	750	785	17	14	28	42	29	42											
Vt.	13	17	376	328	32	22	28	18	15	17											
Mass.	1,116	684	7,248	6,590	44	64	155	130	115	135											
R.I.	77	98	1,814	1,807	3	7	25	11	6	1											
Conn.	402	506	4,890	5,760	-	-	U	48	67	43											
MID. ATLANTIC	8,684	9,591	50,205	48,082	264	476	214	259	60	81											
Upstate N.Y.	952	1,103	N	N	123	285	165	186	-	-											
N.Y. City	4,588	5,419	21,963	20,800	109	170	7	12	15	12											
N.J.	1,619	1,753	8,087	9,266	22	21	42	61	32	48											
Pa.	1,525	1,316	20,155	18,016	10	N	N	N	13	21											
E.N. CENTRAL	2,280	2,565	63,857	78,115	392	623	538	382	396	315											
Ohio	345	549	18,521	20,951	47	60	185	100	157	59											
Ind.	258	412	8,038	8,676	33	50	74	81	46	46											
Ill.	1,108	986	21,533	21,146	17	74	178	101	81	73											
Mich.	456	466	15,765	16,435	42	34	101	100	68	62											
Wis.	113	152	U	10,907	253	405	N	N	44	75											
W.N. CENTRAL	770	661	26,244	27,435	179	243	508	402	303	361											
Minn.	138	135	5,396	5,539	67	79	200	175	152	193											
Iowa	69	58	3,154	3,492	51	61	102	81	57	51											
Mo.	370	310	9,298	9,986	24	20	41	41	55	57											
N. Dak.	6	4	325	804	16	27	16	10	14	15											
S. Dak.	14	13	1,244	1,205	6	19	38	25	13	32											
Nebr.	60	60	2,601	2,137	14	31	90	42	-	-											
Kans.	113	81	4,226	4,272	1	6	21	28	12	13											
S. ATLANTIC	9,423	9,157	94,346	88,965	316	280	271	194	139	151											
Del.	129	112	1,968	2,020	-	3	6	-	3	2											
Md.	1,113	1,300	7,963	5,835	14	18	26	35	2	14											
D.C.	412	690	N	N	8	21	-	1	U	U											
Va.	608	687	10,964	11,053	21	20	63	N	48	50											
W. Va.	53	68	1,204	1,891	3	1	10	8	6	8											
N.C.	629	637	17,832	17,443	19	N	59	46	46	45											
S.C.	797	598	9,850	13,656	-	-	19	11	14	8											
Ga.	1,382	979	21,374	18,476	115	90	28	62	-	-											
Fla.	4,300	4,086	23,191	18,591	136	127	60	31	20	24											
E.S. CENTRAL	1,536	1,440	36,177	32,073	24	22	103	103	53	59											
Ky.	214	221	5,917	4,991	6	10	34	32	-	-											
Tenn.	588	519	11,088	10,698	6	7	43	45	33	38											
Ala.	405	395	10,137	7,901	10	N	21	21	16	18											
Miss.	329	305	9,035	8,483	2	5	5	5	4	3											
W.S. CENTRAL	3,524	4,187	66,528	70,392	66	869	89	81	94	90											
Ark.	132	159	4,690	3,079	1	6	12	10	8	10											
La.	663	705	10,879	11,554	22	14	9	4	13	6											
Okla.	101	238	6,121	7,794	9	N	20	13	17	7											
Tex.	2,628	3,085	44,838	47,965	34	849	48	54	56	67											
MOUNTAIN	1,343	1,230	25,008	25,778	84	118	247	309	134	216											
Mont.	8	23	1,195	1,041	10	10	20	15	-	5											
Idaho	19	19	1,355	1,577	7	17	39	36	8	23											
Wyo.	10	1	609	536	1	2	14	52	5	55											
Colo.	235	230	4,845	6,381	11	16	90	68	75	53											
N. Mex.	74	178	2,943	2,793	38	46	10	17	5	18											
Ariz.	697	501	9,889	9,183	10	18	28	41	19	26											
Utah	116	101	1,714	1,660	N	N	32	65	20	21											
Nev.	184	177	2,458	2,607	7	9	14	15	2	15											
PACIFIC	4,830	5,069	69,600	76,269	289	371	333	369	261	363											
Wash.	285	331	9,353	8,731	N	N	131	80	119	108											
Oreg.	151	138	4,959	4,315	86	63	65	95	61	91											
Calif.	4,319	4,452	51,549	59,728	203	305	128	190	71	150											
Alaska	13	17	1,497	1,489	-	-	1	4	1	-											
Hawaii	62	131	2,242	2,006	-	3	8	-	9	14											
Guam	5	-	302	327	-	-	N	N	U	U											
P.R.	1,013	1,244	U	U	-	N	5	5	U	U											
V.I.	25	24	U	U	U	U	U	U	U	U											
Amer. Samoa	-	-	U	U	U	U	U	U	U	U											
C.N.M.I.	-	-	U	U	U	U	U	U	U	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1999 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


