
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending May 12, 2007 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2007
Giardiasis cummulative for 2006
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2007
Gonorrhea cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes† current week
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2007
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2006

tab delimited data:
test
UNITED STATES	143	312	1,058	4,509	5,331	3,465	6,863	8,970	108,394	123,856	25	44	148	852	839						
NEW ENGLAND	2	18	45	183	387	88	110	260	1,899	1,943	3	2	12	31	52						
Conn.	-	5	25	70	94	34	43	204	644	713	3	0	6	20	11						
Maine	1	4	14	49	30	4	2	8	35	44	-	0	4	6	5						
Mass.	-	0	18	-	182	41	47	96	966	900	-	0	7	-	27						
N.H.	1	0	9	3	2	4	2	8	57	88	-	0	3	4	2						
R.I.	-	0	17	22	27	5	10	19	179	177	-	0	3	1	2						
Vt.	-	3	12	39	52	-	1	5	18	21	-	0	2	-	5						
MID. ATLANTIC	27	63	122	811	1,078	710	682	1,546	13,533	11,905	4	10	26	193	178						
N.J.	-	7	17	36	168	-	102	155	1,483	1,950	-	1	5	17	32						
N.Y. (Upstate)	15	25	101	306	319	108	122	1,035	2,196	2,150	3	3	14	56	45						
N.Y. City	2	16	32	263	349	71	176	376	3,429	3,735	-	2	6	38	36						
Pa.	10	14	35	206	242	531	244	435	6,425	4,070	1	3	10	82	65						
E.N. CENTRAL	21	43	97	643	891	573	1,298	2,530	23,879	24,670	1	6	14	90	137						
Ill.	-	9	27	103	198	146	356	485	5,705	7,437	-	1	5	11	38						
Ind.	N	0	0	N	N	141	154	292	3,104	3,262	-	1	10	17	22						
Mich.	7	13	38	217	244	128	307	880	5,587	4,057	-	0	5	12	18						
Ohio	14	15	32	238	273	101	327	1,557	7,154	7,303	1	2	6	49	32						
Wis.	-	9	27	85	176	57	133	181	2,329	2,611	-	1	4	1	27						
W.N. CENTRAL	9	22	539	302	524	50	385	516	5,363	6,782	5	3	23	53	40						
Iowa	-	5	16	63	83	13	40	63	695	647	-	0	1	-	-						
Kans.	1	3	11	40	58	16	43	87	820	839	-	0	2	4	8						
Minn.	-	0	514	12	165	-	66	87	900	1,109	1	1	17	19	16						
Mo.	2	9	28	131	149	-	195	269	2,354	3,575	3	1	5	23	13						
Nebr.	6	2	9	32	33	14	27	57	467	452	1	0	2	6	3						
N. Dak.	-	0	4	4	6	1	2	6	24	40	-	0	2	1	-						
S. Dak.	-	1	6	20	30	6	6	15	103	120	-	0	0	-	-						
S. ATLANTIC	33	53	98	847	779	673	1,598	3,277	20,151	29,738	6	11	28	236	209						
Del.	-	1	4	9	8	24	28	44	513	534	-	0	3	5	1						
D.C.	5	1	7	28	21	28	37	63	823	665	-	0	2	2	1						
Fla.	20	24	44	401	317	-	431	549	1,564	7,937	3	3	8	75	71						
Ga.	-	12	26	162	187	-	348	2,063	3,159	5,615	-	2	6	53	47						
Md.	5	4	12	80	49	67	129	180	1,848	2,604	1	2	5	42	30						
N.C.	-	0	0	-	-	423	321	676	5,650	6,171	2	0	9	29	15						
S.C.	1	2	8	24	38	-	171	1,026	4,163	3,679	-	1	4	22	18						
Va.	2	9	28	133	151	123	123	238	2,182	2,251	-	0	7	1	17						
W. Va.	-	0	21	10	8	8	18	44	249	282	-	0	6	7	9						
E.S. CENTRAL	6	9	34	160	127	392	582	879	10,139	10,989	1	2	9	46	53						
Ala.	1	4	22	82	62	-	189	271	2,559	4,118	-	0	3	10	11						
Ky.	N	0	0	N	N	51	48	268	957	1,218	-	0	1	2	4						
Miss.	N	0	0	N	N	159	158	434	3,027	2,271	-	0	1	-	4						
Tenn.	5	5	12	78	65	182	195	240	3,596	3,382	1	1	6	34	34						
W.S. CENTRAL	5	7	26	102	51	492	950	1,490	16,194	17,423	1	2	27	44	31						
Ark.	1	3	13	45	23	64	80	142	1,510	1,659	-	0	2	3	2						
La.	-	1	6	22	1	39	193	366	3,126	3,678	-	0	3	4	1						
Okla.	4	2	13	35	27	50	103	237	1,853	1,416	1	1	25	34	26						
Tex.	N	0	0	N	N	339	566	938	9,705	10,670	-	0	2	3	2						
MOUNTAIN	17	30	69	437	473	113	281	456	3,760	5,195	4	4	14	115	99						
Ariz.	4	3	11	63	42	10	104	220	1,328	1,771	2	2	9	53	37						
Colo.	8	9	26	136	166	46	69	93	792	1,323	1	1	4	22	30						
