
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending April 14, 2012 (WEEK 15)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2012
Syphillis, primary & secondary cummulative for 2011

tab delimited data:
test
UNITED STATES	114	276	567	4,718	6,318	5	21	45	297	444	73	267	308	3,144	3,940						
NEW ENGLAND	3	13	28	206	339	1	1	4	12	18	3	7	23	119	129						
Conn.	-	6	13	102	164	-	0	2	3	5	-	0	12	9	27						
Maine	-	2	8	33	42	-	0	1	1	2	-	0	2	5	4						
Mass.	-	0	3	9	15	-	0	2	4	8	1	5	10	73	76						
N.H.	3	1	6	30	44	1	0	1	4	-	2	0	2	12	9						
R.I.	-	1	5	12	52	-	0	1	-	1	-	0	7	19	9						
Vt.	-	1	6	20	22	-	0	2	-	2	-	0	2	1	4						
MID. ATLANTIC	23	32	71	764	643	1	2	11	34	52	8	29	45	360	492						
N.J.	-	11	26	167	316	-	0	3	8	24	-	3	11	24	61						
N.Y. (Upstate)	19	2	37	366	29	1	1	10	18	17	8	4	12	53	50						
N.Y. City	4	12	25	231	298	-	0	6	8	11	-	14	24	170	264						
Pa.	N	0	0	N	N	N	0	0	N	N	-	7	17	113	117						
E.N. CENTRAL	27	61	101	979	1,290	1	3	10	51	67	1	33	49	262	542						
Ill.	N	0	0	N	N	-	0	0	-	-	1	15	26	86	251						
Ind.	-	12	33	155	339	-	0	2	5	16	-	3	8	53	46						
Mich.	-	13	25	205	268	-	0	2	11	15	-	5	12	40	86						
Ohio	23	26	46	467	508	-	1	7	23	28	-	7	15	69	142						
Wis.	4	8	22	152	175	1	0	2	12	8	-	1	6	14	17						
W.N. CENTRAL	1	13	34	170	220	-	1	3	10	18	-	4	13	5	110						
Iowa	N	0	0	N	N	N	0	0	N	N	-	0	3	4	7						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	4	-	5						
Minn.	-	10	26	112	170	-	1	3	6	14	-	2	8	-	45						
Mo.	N	0	0	N	N	-	0	0	-	-	-	1	8	-	49						
Nebr.	1	2	8	58	50	-	0	2	4	4	-	0	2	1	4						
N. Dak.	-	0	25	-	-	-	0	1	-	-	-	0	1	-	-						
S. Dak.	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	40	62	143	1,152	1,662	1	5	15	75	119	38	67	103	886	969						
Del.	-	1	5	16	27	-	0	0	-	-	-	0	6	19	4						
D.C.	-	0	5	2	23	-	0	1	1	3	5	3	9	57	53						
Fla.	23	21	48	391	636	1	2	8	27	56	4	25	36	340	348						
Ga.	11	19	36	355	430	-	1	6	25	30	8	12	64	144	154						
Md.	3	8	22	125	258	-	1	5	10	15	1	8	17	93	136						
N.C.	N	0	0	N	N	N	0	0	N	N	5	7	21	108	134						
S.C.	1	7	18	148	221	-	0	2	4	13	5	4	11	63	76						
Va.	N	0	0	N	N	-	0	0	-	-	10	4	13	62	64						
W. Va.	2	3	48	115	67	-	0	4	8	2	-	0	2	-	-						
E.S. CENTRAL	6	23	48	369	507	-	2	5	21	34	-	15	33	161	207						
Ala.	N	0	0	N	N	N	0	0	N	N	-	4	10	33	61						
Ky.	3	4	11	83	96	-	0	3	3	11	-	2	8	27	30						
Miss.	N	0	0	N	N	-	0	0	-	-	-	3	22	48	40						
Tenn.	3	18	45	286	411	-	1	4	18	23	-	5	11	53	76						
