
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending March 9, 2002 (WEEK 10)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis cummulative for 2002
Shigellosis cummulative for 2001
Streptococcal Disease, Invasive, Group A cummulative for 2002
Streptococcal Disease, Invasive, Group A cummulative for 2001
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2002
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2001
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2002
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2001

tab delimited data:
test
UNITED STATES	2,086	2,374	692	806	448	638	13	28													
NEW ENGLAND	42	32	29	31	1	2	1	-													
Maine	2	-	6	5	-	-	-	-													
N.H.	2	-	12	4	-	-	-	-													
Vt.	-	-	1	5	1	2	1	-													
Mass.	34	26	10	17	-	-	-	-													
R.I.	-	-	-	-	-	-	-	-													
Conn.	4	6	-	-	-	-	-	-													
MID. ATLANTIC	98	313	116	151	21	35	2	25													
Upstate N.Y.	20	80	60	49	21	34	2	25													
N.Y. City	60	90	30	56	U	U	-	-													
N.J.	-	86	17	40	-	-	-	-													
Pa.	18	57	9	6	-	1	-	-													
E.N. CENTRAL	288	350	103	196	25	37	5	3													
Ohio	167	77	39	49	-	-	1	-													
Ind.	11	51	5	-	25	37	4	3													
Ill.	62	119	1	69	-	-	-	-													
Mich.	32	66	58	65	-	-	-	-													
Wis.	16	37	-	13	-	-	-	-													
W.N. CENTRAL	178	254	31	53	59	8	4	-													
Minn.	22	113	4	-	24	-	4	-													
Iowa	13	35	-	-	-	-	-	-													
Mo.	30	56	14	25	1	1	-	-													
N. Dak.	-	8	-	2	-	1	-	-													
S. Dak.	95	3	3	2	1	-	-	-													
Nebr.	-	14	-	5	-	3	-	-													
Kans.	18	25	10	19	33	3	-	-													
S. ATLANTIC	884	331	158	144	290	433	1	-													
Del.	3	2	-	1	3	-	-	-													
Md.	99	21	19	12	-	-	-	-													
D.C.	7	9	3	-	4	2	1	-													
Va.	188	15	11	32	-	-	-	-													
W. Va.	2	3	-	3	6	10	-	-													
N.C.	49	82	38	22	-	-	-	-													
S.C.	10	14	8	1	41	59	-	-													
Ga.	373	89	49	42	100	155	-	-													
Fla.	153	96	30	31	136	207	-	-													
E.S. CENTRAL	131	164	27	22	38	86	-	-													
Ky.	29	56	4	9	3	9	-	-													
Tenn.	14	19	23	13	35	76	-	-													
Ala.	50	36	-	-	-	1	-	-													
Miss.	38	53	-	-	-	-	-	-													
W.S. CENTRAL	66	417	12	100	2	26	-	-													
Ark.	23	64	-	-	2	8	-	-													
La.	4	44	-	-	-	18	-	-													
Okla.	38	1	11	14	-	-	-	-													
Tex.	1	308	1	86	-	-	-	-													
MOUNTAIN	83	130	100	81	12	10	-	-													
Mont.	-	-	-	-	-	-	-	-													
Idaho	2	5	1	1	-	-	-	-													
Wyo.	1	-	3	1	6	-	-	-													
Colo.	21	27	65	49	-	-	-	-													
N. Mex.	11	27	31	24	6	10	-	-													
Ariz.	34	59	-	5	-	-	-	-													
Utah	7	4	-	1	-	-	-	-													
Nev.	7	8	-	-	-	-	-	-													
PACIFIC	316	383	116	28	-	1	-	-													
Wash.	11	37	16	-	-	-	-	-													
Oreg.	27	3	-	-	-	-	-	-													
Calif.	265	334	85	16	-	-	-	-													
Alaska	1	1	-	-	-	-	-	-													
Hawaii	12	8	15	12	-	1	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	6	-	-	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	-	-	U	U													
C.N.M.I.	-	U	-	U	-	-	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


