
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending January 10, 2009 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2009
Syphillis, primary & secondary cummulative for 2008

tab delimited data:
test
UNITED STATES	64	54	105	64	89	4	8	23	4	10	97	238	300	97	164						
NEW ENGLAND	1	1	48	1	2	-	0	5	-	-	3	5	14	3	4						
Conn.	-	0	48	-	-	-	0	5	-	-	-	0	3	-	-						
Maine	-	0	2	-	1	-	0	1	-	-	-	0	2	-	-						
Mass.	-	0	0	-	-	-	0	0	-	-	3	4	11	3	2						
N.H.	-	0	0	-	-	-	0	0	-	-	-	0	2	-	1						
R.I.	-	0	2	-	-	-	0	1	-	-	-	0	5	-	1						
Vt.	1	0	2	1	1	-	0	1	-	-	-	0	2	-	-						
MID. ATLANTIC	-	4	13	-	7	-	0	2	-	-	4	33	53	4	21						
N.J.	-	0	0	-	-	-	0	0	-	-	-	4	10	-	1						
N.Y. (Upstate)	-	1	4	-	-	-	0	1	-	-	-	3	7	-	-						
N.Y. City	-	1	6	-	1	-	0	0	-	-	-	20	36	-	17						
Pa.	-	1	9	-	6	-	0	2	-	-	4	5	12	4	3						
E.N. CENTRAL	18	12	41	18	25	1	2	7	1	3	17	22	37	17	33						
Ill.	-	0	10	-	16	-	0	2	-	3	1	7	17	1	13						
Ind.	-	2	31	-	-	-	0	5	-	-	1	3	10	1	1						
Mich.	1	0	3	1	1	-	0	1	-	-	4	2	21	4	10						
Ohio	17	7	17	17	8	1	1	4	1	-	10	6	15	10	8						
Wis.	-	0	0	-	-	-	0	0	-	-	1	1	4	1	1						
W.N. CENTRAL	3	2	9	3	10	-	0	2	-	1	-	8	14	-	7						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	2	-	-						
Kans.	-	1	5	-	5	-	0	1	-	1	-	0	5	-	-						
Minn.	-	0	0	-	-	-	0	0	-	-	-	2	5	-	1						
Mo.	3	1	8	3	5	-	0	1	-	-	-	4	10	-	6						
Nebr.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
S. Dak.	-	0	1	-	-	-	0	1	-	-	-	0	1	-	-						
S. ATLANTIC	30	21	53	30	35	2	3	13	2	4	47	52	104	47	12						
Del.	-	0	1	-	-	-	0	0	-	-	-	0	4	-	-						
D.C.	-	0	3	-	-	-	0	1	-	-	8	2	9	8	-						
Fla.	23	13	30	23	20	2	3	12	2	2	13	19	37	13	9						
Ga.	6	6	23	6	12	-	1	5	-	2	-	12	33	-	1						
Md.	1	0	2	1	-	-	0	1	-	-	4	6	14	4	1						
N.C.	N	0	0	N	N	N	0	0	N	N	18	5	19	18	-						
S.C.	-	0	0	-	-	-	0	0	-	-	1	2	6	1	-						
Va.	N	0	0	N	N	N	0	0	N	N	3	5	16	3	1						
W. Va.	-	1	9	-	3	-	0	2	-	-	-	0	1	-	-						
E.S. CENTRAL	10	5	19	10	8	1	1	4	1	-	13	21	37	13	16						
Ala.	N	0	0	N	N	N	0	0	N	N	-	8	17	-	7						
Ky.	5	1	6	5	3	1	0	2	1	-	1	1	10	1	3						
Miss.	-	0	2	-	-	-	0	1	-	-	-	3	19	-	-						
Tenn.	5	3	17	5	5	-	1	3	-	-	12	8	19	12	6						
W.S. CENTRAL	2	2	7	2	2	-	0	2	-	2	5	41	63	5	31						
Ark.	2	0	4	2	-	-	0	1	-	-	5	2	19	5	1						
