
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending February 25, 2012 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2012
Syphillis, primary & secondary cummulative for 2011

tab delimited data:
test
UNITED STATES	199	261	506	2,251	3,208	15	21	43	160	188	56	267	305	1,283	1,988						
NEW ENGLAND	-	12	31	85	176	-	1	4	6	7	8	7	23	45	59						
Conn.	-	6	20	45	82	-	0	3	2	1	-	0	12	-	6						
Maine	-	2	8	17	27	-	0	1	1	1	-	0	2	-	2						
Mass.	-	0	3	5	7	-	0	2	2	3	2	5	10	30	37						
N.H.	-	1	8	10	23	-	0	1	1	-	-	0	3	4	3						
R.I.	-	1	5	-	31	-	0	1	-	1	6	0	7	11	9						
Vt.	-	1	6	8	6	-	0	2	-	1	-	0	2	-	2						
MID. ATLANTIC	33	29	62	349	363	-	2	11	19	18	7	29	48	145	242						
N.J.	-	13	29	75	179	-	1	4	8	10	-	4	11	5	30						
N.Y. (Upstate)	31	2	33	179	15	-	1	10	8	8	1	4	9	15	20						
N.Y. City	2	12	23	95	169	-	0	9	3	-	1	14	24	62	140						
Pa.	N	0	0	N	N	N	0	0	N	N	5	7	17	63	52						
E.N. CENTRAL	39	63	122	471	626	6	3	10	27	32	1	31	48	87	254						
Ill.	N	0	0	N	N	-	0	0	-	-	-	13	24	30	100						
Ind.	1	13	36	67	156	-	1	4	3	6	1	3	8	24	28						
Mich.	4	14	26	106	122	1	1	2	7	9	-	5	12	9	41						
Ohio	34	27	43	235	258	5	1	7	12	13	-	7	17	22	74						
Wis.	-	8	23	63	90	-	0	2	5	4	-	1	6	2	11						
W.N. CENTRAL	1	3	28	30	32	-	0	2	1	2	-	6	13	3	64						
Iowa	N	0	0	N	N	N	0	0	N	N	-	0	3	2	3						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	4	-	2						
Minn.	-	0	0	-	-	-	0	0	-	-	-	2	8	-	30						
Mo.	N	0	0	N	N	-	0	0	-	-	-	2	8	-	26						
Nebr.	1	2	5	30	32	-	0	2	1	2	-	0	2	1	3						
N. Dak.	-	0	25	-	-	-	0	1	-	-	-	0	1	-	-						
S. Dak.	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	63	65	143	616	926	3	6	15	49	56	28	67	85	408	475						
Del.	1	0	5	7	19	-	0	0	-	-	-	0	4	7	3						
D.C.	-	0	5	1	13	-	0	1	1	1	1	3	8	29	34						
Fla.	23	21	55	223	384	2	2	8	17	27	2	24	36	139	189						
Ga.	17	19	38	191	251	1	1	6	18	18	7	12	42	67	51						
Md.	10	9	29	65	140	-	1	3	3	7	4	8	20	34	53						
N.C.	N	0	0	N	N	N	0	0	N	N	11	8	21	66	67						
S.C.	12	8	22	91	119	-	0	3	4	3	1	4	11	36	46						
Va.	N	0	0	N	N	-	0	0	-	-	2	4	13	30	32						
W. Va.	-	1	48	38	-	-	0	4	6	-	-	0	2	-	-						
E.S. CENTRAL	16	23	45	198	276	-	2	4	9	19	8	15	31	70	109						
Ala.	N	0	0	N	N	N	0	0	N	N	-	4	10	16	37						
Ky.	4	4	12	41	48	-	0	3	-	5	3	2	8	13	17						
Miss.	N	0	0	N	N	-	0	0	-	-	5	3	22	25	19						
Tenn.	12	19	42	157	228	-	1	4	9	14	-	5	11	16	36						
W.S. CENTRAL	28	31	139	254	350	4	3	10	24	24	2	38	51	244	237						
Ark.	5	4	14	37	49	3	0	3	5	5	1	4	15	47	24						
La.	1	2	14	33	62	-	0	2	2	3	-	7	25	17	40						
Okla.	N	0	0	N	N	-	0	0	-	-	1	1	6	7	7						
Tex.	22	24	125	184	239	1	3	10	17	16	-	23	39	173	166						
MOUNTAIN	19	26	72	231	422	2	2	8	18	28	1	12	20	29	98						
Ariz.	15	12	45	158	221	2	1	5	12	12	-	5	11	8	32						
Colo.	-	8	23	31	95	-	0	4	2	4	-	2	6	9	21						
Idaho	N	0	0	N	N	-	0	0	-	-	1	0	4	3	3						
Mont.	N	0	0	N	N	N	0	0	N	N	-	0	1	-	4						
Nev.	N	0	0	N	N	N	0	0	N	N	-	2	9	2	24						
N. Mex.	4	4	12	38	58	-	0	2	4	4	-	1	4	4	10						
Utah	-	1	7	-	43	-	0	1	-	8	-	0	2	3	4						
Wyo.	-	0	3	4	5	-	0	0	-	-	-	0	0	-	-						
PACIFIC	-	2	9	17	37	-	0	2	7	2	1	55	74	252	450						
Alaska	-	2	9	17	36	-	0	2	7	2	-	0	2	2	-						
Calif.	N	0	0	N	N	N	0	0	N	N	-	45	62	203	361						
Hawaii	-	0	1	-	1	-	0	1	-	-	-	0	3	-	-						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	4	14	24	29						
Wash.	N	0	0	N	N	N	0	0	N	N	1	5	12	23	60						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	5	5	15	33	30						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


