
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending February 17, 2007 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A† current week
Hepatitis (Viral Acute), Type A† previous 52 weeks median 
Hepatitis (Viral Acute), Type A† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A† cummulative for 2007
Hepatitis (Viral Acute), Type A† cummulative for 2006
Hepatitis (Viral Acute), Type B† current week
Hepatitis (Viral Acute), Type B† previous 52 weeks median 
Hepatitis (Viral Acute), Type B† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B† cummulative for 2007
Hepatitis (Viral Acute), Type B† cummulative for 2006
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2007
Legionellosis cummulative for 2006

tab delimited data:
test
UNITED STATES	20	62	117	181	525	23	84	202	311	485	25	48	107	159	164						
NEW ENGLAND	1	2	20	2	40	2	1	6	4	29	1	1	12	2	10						
Conn.	1	1	2	1	3	-	0	2	-	14	1	0	9	1	2						
Maine	-	0	2	-	1	-	0	2	-	3	-	0	2	-	1						
Mass.	-	0	4	-	26	-	0	3	-	9	-	0	4	-	6						
N.H.	-	0	16	1	7	-	0	1	-	3	-	0	1	-	-						
R.I.	-	0	2	-	1	2	0	4	4	-	-	0	6	-	-						
Vt.	-	0	2	-	2	-	0	1	-	-	-	0	2	1	1						
MID. ATLANTIC	1	7	19	25	46	2	8	17	31	69	3	15	53	33	49						
N.J.	-	1	5	3	14	-	2	6	3	25	-	1	11	3	10						
N.Y. (Upstate)	-	1	11	6	5	1	1	8	6	3	1	6	30	8	7						
N.Y. City	1	2	11	10	16	-	2	6	3	16	-	2	18	2	13						
Pa.	-	1	5	6	11	1	3	7	19	25	2	5	19	20	19						
E.N. CENTRAL	5	6	13	22	40	4	8	16	49	48	7	8	26	39	29						
Ill.	-	1	4	2	9	-	1	7	-	8	-	0	2	-	7						
Ind.	-	0	9	-	3	1	0	9	1	-	-	0	5	2	1						
Mich.	2	2	8	12	14	3	3	8	22	24	1	3	10	14	7						
Ohio	3	1	4	8	11	-	2	10	23	14	6	4	19	23	8						
Wis.	-	1	4	-	3	-	0	3	3	2	-	0	3	-	6						
W.N. CENTRAL	1	2	8	8	20	-	3	9	14	14	-	1	15	8	4						
Iowa	-	0	1	1	-	-	0	2	2	3	-	0	3	1	-						
Kans.	-	0	5	-	13	-	0	2	-	3	-	0	2	-	-						
Minn.	-	0	7	-	-	-	0	5	-	-	-	0	11	1	-						
Mo.	-	1	3	4	4	-	1	6	9	8	-	0	2	5	4						
Nebr.	-	0	2	1	1	-	0	3	2	-	-	0	2	1	-						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
S. Dak.	1	0	3	2	2	-	0	1	1	-	-	0	1	-	-						
S. ATLANTIC	6	9	29	51	82	10	23	42	107	137	11	9	23	51	40						
Del.	-	0	2	-	1	-	1	4	3	4	-	0	2	1	1						
D.C.	-	0	5	5	1	-	0	2	-	1	-	0	5	-	-						
Fla.	3	3	13	23	26	6	8	16	44	55	6	3	10	21	18						
Ga.	1	1	5	11	4	1	3	8	12	15	5	1	3	8	1						
Md.	1	1	6	3	15	-	2	7	12	30	-	2	8	12	14						
N.C.	-	0	20	1	28	-	0	23	16	19	-	0	5	3	3						
S.C.	-	0	3	2	4	-	2	5	5	7	-	0	2	2	-						
Va.	1	1	7	6	3	1	2	4	12	4	-	1	5	3	3						
W. Va.	-	0	3	-	-	2	0	7	3	2	-	0	4	1	-						
E.S. CENTRAL	-	2	8	6	13	3	7	22	20	47	-	2	9	6	6						
Ala.	-	0	3	1	-	-	2	13	9	16	-	0	2	1	1						
Ky.	-	0	5	2	2	-	1	5	1	13	-	0	5	3	1						
Miss.	-	0	1	1	-	-	0	4	-	4	-	0	2	-	-						
Tenn.	-	1	5	2	11	3	3	7	10	14	-	1	7	2	4						
W.S. CENTRAL	-	6	20	2	24	1	18	102	31	60	-	1	12	2	2						
Ark.	-	0	9	-	2	-	1	4	4	7	-	0	1	-	1						
La.	-	0	4	2	1	-	0	5	2	3	-	0	2	-	-						
Okla.	-	0	3	-	1	-	0	14	1	-	-	0	6	-	-						
Tex.	-	4	15	-	20	1	14	83	24	50	-	0	12	2	1						
MOUNTAIN	5	5	12	29	53	1	3	8	12	28	3	2	9	14	7						
Ariz.	4	3	9	25	34	-	0	2	-	7	1	1	4	3	-						
Colo.	1	1	3	3	7	-	0	4	2	7	-	0	2	2	2						
Idaho	-	0	2	-	3	-	0	2	1	4	1	0	3	1	1						
Mont.	-	0	3	-	1	-	0	0	-	-	-	0	1	-	-						
Nev.	-	0	1	1	3	-	0	4	5	6	-	0	2	2	3						
N. Mex.	-	0	2	-	3	-	0	2	3	3	-	0	1	2	-						
Utah	-	0	2	-	2	1	0	5	1	1	1	1	6	4	1						
Wyo.	-	0	1	-	-	-	0	1	-	-	-	0	0	-	-						
PACIFIC	1	15	53	36	207	-	11	24	43	53	-	1	6	4	17						
Alaska	-	0	0	-	-	-	0	3	2	-	-	0	0	-	-						
Calif.	-	13	48	30	193	-	8	17	28	42	-	1	6	4	17						
Hawaii	-	0	2	-	5	-	0	1	-	-	-	0	0	-	-						
Oreg.	1	1	4	5	6	-	1	5	11	10	-	0	0	-	-						
Wash.	-	0	4	1	3	-	1	8	2	1	-	0	0	-	-						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	1	9	4	6	-	1	9	3	2	-	0	4	-	-						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Data for Hepatitis C viral, acute are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


