
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending December 20, 2008 (WEEK 51)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2008
Pertussis cummulative for 2007
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2008
Rabies, animal cummulative for 2007
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2008
Rocky Mountain Spotted Fever cummulative for 2007

tab delimited data:
test
UNITED STATES	158	181	849	9,239	9,605	19	102	164	4,816	5,870	18	41	195	2,238	2,026						
NEW ENGLAND	1	12	49	608	1,503	9	7	20	361	513	-	0	2	4	10						
Conn.	-	0	4	34	88	7	4	17	199	212	-	0	0	-	-						
Maine	1	0	5	45	81	2	1	5	60	86	N	0	0	N	N						
Mass.	-	9	32	420	1,161	N	0	0	N	N	-	0	1	1	9						
N.H.	-	0	4	38	80	-	0	3	35	53	-	0	1	1	1						
R.I.	-	1	25	59	34	N	0	0	N	N	-	0	2	2	-						
Vt.	-	0	4	12	59	-	1	6	67	162	-	0	0	-	-						
MID. ATLANTIC	37	18	43	1,011	1,271	3	28	63	1,528	988	-	1	5	80	84						
N.J.	-	1	9	54	220	-	0	0	-	-	-	0	2	12	32						
N.Y. (Upstate)	7	7	24	420	526	3	9	20	492	507	-	0	2	17	6						
N.Y. City	-	0	5	46	148	-	0	2	19	44	-	0	2	24	28						
Pa.	30	9	25	491	377	-	18	48	1,017	437	-	0	2	27	18						
E.N. CENTRAL	46	29	189	1,724	1,473	-	3	28	247	411	-	1	15	147	59						
Ill.	-	6	32	437	196	-	1	21	103	113	-	1	10	102	39						
Ind.	9	1	15	112	56	-	0	2	10	12	-	0	3	8	5						
Mich.	3	5	14	281	290	-	1	8	73	202	-	0	1	3	4						
Ohio	34	9	176	782	604	-	1	7	61	84	-	0	4	33	10						
Wis.	-	2	7	112	327	N	0	0	N	N	-	0	1	1	1						
W.N. CENTRAL	26	17	142	1,194	767	-	4	12	195	264	1	4	32	453	364						
Iowa	-	1	12	104	149	-	0	5	29	31	-	0	2	7	17						
Kans.	-	1	13	66	104	-	0	7	-	107	-	0	0	-	12						
Minn.	-	2	131	224	262	-	0	10	65	39	-	0	4	-	2						
Mo.	13	5	49	485	115	-	1	8	65	38	1	3	31	423	314						
Nebr.	13	2	35	271	69	-	0	0	-	-	-	0	4	20	14						
N. Dak.	-	0	5	1	9	-	0	8	24	22	-	0	0	-	-						
S. Dak.	-	0	5	43	59	-	0	2	12	27	-	0	1	3	5						
S. ATLANTIC	19	16	50	883	928	7	36	101	1,962	2,153	13	12	71	908	987						
