
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending January 22, 2011 (WEEK 03)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2010
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2010
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2011
Syphillis, primary & secondary cummulative for 2010

tab delimited data:
test
UNITED STATES	176	270	535	867	1,034	15	39	84	55	142	53	244	319	266	631						
NEW ENGLAND	1	9	99	5	29	-	1	14	-	4	1	9	20	11	19						
Conn.	-	0	91	-	-	-	0	12	-	-	-	1	8	-	-						
Maine	-	2	6	3	5	-	0	1	-	1	-	0	3	-	1						
Mass.	-	1	5	-	3	-	1	4	-	1	-	5	15	6	15						
N.H.	-	0	7	-	12	-	0	1	-	2	1	0	2	1	1						
R.I.	-	0	36	-	-	-	0	3	-	-	-	1	4	4	2						
Vt.	1	1	6	2	9	-	0	1	-	-	-	0	2	-	-						
MID. ATLANTIC	18	29	56	116	83	2	7	19	5	23	6	32	45	25	85						
N.J.	-	1	8	2	10	-	1	5	2	6	3	4	12	8	12						
N.Y. (Upstate)	4	3	9	5	12	2	2	8	2	6	-	2	10	5	1						
N.Y. City	6	12	32	63	25	-	2	14	-	3	-	18	31	-	52						
Pa.	8	10	22	46	36	-	1	5	1	8	3	7	16	12	20						
E.N. CENTRAL	29	59	99	167	242	2	6	18	8	30	-	27	48	6	94						
Ill.	-	2	7	-	5	-	2	5	-	5	-	7	26	-	51						
Ind.	-	10	24	7	40	-	1	6	-	7	-	3	14	1	-						
Mich.	1	12	27	26	51	-	1	6	-	7	-	4	12	3	20						
Ohio	25	25	45	111	115	2	2	6	5	5	-	9	19	1	20						
Wis.	3	7	22	23	31	-	0	4	3	6	-	1	3	1	3						
W.N. CENTRAL	6	10	61	22	29	3	1	12	4	5	-	6	18	8	12						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	3	-	1						
Kans.	1	2	7	5	3	-	0	2	-	-	-	0	3	-	-						
Minn.	-	0	46	-	-	-	0	8	-	-	-	2	9	5	1						
Mo.	4	2	10	8	11	3	0	4	3	2	-	3	9	3	10						
Nebr.	1	2	9	9	12	-	0	2	1	2	-	0	2	-	-						
N. Dak.	-	0	11	-	-	-	0	1	-	-	-	0	0	-	-						
S. Dak.	-	0	3	-	3	-	0	2	-	1	-	0	1	-	-						
S. ATLANTIC	59	62	144	294	281	2	9	27	23	37	12	56	103	75	117						
Del.	1	1	4	7	2	-	0	1	-	-	1	0	4	2	-						
D.C.	-	0	3	-	2	-	0	2	-	2	-	2	20	2	7						
Fla.	52	25	89	170	99	2	3	18	10	6	1	21	44	26	42						
Ga.	5	10	26	34	60	-	2	9	5	12	-	9	29	-	6						
Md.	-	9	31	49	49	-	1	6	4	3	-	6	15	11	4						
N.C.	-	0	0	-	-	-	0	0	-	-	1	6	22	16	36						
S.C.	1	8	23	30	58	-	1	4	-	8	2	3	7	7	10						
Va.	-	1	4	4	5	-	1	4	4	5	7	5	22	11	11						
W. Va.	-	2	9	-	6	-	0	4	-	1	-	0	2	-	1						
E.S. CENTRAL	11	24	48	64	115	2	2	7	7	10	8	16	39	15	30						
Ala.	-	0	0	-	-	-	0	0	-	-	3	5	11	7	14						
Ky.	2	3	16	15	8	-	0	2	2	2	4	2	12	4	3						
Miss.	-	1	8	1	7	-	0	2	-	1	1	4	16	1	1						
Tenn.	9	20	43	48	100	2	2	6	5	7	-	5	17	3	12						
W.S. CENTRAL	28	35	192	77	64	3	5	21	4	9	18	37	64	68	103						
Ark.	3	3	19	12	6	-	0	3	1	1	4	3	10	8	17						
La.	-	2	6	8	14	-	0	3	-	4	1	7	29	1	26						
Okla.	3	1	5	3	2	3	1	5	3	2	1	2	7	1	3						
Tex.	22	27	171	54	42	-	3	17	-	2	12	24	33	58	57						
MOUNTAIN	19	34	69	104	170	-	4	12	3	19	-	10	25	7	25						
Ariz.	7	13	38	53	98	-	2	7	2	12	-	3	8	2	6						
Colo.	12	11	22	38	38	-	1	4	1	2	-	2	8	-	10						
Idaho	-	0	2	1	-	-	0	2	-	-	-	0	2	-	1						
Mont.	-	0	2	-	1	-	0	1	-	-	-	0	2	-	-						
Nev.	-	1	4	1	8	-	0	1	-	2	-	2	9	4	3						
N. Mex.	-	3	10	9	10	-	0	4	-	-	-	1	4	1	3						
Utah	-	3	9	-	15	-	0	3	-	3	-	1	4	-	2						
Wyo.	-	0	15	2	-	-	0	1	-	-	-	0	0	-	-						
PACIFIC	5	5	18	18	21	1	0	7	1	5	8	44	63	51	146						
Alaska	-	2	9	5	12	-	0	5	-	3	-	0	1	-	-						
Calif.	5	3	17	13	9	1	0	5	1	2	5	38	52	43	123						
Hawaii	-	0	2	-	-	-	0	0	-	-	-	0	5	-	2						
Oreg.	-	0	0	-	-	-	0	0	-	-	1	1	7	1	4						
Wash.	-	0	0	-	-	-	0	0	-	-	2	4	11	7	17						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	-	3	15	2	8						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2010 and 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


