
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending August 5, 2000 (WEEK 31)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	724	753	6,545	9,762	3,985	4,101	1	34	-	12	46	64									
NEW ENGLAND	51	54	190	153	41	94	-	2	-	4	6	10									
Maine	1	5	11	5	5	1	-	-	-	-	-	-									
N.H.	10	10	17	9	11	9	-	2	-	1	3	1									
Vt.	4	4	7	3	6	2	-	-	-	3	3	-									
Mass.	23	22	71	59	6	32	-	-	-	-	-	7									
R.I.	1	1	15	11	13	22	-	-	-	-	-	-									
Conn.	12	12	69	66	-	28	-	-	-	-	-	2									
MID. ATLANTIC	120	134	636	712	567	536	-	8	-	1	9	5									
Upstate N.Y.	61	56	127	154	84	121	-	8	-	-	8	2									
N.Y. City	26	41	200	201	251	159	-	-	-	-	-	3									
N.J.	25	34	104	86	83	77	-	-	-	-	-	-									
Pa.	8	3	205	271	149	179	-	-	-	1	1	-									
E.N. CENTRAL	100	128	809	1,850	418	439	-	7	-	-	7	2									
Ohio	39	41	163	421	72	59	-	2	-	-	2	-									
Ind.	17	20	46	66	30	31	-	-	-	-	-	1									
Ill.	38	55	301	407	66	39	-	4	-	-	4	-									
Mich.	6	10	286	906	249	285	-	1	-	-	1	1									
Wis.	-	2	13	50	1	25	-	-	-	-	-	-									
W.N. CENTRAL	35	37	590	457	533	167	-	1	-	1	2	-									
Minn.	20	19	137	45	21	30	-	-	-	1	1	-									
Iowa	-	1	56	86	26	26	-	1	-	-	1	-									
Mo.	8	5	308	270	446	92	-	-	-	-	-	-									
N. Dak.	1	-	2	1	2	-	-	-	-	-	-	-									
S. Dak.	-	2	-	8	-	1	-	-	-	-	-	-									
Nebr.	4	4	20	36	22	14	-	-	-	-	-	-									
Kans.	2	6	67	11	16	4	-	-	-	-	-	-									
S. ATLANTIC	197	167	804	1,100	737	643	1	3	-	-	3	4									
Del.	-	-	-	2	-	1	-	-	-	-	-	-									
Md.	52	46	109	201	74	94	-	-	-	-	-	-									
D.C.	-	4	15	37	19	14	-	-	-	-	-	-									
Va.	29	13	91	99	93	58	-	2	-	-	2	3									
W. Va.	5	6	48	26	6	16	-	-	-	-	-	-									
N.C.	18	25	99	89	154	142	-	-	-	-	-	-									
S.C.	11	3	33	24	6	39	-	-	-	-	-	-									
Ga.	52	45	126	301	121	86	-	-	-	-	-	-									
Fla.	30	25	283	321	264	193	1	1	-	-	1	1									
E.S. CENTRAL	35	46	260	260	284	291	-	-	-	-	-	2									
Ky.	12	6	30	53	53	25	-	-	-	-	-	2									
Tenn.	16	24	96	106	129	146	-	-	-	-	-	-									
Ala.	6	14	40	38	34	55	-	-	-	-	-	-									
Miss.	1	2	94	63	68	65	-	-	-	-	-	-									
W.S. CENTRAL	38	46	1,070	1,899	397	678	-	-	-	-	-	6									
Ark.	1	2	97	28	65	47	-	-	-	-	-	-									
La.	7	11	28	136	51	119	-	-	-	-	-	-									
Okla.	28	29	174	347	92	90	-	-	-	-	-	-									
Tex.	2	4	771	1,388	189	422	-	-	-	-	-	6									
MOUNTAIN	73	64	548	820	302	382	-	11	-	1	12	1									
Mont.	-	1	3	14	3	16	U	-	U	-	-	-									
Idaho	3	1	19	29	6	21	-	-	-	-	-	-									
Wyo.	1	1	10	4	2	9	-	-	-	-	-	-									
Colo.	11	11	128	155	55	57	-	1	-	1	2	-									
N. Mex.	16	17	50	31	78	125	-	-	-	-	-	-									
Ariz.	34	28	267	473	117	96	-	-	-	-	-	1									
Utah	7	3	33	31	14	22	-	3	-	-	3	-									
Nev.	1	2	38	83	27	36	-	7	-	-	7	-									
PACIFIC	75	77	1,638	2,511	706	871	-	2	-	5	7	34									
Wash.	3	3	170	195	50	39	-	-	-	-	-	5									
Oreg.	19	26	130	163	61	66	-	-	-	-	-	12									
Calif.	27	39	1,326	2,133	582	743	-	1	-	3	4	16									
Alaska	6	5	9	5	7	13	-	1	-	-	1	-									
Hawaii	20	4	3	15	6	10	-	-	-	2	2	1									
Guam	-	-	-	1	-	2	-	-	-	-	-	1									
P.R.	1	2	71	198	79	141	-	-	-	-	-	-									
V.I.	-	U	-	U	-	U	U	-	U	-	-	U									
Amer. Samoa	-	U	-	U	-	U	U	-	U	-	-	U									
C.N.M.I.	-	U	-	U	-	U	U	-	U	-	-	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


