
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending April 20, 2002 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis cummulative for 2002
Legionellosis cummulative for 2001
Listeriosis cummulative for 2002
Listeriosis cummulative for 2001
Lyme Disease cummulative for 2002
Lyme Disease cummulative for 2001
Malaria cummulative for 2002
Malaria cummulative for 2001
Measles Total cummulative for 2002
Measles Total cummulative for 2001

tab delimited data:
test
UNITED STATES	175	256	101	134	1,192	1,286	274	339	4	60											
NEW ENGLAND	7	8	12	12	48	196	13	27	-	5											
Maine	1	-	2	-	-	-	1	1	-	-											
N.H.	1	2	2	-	16	2	4	2	-	-											
Vt.	-	3	-	-	1	1	-	-	-	1											
Mass.	3	2	5	7	28	79	3	11	-	3											
R.I.	-	-	1	-	3	-	-	1	-	-											
Conn.	2	1	2	5	-	114	5	12	-	1											
MID. ATLANTIC	36	60	17	27	962	849	66	87	-	8											
Upstate N.Y.	13	12	9	8	678	223	12	12	-	4											
N.Y. City	9	4	4	5	46	11	42	42	-	1											
N.J.	1	9	-	10	54	166	6	22	-	1											
Pa.	13	35	4	4	184	449	6	11	-	2											
E.N. CENTRAL	56	72	16	13	9	44	30	48	-	7											
Ohio	31	32	9	1	8	8	7	5	-	2											
Ind.	3	5	1	1	1	-	1	8	-	2											
Ill.	-	9	-	4	-	4	4	14	-	3											
Mich.	17	15	4	5	-	-	14	14	-	-											
Wis.	5	11	2	2	U	32	4	7	-	-											
W.N. CENTRAL	10	16	4	2	18	21	18	8	-	4											
Minn.	1	1	-	-	12	14	8	1	-	2											
Iowa	1	4	1	-	3	1	2	1	-	-											
Mo.	7	7	1	1	3	4	4	3	-	2											
N. Dak.	-	-	1	-	-	-	1	-	-	-											
S. Dak.	1	-	-	-	-	-	-	-	-	-											
Nebr.	-	3	-	-	-	-	-	1	-	-											
Kans.	-	1	1	1	-	2	3	2	-	-											
S. ATLANTIC	35	29	13	18	112	125	86	84	1	4											
Del.	3	-	-	-	5	12	1	1	-	-											
Md.	4	7	3	2	63	94	21	28	-	3											
D.C.	-	1	-	-	6	7	2	4	-	-											
Va.	2	4	1	3	3	8	7	13	-	-											
W. Va.	N	N	-	1	-	1	1	-	-	-											
N.C.	3	2	1	-	14	2	7	1	-	-											
S.C.	3	1	2	1	1	-	2	3	-	-											
Ga.	5	3	3	4	-	-	33	20	-	1											
Fla.	15	11	3	7	20	1	12	14	1	-											
E.S. CENTRAL	5	21	6	7	6	2	4	8	-	-											
Ky.	3	6	1	1	2	2	1	2	-	-											
Tenn.	-	8	2	3	1	-	1	3	-	-											
Ala.	2	3	3	3	3	-	1	3	-	-											
Miss.	-	4	-	-	-	-	1	-	-	-											
W.S. CENTRAL	1	5	3	13	2	28	2	4	-	1											
Ark.	-	-	-	1	-	-	-	1	-	-											
La.	-	2	-	-	1	2	2	1	-	-											
Okla.	1	1	3	-	-	-	-	1	-	-											
Tex.	-	2	-	12	1	26	-	1	-	1											
MOUNTAIN	13	14	9	10	6	1	10	18	-	1											
Mont.	1	-	-	-	-	-	-	2	-	-											
Idaho	-	-	-	-	1	-	-	1	-	1											
Wyo.	3	1	-	-	-	-	-	-	-	-											
Colo.	4	4	2	1	2	-	5	9	-	-											
N. Mex.	1	1	-	2	1	-	-	1	-	-											
Ariz.	-	6	5	2	1	-	2	1	-	-											
Utah	4	-	2	1	1	-	2	2	-	-											
Nev.	-	2	-	4	-	1	1	2	-	-											
PACIFIC	12	31	21	32	29	20	45	55	3	30											
Wash.	1	5	1	2	-	1	3	1	-	15											
Oreg.	N	N	2	3	1	2	1	3	-	3											
Calif.	11	22	18	27	28	17	38	47	3	10											
Alaska	-	1	-	-	-	-	1	1	-	-											
Hawaii	-	3	-	-	N	N	2	3	-	2											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	2	-	-	N	N	-	1	-	-											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


