
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending July 3, 1999 (WEEK 26)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis NETSS cummulative for 1999
Shigellosis NETSS cummulative for 1998
Shigellosis PHLIS cummulative for 1999
Shigellosis PHLIS cummulative for 1998
Syphilis (Primary and Secondary) cummulative for 1999
Syphilis (Primary and Secondary) cummulative for 1998
Tuberculosis cummulative for 1999
Tuberculosis cummulative for 1998

tab delimited data:
test
UNITED STATES	5,833	8,600	2,007	5,235	3,111	3,418	3,992	4,838													
NEW ENGLAND	150	211	126	185	30	37	187	224													
Maine	3	7	-	-	-	1	10	5													
N.H.	7	7	6	9	-	1	4	6													
Vt.	4	4	3	-	2	3	-	1													
Mass.	95	132	82	124	19	23	106	117													
R.I.	14	15	9	12	1	-	19	30													
Conn.	27	46	26	40	8	9	48	65													
MID. ATLANTIC	384	1,287	185	1,091	126	115	974	1,106													
Upstate N.Y.	113	245	31	77	17	18	138	151													
N.Y. City	98	419	81	453	57	25	609	655													
N.J.	103	392	73	382	16	54	227	300													
Pa.	70	231	-	179	36	18	U	U													
E.N. CENTRAL	832	1,268	334	642	606	505	428	603													
Ohio	256	283	14	67	47	76	U	U													
Ind.	54	87	11	24	178	91	U	U													
Ill.	312	665	218	528	268	211	252	376													
Mich.	162	123	73	4	113	89	137	173													
Wis.	48	110	18	19	U	38	39	54													
W.N. CENTRAL	514	450	311	196	52	77	241	195													
Minn.	84	79	83	84	5	5	95	66													
Iowa	7	33	9	27	5	-	26	2													
Mo.	361	57	201	39	34	59	84	82													
N. Dak.	2	4	-	3	-	-	2	3													
S. Dak.	8	22	4	18	-	1	3	14													
Nebr.	30	239	-	15	4	4	12	5													
Kans.	22	16	14	10	4	8	19	23													
S. ATLANTIC	1,106	1,678	239	535	1,013	1,319	815	833													
Del.	7	9	2	2	4	15	12	17													
Md.	59	98	15	30	201	369	U	U													
D.C.	30	11	-	-	42	49	24	58													
Va.	40	69	10	28	89	87	104	144													
W. Va.	5	7	2	5	2	2	23	24													
N.C.	113	142	54	83	243	370	209	204													
S.C.	55	78	18	31	125	161	124	161													
Ga.	105	453	34	135	156	139	319	225													
Fla.	692	811	104	221	151	127	U	U													
E.S. CENTRAL	626	426	217	252	573	591	284	405													
Ky.	113	77	-	38	46	59	82	95													
Tenn.	419	69	197	94	327	285	U	U													
Ala.	55	250	19	118	130	135	146	194													
Miss.	39	30	1	2	70	112	56	116													
W.S. CENTRAL	877	1,695	339	1,883	460	456	752	1,041													
Ark.	47	80	21	16	38	60	80	53													
La.	76	130	29	159	121	155	U	U													
Okla.	267	119	77	30	103	25	63	66													
Tex.	487	1,366	212	1,678	198	216	609	922													
MOUNTAIN	350	536	152	311	111	127	62	134													
Mont.	6	3	-	3	-	-	5	12													
Idaho	6	11	3	8	1	-	-	7													
Wyo.	2	1	1	-	-	1	1	2													
Colo.	52	66	37	49	1	8	U	U													
N. Mex.	40	129	13	53	-	18	23	31													
Ariz.	197	291	92	178	102	87	U	U													
Utah	26	16	-	13	2	3	18	33													
Nev.	21	19	6	7	5	10	15	49													
PACIFIC	994	1,049	104	140	140	191	249	297													
Wash.	52	57	51	58	39	12	82	124													
Oreg.	35	64	34	58	2	1	57	58													
Calif.	885	904	-	-	96	178	U	U													
Alaska	-	4	-	2	1	-	29	26													
Hawaii	22	20	19	22	2	-	81	89													
Guam	3	20	-	-	-	-	-	39													
P.R.	23	28	-	-	82	113	41	80													
V.I.	-	-	-	-	U	U	U	U													
Amer. Samoa	-	-	-	-	U	U	U	U													
C.N.M.I.	-	12	-	-	-	135	-	58													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


