
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending December 28, 1996 (WEEK 52)*

column labels in same order that data fields appears in each record below:
Reporting Area
Measles (Rubeola), Total cummulative for 1996
Measles (Rubeola), Total cummulative for 1995
Mumps current week
Mumps cummulative for 1996
Mumps cummulative for 1995
Pertussis current week
Pertussis cummulative for 1996
Pertussis cummulative for 1995
Rubella current week
Rubella cummulative for 1996
Rubella cummulative for 1995

tab delimited data:
test
UNITED STATES	488	309	12	658	906	174	6,467	5,137	-	210	128										
NEW ENGLAND	15	13	1	4	13	80	1,586	731	-	26	52										
Maine	-	-	-	-	4	-	23	47	-	-	-										
N.H.	-	-	1	1	1	4	180	70	-	-	1										
Vt.	2	-	-	-	-	3	241	81	-	2	-										
Mass.	12	5	-	2	3	65	1,066	492	-	20	11										
R.I.	-	6	-	1	1	8	40	7	-	-	-										
Conn.	1	2	U	-	4	U	36	34	U	4	40										
MID. ATLANTIC	28	14	2	91	134	48	786	469	-	13	16										
Upstate N.Y.	-	1	1	28	33	-	480	253	-	5	5										
N.Y. City	12	5	-	17	17	2	57	67	-	5	8										
N.J.	3	8	-	3	21	-	19	20	-	2	3										
Pa.	13	-	1	43	63	46	230	129	-	1	-										
E.N. CENTRAL	14	15	3	107	172	11	609	667	-	3	4										
Ohio	6	2	3	52	54	10	290	175	-	-	-										
Ind.	-	-	U	8	10	U	94	76	U	-	-										
Ill.	3	2	-	20	48	-	166	155	-	1	-										
Mich.	3	5	-	26	60	1	54	103	-	2	4										
Wis.	2	6	-	1	-	-	5	158	-	-	-										
W.N. CENTRAL	23	12	-	20	52	11	471	369	-	-	1										
Minn.	18	9	-	6	11	3	356	238	-	-	-										
Iowa	1	-	-	3	11	4	30	11	-	-	-										
Mo.	3	2	-	7	25	4	58	63	-	-	-										
N. Dak.	-	-	-	2	1	-	1	8	-	-	-										
S. Dak.	-	-	-	-	-	-	4	12	-	-	-										
Nebr.	-	-	-	-	4	-	15	14	-	-	-										
Kans.	1	1	-	2	-	-	7	23	-	-	1										
S. ATLANTIC	14	19	3	112	163	7	703	388	-	100	14										
Del.	1	-	U	-	-	U	27	10	U	-	-										
Md.	2	1	1	32	41	2	263	49	-	-	1										
D.C.	1	-	-	1	-	-	5	8	-	2	-										
Va.	3	-	-	16	28	-	99	31	-	2	-										
W. Va.	-	-	-	-	-	1	7	1	-	-	-										
N.C.	4	-	-	21	42	-	131	137	-	85	1										
S.C.	-	-	-	7	13	-	49	28	-	1	-										
Ga.	2	4	-	3	11	2	20	30	-	-	-										
Fla.	1	14	2	32	28	2	102	94	-	10	12										
E.S. CENTRAL	2	-	-	24	20	-	198	277	-	2	1										
Ky.	-	-	-	-	-	-	140	27	-	-	-										
Tenn.	2	-	U	3	5	U	21	209	U	-	1										
Ala.	-	-	-	6	5	-	28	38	-	2	-										
Miss.	-	-	-	15	10	-	9	3	N	N	N										
W.S. CENTRAL	28	34	-	46	66	-	127	342	-	3	8										
Ark.	-	2	-	1	7	-	10	59	-	-	-										
La.	-	18	-	18	15	-	11	22	-	1	-										
Okla.	-	-	-	1	1	-	19	44	-	-	-										
Tex.	28	14	-	26	43	-	87	217	-	2	8										
MOUNTAIN	158	70	-	22	33	11	473	743	-	7	5										
Mont.	-	-	-	-	1	-	36	9	-	-	-										
Idaho	1	2	-	-	4	5	115	116	-	2	-										
Wyo.	1	-	-	1	-	-	8	1	-	-	-										
Colo.	7	26	-	3	3	5	157	149	-	3	1										
N. Mex.	17	31	N	N	N	1	63	148	-	-	-										
Ariz.	8	10	-	1	2	-	29	164	-	1	3										
Utah	119	-	-	2	11	-	24	37	-	-	1										
Nev.	5	1	-	15	12	-	41	119	-	1	-										
PACIFIC	206	132	3	232	253	6	1,514	1,151	-	56	27										
Wash.	51	20	-	21	16	-	722	491	-	2	1										
Oreg.	11	1	-	-	-	-	35	67	-	1	-										
Calif.	46	109	2	178	211	6	724	531	-	50	21										
Alaska	63	-	-	3	12	-	4	1	-	-	-										
Hawaii	35	2	1	30	14	-	29	61	-	3	5										
Guam	-	-	U	5	4	U	1	2	U	-	1										
P.R.	8	3	-	1	3	-	1	3	-	-	-										
V.I.	-	-	U	-	3	U	-	-	U	-	-										
Amer. Samoa	-	-	U	-	-	U	-	-	U	-	-										
C.N.M.I.	-	-	U	-	1	U	-	-	U	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1996 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


