
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending September 16, 2006 (WEEK 37)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2006
Rabies, animal cummulative for 2005
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2006
Rocky Mountain Spotted Fever cummulative for 2005
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2006
Salmonellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	93	109	166	4,127	4,422	40	35	246	1,354	1,180	609	809	2,291	26,735	29,856						
NEW ENGLAND	7	12	25	473	533	-	0	2	2	7	13	33	331	1,433	1,633						
Conn.	4	3	14	139	140	-	0	0	-	-	-	0	323	323	338						
Maine	2	1	6	72	48	N	0	0	N	N	-	2	10	81	130						
Mass.	-	4	17	178	274	-	0	2	1	5	-	18	53	782	876						
N.H.	1	0	5	37	11	-	0	1	1	1	3	2	24	139	140						
R.I.	-	0	4	1	16	-	0	2	-	1	9	0	17	66	73						
Vt.	-	1	4	46	44	-	0	0	-	-	1	1	5	42	76						
MID. ATLANTIC	20	20	50	815	713	1	1	6	40	70	44	83	272	2,989	3,701						
N.J.	N	0	0	N	N	-	0	2	7	21	-	14	39	576	741						
N.Y. (Upstate)	20	11	20	400	394	-	0	1	2	1	30	22	233	809	845						
N.Y. City	-	0	3	-	20	-	0	1	6	6	2	16	44	507	866						
Pa.	-	9	35	415	299	1	1	3	25	42	12	29	67	1,097	1,249						
E.N. CENTRAL	3	2	17	132	155	-	0	5	26	37	23	101	189	3,526	4,264						
Ill.	1	0	7	41	42	-	0	1	1	11	-	26	45	854	1,428						
Ind.	-	0	2	10	10	-	0	1	5	-	-	12	67	568	446						
Mich.	-	1	5	39	33	-	0	1	2	5	4	17	32	672	696						
Ohio	2	0	9	42	70	-	0	4	17	19	19	23	56	872	966						
Wis.	N	0	0	N	N	-	0	1	1	2	-	15	28	560	728						
W.N. CENTRAL	5	4	20	222	261	3	2	13	136	128	16	43	107	1,725	1,830						
Iowa	1	0	7	48	-	-	0	1	4	5	1	7	21	305	294						
Kans.	-	1	5	58	64	-	0	1	1	5	1	7	16	251	268						
Minn.	-	1	6	35	57	-	0	1	2	2	-	10	60	467	408						
Mo.	4	1	4	44	59	2	2	10	108	104	11	13	35	469	570						
Nebr.	-	0	0	-	-	1	0	5	21	7	3	4	12	134	143						
N. Dak.	-	0	7	16	25	-	0	1	-	-	-	0	46	19	24						
S. Dak.	-	0	4	21	56	-	0	0	-	5	-	2	6	80	123						
S. ATLANTIC	46	36	118	1,484	1,598	29	16	94	799	603	278	206	514	7,044	8,058						
Del.	-	0	0	-	-	-	0	3	17	5	-	2	9	91	91						
D.C.	-	0	0	-	-	-	0	1	1	2	4	1	7	43	41						
Fla.	-	0	99	126	201	-	0	3	14	12	134	95	230	3,043	3,022						
Ga.	1	3	9	100	201	1	0	3	19	81	58	26	87	1,040	1,280						
Md.	-	8	13	254	277	2	1	4	46	55	20	12	30	480	585						
N.C.	16	8	22	369	362	24	10	87	602	329	38	32	130	1,019	1,071						
S.C.	-	3	10	112	165	-	1	6	22	48	15	18	51	572	1,028						
Va.	23	10	27	443	352	2	2	13	75	66	9	20	62	678	824						
W. Va.	6	1	13	80	40	-	0	2	3	5	-	2	19	78	116						
E.S. CENTRAL	3	4	16	178	114	2	5	24	216	224	25	54	148	1,872	2,042						
Ala.	1	1	7	58	64	-	1	6	62	62	6	14	70	638	477						
Ky.	2	0	5	20	8	-	0	1	1	3	3	8	21	296	350						
Miss.	-	0	2	4	5	-	0	1	2	12	-	12	47	435	626						
Tenn.	-	2	9	96	37	2	3	18	151	147	16	14	31	503	589						
W.S. CENTRAL	-	14	34	546	681	2	1	161	91	84	78	85	922	2,541	2,816						
Ark.	-	0	4	24	26	2	0	32	44	53	45	14	43	590	516						
La.	-	0	0	-	-	-	0	1	1	6	-	7	38	222	643						
Okla.	-	1	9	51	63	-	0	154	35	7	22	7	48	326	278						
Tex.	-	13	29	471	592	-	0	3	11	18	11	50	839	1,403	1,379						
MOUNTAIN	3	3	16	127	207	3	0	6	37	25	40	50	84	1,748	1,695						
Ariz.	-	2	11	95	130	1	0	6	7	12	18	15	67	552	453						
Colo.	-	0	1	-	16	-	0	1	2	4	12	12	30	492	429						
Idaho	-	0	12	-	-	2	0	3	10	3	1	3	9	125	111						
Mont.	2	0	2	13	13	-	0	2	2	1	3	3	16	100	69						
Nev.	-	0	1	1	13	-	0	0	-	-	-	2	17	71	132						
N. Mex.	-	0	2	7	8	-	0	2	5	3	-	4	12	160	199						
Utah	1	0	1	7	13	-	0	2	6	-	4	5	15	211	235						
Wyo.	-	0	2	4	14	-	0	1	5	2	2	1	5	37	67						
PACIFIC	6	4	10	150	160	-	0	1	7	2	92	110	426	3,857	3,817						
Alaska	-	0	4	14	1	-	0	0	-	-	1	1	7	55	41						
Calif.	6	3	10	122	154	-	0	1	5	-	76	88	292	3,043	2,870						
Hawaii	-	0	0	-	-	-	0	0	-	-	-	4	10	153	218						
Oreg.	-	0	4	14	5	-	0	1	2	2	2	7	16	292	306						
Wash.	U	0	0	U	U	N	0	0	N	N	13	7	124	314	382						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	2	U	4						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	3	-	30						
P.R.	-	1	6	65	52	N	0	0	N	N	12	6	35	152	465						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


