
TABLE I.  Provisional cases of infrequently reported notifiable diseases (<1,000 cases reported during the preceding year), United States, week ending June 2, 2007 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Disease
Current week
Cummulative for 2007
5-year weekly average†
Total cases reported for year 2006
Total cases reported for year 2005
Total cases reported for year 2004
Total cases reported for year 2003
Total cases reported for year 2002
States reporting cases during current week (No.)

tab delimited data:
test
Anthrax	-	-	-	1	-	-	-	2		
Botulism:										
foodborne	-	2	0	20	19	16	20	28		
infant	-	29	2	97	85	87	76	69		
other(wound & unspecified)	-	8	1	48	31	30	33	21		
Brucellosis	-	48	2	119	120	114	104	125		
Chancroid	-	10	1	33	17	30	54	67		
Cholera	-	-	0	9	8	5	2	2		
Cyclosporiasis §	1	26	13	136	543	171	75	156	FL (1 )	
Diphtheria	-	-	-	-	-	-	1	1		
Domestic arboviral diseases §, ¶ :										
California serogroup	-	-	0	63	80	112	108	164		
eastern equine	-	-	0	7	21	6	14	10		
Powassan	-	-	-	1	1	1	-	1		
St. Louis	-	-	0	9	13	12	41	28		
western equine	-	-	-	-	-	-	-	-		
Ehrlichiosis §:										
human granulocytic	3	24	10	644	786	537	362	511	MN (2 ), MO (1 )	
human monocytic	7	57	6	548	506	338	321	216	MN (3 ), MD (2 ), NC (2 )	
human (other & unspecified)	1	21	3	234	112	59	44	23	MD (1 )	
Haemophilus influenzae**, invasive disease (age &lt;5 yrs):										
serotype B	-	5	0	17	9	19	32	34		
nonserotype B	3	37	2	139	135	135	117	144	NC (2 ), OK (1 )	
unknown serotype	2	108	4	228	217	177	227	153	PA (1 ), UT (1 )	
Hansen disease §	1	20	2	66	87	105	95	96	MN (1 )	
Hantavirus pulmonary syndrome §	1	7	1	38	26	24	26	19	WA (1 )	
Hemolytic uremic syndrome, post-diarrheal §	-	37	4	286	221	200	178	216		
Hepatitis C viral, acute	7	253	20	824	652	713	1,102	1,835	MI (1 ), MO (1 ), KY (1 ), OK (2 ), TX (2 )	
HIV infection, pediatric (age &lt;13 yrs) ††	-	-	4	52	380	436	504	420		
Influenza-associated pediatric mortality §, §§	5	65	0	41	45	-	N	N	TX (5 )	
Listeriosis	4	195	12	873	896	753	696	665	MN (1 ), NC (1 ), TX (1 ), WA (1 )	
Measles ¶¶	-	14	2	74	66	37	56	44		
Meningococcal disease, invasive *** :										
A,C,Y, and W-135	2	119	6	288	297	-	-	-	SD (1 ), MD (1 )	
serogroup B	1	44	3	182	156	-	-	-	FL (1 )	
other serogroup	-	9	0	29	27	-	-	-		
unknown serogroup	4	303	15	685	765	-	-	-	PA (1 ), DE (1 ), ID (1 ), OR (1 )	
Mumps	5	391	44	6,587	314	258	231	270	OH (1 ), MI (1 ), MN (1 ), KS (1 ), FL (1 )	
Novel influenza A infection virus	-	-	-	N	N	N	N	N		
Plague	-	1	0	17	8	3	1	2		
Poliomyelitis, paralytic	-	-	-	-	1	-	-	-		
Poliovirus infection, nonparalytic §	-	-	-	N	N	N	N	N		
Psittacosis §	-	3	0	21	16	12	12	18		
Q fever §	1	69	3	175	136	70	71	61	NC (1 )	
Rabies, human	-	-	0	3	2	7	2	3		
Rubella †††	-	8	0	10	11	10	7	18		
Rubella, congenital syndrome	-	-	-	1	1	-	1	1		
SARS CoV §, §§§	-	-	0	-	-	-	8	N		
Smallpox §	-	-	-	-	-	-	-	-		
Streptococcal toxic-shock syndrome §	4	39	3	125	129	132	161	118	OH (3 ), IN (1 )	
Syphilis, congenital (age &lt;1 yr)	-	88	8	380	329	353	413	412		
Tetanus	-	4	1	40	27	34	20	25		
Toxic-shock syndrome (staphylococcal) §	1	30	2	100	90	95	133	109	IN (1 )	
Trichinellosis	-	1	0	15	16	5	6	14		
Tularemia	1	11	3	99	154	134	129	90	MO (1 )	
Typhoid fever	-	105	6	346	324	322	356	321		
Vancomycin-intermediate Staphylococcus aureus §	-	3	0	6	2	-	N	N		
Vancomycin-resistant Staphylococcus aureus §	-	-	0	1	3	1	N	N		
Vibriosis (non-cholera Vibrio species infections) §	4	70	1	N	N	N	N	N	FL (2 ), CA (2 )	
Yellow fever	-	-	-	-	-	-	-	1		

-: No reported cases
N: Not notifiable
Cum: Cumulative year-to-date counts.

* Incidence data for reporting years 2006 and 2007 are provisional, whereas data for 
2002, 2003, 2004, and 2005 are finalized.

† Calculated by summing the incidence counts for the current week, the 2 weeks preceding the current week, and the 2 weeks 
following the current week, for a total of 5 preceding years.  Additional information is available at 
http://wwwn.cdc.gov/nndss/document/5yearweeklyaverage.pdf.

§ Not notifiable in all states.  Data from states where the condition is not notifiable are excluded from this table, 
except starting in 2007 for the Arboviral diseases and influenza-associated pediatic mortality, and in 2003 for 
SARS-CoV.  Reporting exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.

¶ Includes both neuroinvasive and non-neuroinvasive. Updated weekly from reports to the Division of Vector-Borne Infectious 
Diseases, National Center for Zoonotic, Vector-Borne, and Enteric Diseases (ArboNET Surveillance). Data for 
West Nile virus are available in Table II.

** Data for H. influenzae (all ages, all serotypes) are available in Table II.

†† Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV/AIDS, 
Viral Hepatitis, STD, and TB Prevention. Implementation of HIV reporting influences the 
number of cases reported. Updates of pediatric HIV data have been temporarily suspended until upgrading 
of the national HIV/ AIDS surveillance data management system is completed. Data for HIV/AIDS usually are 
available quarterly in Table IV.

§§ Updated weekly from reports to the Influenza Division, National Center for Immunization and Respiratory 
Diseases. Please refer to the MMWR publication for weekly updates to the footnote for this condition.

¶¶ Please refer to the MMWR publication for weekly updates to the footnote for this condition.

*** Data for meningococcal disease (all serogroups) are available in Table II.

††† Please refer to the MMWR publication for weekly updates to the footnote for this condition.

§§§ Updated weekly from reports to the Division of Viral and Rickettsial Diseases, National Center for Zoonotic, 
Vector-Borne, and Enteric Diseases.


