
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending December 12, 2009 (WEEK 49)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2009
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008

tab delimited data:
test
UNITED STATES	42	101	239	4,643	5,077	36	31	122	1,612	1,740											
NEW ENGLAND	-	5	28	274	353	11	1	6	68	92											
Conn.	-	0	21	72	95	11	0	4	11	11											
Maine	-	0	2	18	26	-	0	1	6	2											
Mass.	-	2	10	120	167	-	0	4	35	58											
N.H.	-	0	4	35	26	-	0	2	11	11											
R.I.	-	0	2	11	26	-	0	1	1	10											
Vt.	-	0	3	18	13	-	0	1	4	-											
MID. ATLANTIC	8	18	43	920	1,009	6	4	33	225	222											
N.J.	-	2	7	124	181	-	0	4	38	70											
N.Y. (Upstate)	7	6	25	304	311	4	2	17	114	97											
N.Y. City	-	4	12	175	191	2	0	31	73	55											
Pa.	1	5	18	317	326	N	0	2	N	N											
E.N. CENTRAL	9	17	42	836	919	5	5	18	246	317											
Ill.	-	5	13	237	245	-	0	3	23	93											
Ind.	-	2	23	128	121	-	0	13	37	31											
Mich.	3	3	11	142	169	2	1	4	66	82											
Ohio	6	3	13	202	248	3	1	6	75	59											
Wis.	-	2	11	127	136	-	1	3	45	52											
W.N. CENTRAL	1	6	37	371	359	-	2	12	143	104											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	5	37	36	N	0	1	N	N											
Minn.	-	0	34	171	166	-	0	10	81	41											
Mo.	1	2	8	83	86	-	0	4	36	35											
Nebr.	-	1	3	42	38	-	0	2	14	8											
N. Dak.	-	0	4	17	10	-	0	3	5	9											
S. Dak.	-	0	3	21	23	-	0	2	7	11											
S. ATLANTIC	13	21	49	1,068	1,071	8	6	18	305	341											
Del.	-	0	1	11	9	-	0	0	-	-											
D.C.	-	0	3	13	14	N	0	0	N	N											
Fla.	7	5	12	264	254	3	1	6	70	65											
Ga.	-	5	13	247	244	1	1	6	79	98											
Md.	2	3	12	184	179	3	1	7	76	58											
N.C.	2	2	12	90	130	N	0	0	N	N											
S.C.	-	1	5	69	71	-	1	6	44	64											
Va.	1	3	9	152	132	-	0	4	23	43											
W. Va.	1	1	4	38	38	1	0	3	13	13											
E.S. CENTRAL	1	3	10	182	179	-	2	7	97	87											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	1	1	5	36	39	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	2	19	9											
Tenn.	-	3	9	146	140	-	1	6	78	78											
W.S. CENTRAL	7	8	79	412	475	3	5	46	274	275											
Ark.	1	0	3	19	11	-	0	4	26	14											
La.	-	0	3	11	17	-	0	3	13	13											
Okla.	1	3	20	124	109	-	1	7	55	64											
Tex.	5	5	59	258	338	3	3	34	180	184											
MOUNTAIN	3	10	22	423	544	3	4	16	223	254											
Ariz.	2	3	7	145	184	1	2	10	109	111											
Colo.	1	2	7	120	137	2	0	4	47	59											
Idaho	-	0	2	10	16	-	0	2	9	5											
Mont.	N	0	0	N	N	N	0	0	N	N											
Nev.	-	0	1	5	13	-	0	1	-	4											
N. Mex.	-	1	7	79	132	-	0	4	24	37											
Utah	-	1	6	63	54	-	0	5	34	36											
Wyo.	-	0	1	1	8	-	0	0	-	2											
PACIFIC	-	3	9	157	168	-	0	4	31	48											
Alaska	-	1	4	36	37	-	0	3	23	29											
Calif.	N	0	0	N	N	N	0	0	N	N											
Hawaii	-	2	8	121	131	-	0	2	8	19											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	0	-	30	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


