
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending April 28, 2007 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2007
Giardiasis cummulative for 2006
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2007
Gonorrhea cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes† current week
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2007
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2006

tab delimited data:
test
UNITED STATES	139	314	1,029	4,011	4,701	3,316	6,794	8,665	96,838	110,939	33	43	144	773	761						
NEW ENGLAND	7	18	44	164	344	100	111	259	1,696	1,655	-	2	12	26	41						
Conn.	-	5	24	70	88	37	42	203	547	555	-	0	7	17	8						
Maine	1	4	14	44	25	1	2	8	23	40	-	0	4	5	5						
Mass.	-	0	18	-	159	42	48	96	888	802	-	0	7	-	21						
N.H.	-	0	9	2	1	6	3	8	52	79	-	0	3	3	2						
R.I.	6	0	17	12	25	14	10	19	168	160	-	0	3	1	2						
Vt.	-	3	12	36	46	-	1	5	18	19	-	0	2	-	3						
MID. ATLANTIC	30	66	123	727	964	360	676	1,519	11,578	10,668	8	10	26	184	168						
N.J.	-	7	17	36	149	49	102	156	1,483	1,748	-	1	5	17	31						
N.Y. (Upstate)	26	24	101	272	288	104	122	1,035	1,948	1,934	4	3	14	53	41						
N.Y. City	2	17	33	239	299	72	176	376	3,036	3,284	-	2	6	37	36						
Pa.	2	14	35	180	228	135	239	413	5,111	3,702	4	3	10	77	60						
E.N. CENTRAL	6	42	96	558	806	542	1,291	2,566	20,620	22,193	4	6	14	81	114						
Ill.	-	9	27	82	182	182	356	485	4,942	6,621	-	1	5	10	36						
Ind.	N	0	0	N	N	-	154	289	2,647	2,959	1	1	10	16	19						
Mich.	2	13	38	187	229	139	313	880	5,200	3,555	-	0	5	9	15						
Ohio	4	15	32	212	246	170	315	1,636	5,782	6,677	3	2	6	46	30						
Wis.	-	8	24	77	149	51	135	181	2,049	2,381	-	0	3	-	14						
W.N. CENTRAL	6	23	539	273	398	45	383	515	5,030	6,098	3	3	23	47	35						
Iowa	-	5	16	56	76	16	38	63	612	578	-	0	1	-	-						
Kans.	-	3	11	35	51	-	43	87	714	756	-	0	2	4	6						
Minn.	-	0	514	12	78	4	62	87	841	1,005	3	1	17	18	13						
Mo.	2	9	28	125	135	-	195	269	2,354	3,209	-	1	5	19	13						
Nebr.	1	2	9	24	25	17	26	48	393	403	-	0	2	5	3						
N. Dak.	3	0	4	4	5	3	2	6	22	37	-	0	2	1	-						
S. Dak.	-	1	6	17	28	5	6	15	94	110	-	0	0	-	-						
S. ATLANTIC	35	52	98	766	687	1,150	1,580	2,696	19,063	26,529	7	11	28	208	196						
Del.	-	0	4	8	8	29	28	44	463	483	-	0	3	5	1						
D.C.	1	1	7	17	20	39	36	63	735	611	-	0	2	2	1						
Fla.	27	24	44	362	284	-	446	549	1,564	7,051	3	3	9	67	64						
Ga.	-	12	26	162	154	-	348	1,539	3,159	4,874	-	2	6	53	46						
Md.	2	4	12	69	45	164	117	238	2,157	2,197	-	2	5	37	28						
N.C.	-	0	0	-	-	-	317	676	4,873	5,547	3	0	8	18	15						
S.C.	1	2	8	20	31	822	167	1,026	3,959	3,382	1	1	4	19	16						
Va.	4	9	28	120	139	88	124	238	1,938	2,137	-	0	7	1	16						
W. Va.	-	0	21	8	6	8	19	44	215	247	-	0	6	6	9						
E.S. CENTRAL	8	8	34	124	116	357	578	878	9,162	9,947	3	2	9	42	52						
Ala.	1	3	22	54	58	21	191	271	2,478	3,761	-	0	3	8	11						
Ky.	N	0	0	N	N	137	48	268	845	1,151	-	0	1	2	4						
Miss.	N	0	0	N	N	-	157	434	2,607	2,008	-	0	1	-	4						
Tenn.	7	5	12	70	58	199	194	240	3,232	3,027	3	1	6	32	33						
W.S. CENTRAL	1	7	26	96	46	456	960	1,483	14,604	15,599	3	1	27	41	27						
Ark.	1	3	13	44	21	66	81	142	1,350	1,481	1	0	2	3	2						
La.	-	1	6	22	-	21	193	366	3,087	3,346	-	0	3	4	1						
Okla.	-	2	13	30	25	-	103	237	1,669	1,190	2	1	25	32	23						
Tex.	N	0	0	N	N	369	561	931	8,498	9,582	-	0	2	2	1						
MOUNTAIN	12	31	69	381	435	32	264	455	3,234	4,478	5	4	14	106	92						
Ariz.	-	3	11	57	38	14	106	220	1,317	1,577	2	2	9	51	33						
Colo.	-	10	26	120	149	-	70	93	586	1,164	-	1	4	21	28						
Idaho	1	3	12	35	48	-	2	20	75	68	-	0	1	4	3						
Mont.	-	2	11	25	22	1	3	20	32	46	-	0	0	-	-						
Nev.	-	2	9	26	31	-	28	135	534	704	-	0	2	5	6						
