
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending November 17, 2007 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2007
Giardiasis cummulative for 2006
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2007
Gonorrhea cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes† current week
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2007
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2006

tab delimited data:
test
UNITED STATES	338	302	1,513	15,122	15,877	2,944	6,729	8,941	293,331	316,076	15	45	184	1,963	2,005						
NEW ENGLAND	-	25	54	1,252	1,298	188	109	259	4,945	5,017	-	3	19	160	152						
Conn.	-	6	18	313	276	54	42	204	1,897	2,041	-	0	7	47	43						
Maine	-	3	10	172	168	-	2	8	104	114	-	0	4	13	18						
Mass.	-	10	29	521	564	129	51	96	2,400	2,172	-	2	6	74	68						
N.H.	-	0	3	24	21	-	2	8	131	174	-	0	2	16	11						
R.I.	-	0	15	73	100	5	8	16	364	452	-	0	10	7	4						
Vt.	-	3	9	149	169	-	1	4	49	64	-	0	1	3	8						
MID. ATLANTIC	31	56	127	2,578	3,146	232	714	1,537	31,918	29,703	5	10	27	395	417						
N.J.	-	6	11	221	429	-	114	159	5,056	4,893	-	1	5	55	75						
N.Y. (Upstate)	28	23	108	1,040	1,116	152	116	1,035	6,046	5,539	1	3	15	114	132						
N.Y. City	2	15	25	694	852	-	200	359	8,864	9,242	-	2	6	85	76						
Pa.	1	13	29	623	749	80	240	586	11,952	10,029	4	3	10	141	134						
E.N. CENTRAL	17	46	80	2,172	2,538	756	1,266	2,591	60,141	62,135	1	6	15	259	333						
Ill.	-	13	30	587	633	166	358	499	16,160	17,880	-	2	6	76	101						
Ind.	N	0	0	N	N	-	166	307	7,751	7,789	1	1	7	54	71						
Mich.	2	11	20	501	637	134	280	747	12,868	13,247	-	0	5	24	24						
Ohio	15	15	37	731	736	456	340	1,570	17,763	17,011	-	2	5	91	76						
Wis.	-	7	20	353	532	-	126	206	5,599	6,208	-	0	2	14	61						
W.N. CENTRAL	171	21	553	1,261	1,636	122	378	514	16,744	17,292	-	3	24	118	142						
Iowa	-	5	23	272	268	19	39	60	1,696	1,702	-	0	1	1	2						
Kans.	-	3	11	171	177	-	45	86	1,980	1,976	-	0	2	9	17						
Minn.	163	0	514	176	479	-	66	86	2,791	2,879	-	1	17	56	74						
Mo.	3	7	22	395	501	96	196	266	8,827	9,019	-	1	5	34	33						
Nebr.	4	2	8	133	105	-	25	57	1,140	1,248	-	0	2	14	9						
N. Dak.	1	0	16	25	19	-	2	5	80	136	-	0	2	4	7						
S. Dak.	-	2	6	89	87	7	5	11	230	332	-	0	0	-	-						
S. ATLANTIC	34	57	106	2,559	2,480	773	1,525	3,209	68,883	78,548	6	11	34	507	499						
Del.	-	1	6	39	36	32	26	43	1,160	1,309	-	0	3	8	1						
D.C.	-	0	7	34	57	-	47	71	2,024	1,619	-	0	1	3	7						
Fla.	24	24	47	1,145	1,007	-	482	717	20,825	21,511	3	3	8	143	151						
Ga.	-	10	42	556	586	-	284	2,068	9,165	15,976	1	2	7	107	101						
Md.	3	4	18	224	217	-	115	227	5,285	6,377	2	1	6	74	71						
N.C.	-	0	0	-	-	618	248	675	12,644	15,500	-	1	9	51	51						
S.C.	2	2	8	94	98	-	202	1,361	11,456	9,528	-	1	4	43	34						
Va.	5	9	23	421	448	122	124	220	5,526	5,874	-	1	22	53	64						
W. Va.	-	0	21	46	31	1	18	37	798	854	-	0	6	25	19						
E.S. CENTRAL	10	10	23	489	408	203	541	812	24,813	27,732	1	2	9	109	99						
Ala.	4	5	11	230	194	-	155	242	6,490	9,603	1	0	3	23	20						
Ky.	N	0	0	N	N	78	57	268	2,937	2,828	-	0	1	2	5						
Miss.	N	0	0	N	N	-	148	310	6,705	6,635	-	0	2	9	12						
Tenn.	6	5	16	259	214	125	181	261	8,681	8,666	-	2	6	75	62						
W.S. CENTRAL	4	6	55	323	326	292	989	1,200	44,370	45,265	-	2	34	88	77						
Ark.	1	2	13	105	128	71	79	120	3,644	3,821	-	0	2	8	8						
La.	-	1	9	89	83	167	221	384	9,981	9,736	-	0	2	6	20						
Okla.	3	3	42	129	115	54	98	235	4,373	4,216	-	1	29	66	42						
Tex.	N	0	0	N	N	-	581	731	26,372	27,492	-	0	3	8	7						
MOUNTAIN	29	31	68	1,577	1,532	96	246	346	10,530	13,772	1	4	12	223	186						
Ariz.	3	3	11	180	149	18	103	175	4,078	5,117	-	1	6	79	77						
Colo.	12	10	26	519	500	58	47	93	2,162	3,317	-	1	4	52	44						
Idaho	-	3	12	158	170	-	4	19	237	174	-	0	1	6	6						
Mont.	1	2	8	100	96	-	1	7	57	175	-	0	1	2	-						
Nev.	-	1	8	89	104	-	43	87	1,781	2,528	-	0	2	9	14						
N. Mex.	-	2	5	94	73	-	30	58	1,432	1,576	-	1	4	37	28						
Utah	13	6	32	402	405	19	17	35	715	770	1	0	3	33	14						
Wyo.	-	1	4	35	35	1	1	5	68	115	-	0	1	5	3						
PACIFIC	42	61	558	2,911	2,513	282	691	871	30,987	36,612	1	2	16	104	100						
Alaska	4	1	5	69	103	8	10	27	435	545	1	0	3	13	10						
Calif.	27	43	93	1,982	2,004	247	604	734	27,376	30,177	-	0	10	34	29						
Hawaii	-	1	4	-	46	-	10	15	-	824	-	1	2	-	18						
Oreg.	-	9	17	397	360	11	23	63	982	1,279	-	1	6	55	43						
Wash.	11	8	449	463	-	16	48	142	2,194	3,787	-	0	5	2	-						
Amer. Samoa	U	0	0	U	U	U	0	2	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	0	0	-	-	-	1	38	97	94	-	0	0	-	1						
P.R.	-	4	15	165	234	-	5	23	281	275	-	0	1	2	3						
V.I.	U	0	0	U	U	U	1	3	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
