
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending December 18, 1999 (WEEK 50)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1999
AIDS § cummulative for 1998
Chlamydia† cummulative for 1999
Chlamydia† cummulative for 1998
Cryptosporidiosis cummulative for 1999
Cryptosporidiosis cummulative for 1998
Escherichia coli O157:H7 NETSS cummulative for 1999
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1999
Escherichia coli O157:H7 PHLIS cummulative for 1998

tab delimited data:
test
UNITED STATES	40,933	43,859	576,331	573,378	2,292	3,592	3,375	2,862	2,308	2,147											
NEW ENGLAND	2,090	1,728	28,927	19,436	159	148	396	329	343	279											
Maine	75	28	904	1,001	30	31	39	36	-	-											
N.H.	45	36	925	934	19	16	34	46	33	47											
Vt.	16	18	453	398	36	26	32	21	21	18											
Mass.	1,338	906	17,427	8,081	53	68	172	146	184	157											
R.I.	96	119	2,251	2,226	6	7	27	13	26	1											
Conn.	520	621	6,967	6,796	15	U	92	67	79	56											
MID. ATLANTIC	10,473	11,961	56,003	59,556	418	561	315	296	92	86											
Upstate N.Y.	1,196	1,434	N	N	176	330	253	215	-	-											
N.Y. City	5,571	6,850	21,963	25,226	116	206	11	14	17	13											
N.J.	1,932	2,014	10,095	11,356	36	25	51	67	46	52											
Pa.	1,774	1,663	23,945	22,974	90	N	N	N	29	21											
E.N. CENTRAL	2,801	3,185	82,868	97,431	567	725	703	454	497	370											
Ohio	448	645	26,294	26,622	66	73	253	126	208	77											
Ind.	320	485	10,930	10,838	40	61	114	102	64	54											
Ill.	1,345	1,188	25,133	25,660	67	84	221	111	81	80											
Mich.	555	680	20,511	20,785	49	38	115	115	78	71											
Wis.	133	187	U	13,526	345	469	N	N	66	88											
W.N. CENTRAL	940	840	33,533	33,858	204	335	606	475	414	403											
Minn.	178	163	6,683	6,787	78	142	234	196	184	211											
Iowa	77	68	4,649	4,356	55	65	114	91	73	59											
Mo.	449	400	12,427	12,151	29	27	60	53	66	64											
N. Dak.	6	5	707	998	18	30	17	12	14	15											
S. Dak.	15	15	1,522	1,509	7	25	47	35	62	40											
Nebr.	65	66	3,319	2,694	16	35	113	52	-	-											
Kans.	150	123	4,226	5,363	1	11	21	36	15	14											
S. ATLANTIC	11,305	11,374	121,497	111,069	379	343	346	248	180	179											
Del.	159	152	2,674	2,493	-	3	6	-	3	2											
Md.	1,344	1,607	10,838	7,201	17	19	42	43	4	15											
D.C.	637	808	N	N	8	25	1	1	U	U											
Va.	782	908	13,391	13,376	27	20	75	N	59	55											
W. Va.	64	77	1,240	2,306	3	2	14	13	11	10											
N.C.	739	753	20,705	21,209	33	N	74	56	52	47											
S.C.	919	720	12,830	17,493	-	-	21	15	14	12											
Ga.	1,581	1,173	31,191	22,989	136	127	37	76	-	-											
Fla.	5,080	5,176	28,628	24,002	155	147	76	44	37	38											
E.S. CENTRAL	1,796	1,820	44,139	40,018	42	26	133	120	58	64											
Ky.	255	263	7,014	6,083	8	10	47	36	-	-											
Tenn.	706	658	13,856	13,621	11	10	54	54	38	40											
Ala.	449	484	12,314	10,007	14	N	26	24	16	20											
Miss.	386	415	10,955	10,307	9	6	6	6	4	4											
W.S. CENTRAL	4,177	5,350	81,555	86,314	84	914	128	103	124	107											
Ark.	188	203	5,585	3,941	2	6	15	11	8	10											
La.	813	914	11,220	14,689	22	16	9	5	14	7											
Okla.	123	282	7,763	9,021	12	N	31	25	27	9											
Tex.	3,053	3,951	56,987	58,663	48	892	73	62	75	81											
MOUNTAIN	1,608	1,506	29,988	32,694	99	122	324	363	225	247											
Mont.	13	29	1,496	1,277	13	10	25	16	-	5											
Idaho	22	32	1,670	1,941	8	17	68	43	43	25											
Wyo.	11	5	759	690	1	2	16	53	14	55											
Colo.	290	286	5,417	8,395	14	19	107	90	88	69											
N. Mex.	82	203	3,916	3,959	42	47	13	19	7	20											
Ariz.	819	588	11,863	11,105	13	18	37	43	23	27											
Utah	142	128	2,085	2,091	N	N	38	75	48	22											
Nev.	229	235	2,782	3,236	8	9	20	24	2	24											
PACIFIC	5,743	6,095	97,821	93,002	340	418	424	474	375	412											
Wash.	337	386	11,370	10,527	N	N	167	109	159	131											
Oreg.	208	166	5,698	5,528	93	68	74	107	68	101											
Calif.	5,089	5,365	76,276	72,577	247	346	171	251	136	164											
Alaska	15	17	1,820	1,842	-	1	1	7	1	-											
Hawaii	94	161	2,657	2,528	-	3	11	-	11	16											
Guam	10	2	299	415	-	-	N	N	U	U											
P.R.	1,180	1,601	U	U	-	N	9	5	U	U											
V.I.	35	31	U	U	U	U	U	U	U	U											
Amer. Samoa	-	-	U	U	U	U	U	U	U	U											
C.N.M.I.	-	-	U	U	U	U	U	U	U	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1999 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


