
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending October 11, 1997 (WEEK 41)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal Disease cummulative for 1997
Meningococcal Disease cummulative for 1996
Mumps current week
Mumps cummulative for 1997
Mumps cummulative for 1996
Pertussis current week
Pertussis cummulative for 1997
Pertussis cummulative for 1996
Rubella current week
Rubella cummulative for 1997
Rubella cummulative for 1996

tab delimited data:
test
UNITED STATES	2,563	2,500	8	449	563	41	3,945	4,630	2	155	218										
NEW ENGLAND	164	108	-	8	1	12	713	1,018	-	1	26										
Maine	17	10	-	-	-	-	6	35	-	-	-										
N.H.	14	5	-	-	-	5	103	96	-	-	-										
Vt.	4	3	-	-	-	1	196	96	-	-	2										
Mass.	79	42	-	2	1	6	373	734	-	1	20										
R.I.	17	13	-	5	-	-	16	30	-	-	-										
Conn.	33	35	U	1	-	U	19	27	U	-	4										
MID. ATLANTIC	241	266	-	43	76	-	275	386	-	29	12										
Upstate N.Y.	55	69	-	7	21	-	96	210	-	2	4										
N.Y. City	40	38	-	3	18	-	56	36	-	27	5										
N.J.	55	55	-	5	4	-	9	28	-	-	2										
Pa.	91	104	-	28	33	-	114	112	-	-	1										
E.N. CENTRAL	375	361	5	52	108	3	342	560	-	5	3										
Ohio	141	128	4	24	39	2	128	191	-	-	-										
Ind.	44	51	1	8	7	-	45	52	-	-	-										
Ill.	119	101	-	9	20	-	61	140	-	2	1										
Mich.	43	38	-	11	40	1	43	34	-	-	2										
Wis.	28	43	-	-	2	-	65	143	-	3	-										
W.N. CENTRAL	185	194	-	14	16	2	333	316	-	-	-										
Minn.	29	25	-	5	5	-	210	243	-	-	-										
Iowa	40	40	-	7	1	1	46	16	-	-	-										
Mo.	83	74	-	-	7	1	52	32	-	-	-										
N. Dak.	2	3	-	-	2	-	2	1	-	-	-										
S. Dak.	5	10	-	-	-	-	4	4	-	-	-										
Nebr.	8	18	-	2	-	-	6	7	-	-	-										
Kans.	18	24	-	-	1	-	13	13	-	-	-										
S. ATLANTIC	460	394	2	61	91	3	378	480	2	83	91										
Del.	5	2	-	-	-	-	1	21	-	-	-										
Md.	40	52	-	4	31	1	107	175	-	1	-										
D.C.	-	5	-	-	-	-	3	1	-	1	1										
Va.	44	48	-	10	12	-	42	73	-	1	2										
W. Va.	15	13	-	-	-	-	6	2	-	-	-										
N.C.	80	65	-	9	19	1	105	76	2	59	77										
S.C.	51	48	-	10	5	-	24	36	-	19	1										
Ga.	91	114	-	8	3	-	11	19	-	-	-										
Fla.	134	47	2	20	21	1	79	77	-	2	10										
E.S. CENTRAL	203	187	1	22	20	2	100	183	-	-	2										
Ky.	42	25	-	3	-	-	36	136	-	-	-										
Tenn.	76	51	-	5	1	-	33	19	-	-	-										
Ala.	67	65	1	8	4	2	23	19	-	-	2										
Miss.	18	46	-	6	15	-	8	9	-	-	N										
W.S. CENTRAL	240	272	-	45	39	1	164	116	-	4	8										
Ark.	30	30	-	1	1	-	25	5	-	-	-										
La.	46	49	-	12	13	1	18	8	-	-	1										
Okla.	33	31	-	-	-	-	27	8	-	-	-										
Tex.	131	162	-	32	25	-	94	95	-	4	7										
MOUNTAIN	154	150	-	54	22	13	970	407	-	6	6										
Mont.	9	7	-	-	-	-	16	29	-	-	-										
Idaho	10	22	-	3	-	-	546	100	-	1	2										
Wyo.	2	3	-	1	-	-	7	5	-	-	-										
Colo.	42	31	-	3	4	6	253	146	-	-	2										
N. Mex.	23	22	N	N	N	7	83	51	-	-	-										
Ariz.	41	34	-	32	1	-	33	28	-	5	1										
Utah	12	15	-	8	3	-	16	18	-	-	-										
Nev.	15	16	-	7	14	-	16	30	-	-	1										
PACIFIC	541	568	-	150	190	5	670	1,164	-	27	70										
Wash.	67	80	-	14	20	5	306	501	-	5	15										
Oreg.	104	101	N	N	N	-	17	55	-	-	1										
Calif.	361	375	-	111	140	-	321	573	-	14	51										
Alaska	2	8	-	4	2	-	14	3	-	-	-										
Hawaii	7	4	-	21	28	-	12	32	-	8	3										
Guam	1	4	U	1	8	U	-	-	U	-	-										
P.R.	10	11	-	7	1	-	1	2	-	-	-										
V.I.	-	-	U	-	1	U	-	-	U	-	-										
Amer. Samoa	-	-	U	-	-	U	-	-	U	-	-										
C.N.M.I.	-	-	U	4	-	U	-	-	U	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1997 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


