
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 25, 1998 (WEEK 29)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	23,929	32,521	291,740	252,518	1,156	592	169,556	157,755	2,149	1,908											
NEW ENGLAND	830	1,454	11,145	9,498	153	107	3,128	3,232	31	37											
Maine	18	36	570	547	16	-	39	31	-	-											
N.H.	22	19	513	431	22	25	49	60	-	-											
Vt.	10	24	224	214	8	6	19	27	-	2											
Mass.	386	526	4,618	3,929	81	60	1,121	1,232	28	31											
R.I.	67	83	1,347	1,086	5	1	195	256	3	4											
Conn.	327	766	3,873	3,291	21	15	1,705	1,626	-	-											
MID. ATLANTIC	6,951	9,910	34,006	30,194	112	27	19,160	19,467	223	184											
Upstate N.Y.	849	1,621	N	N	79	-	3,245	3,358	171	135											
N.Y. City	3,910	4,966	18,216	14,579	4	6	7,952	7,280	-	-											
N.J.	1,232	2,090	5,351	5,364	29	20	3,025	3,980	-	-											
Pa.	960	1,233	10,439	10,251	N	1	4,938	4,849	52	49											
E.N. CENTRAL	1,768	2,281	47,677	40,616	198	111	32,548	24,505	291	346											
Ohio	331	465	13,605	12,234	49	20	8,344	7,776	7	10											
Ind.	326	360	3,265	4,761	55	25	2,078	3,186	3	10											
Ill.	706	761	13,507	7,270	46	-	10,871	3,593	16	58											
Mich.	305	544	12,004	10,372	48	27	9,110	7,484	265	248											
Wis.	100	151	5,296	5,979	N	39	2,145	2,466	-	20											
W.N. CENTRAL	444	615	17,185	17,428	161	95	8,609	7,872	120	39											
Minn.	65	99	3,235	3,620	55	47	1,126	1,270	7	3											
Iowa	49	69	2,063	2,575	51	7	660	690	12	19											
Mo.	209	296	6,580	6,473	15	21	4,986	4,291	96	5											
N. Dak.	4	6	290	470	2	6	29	32	-	2											
S. Dak.	9	3	902	683	8	10	145	76	-	-											
Nebr.	39	59	1,273	1,100	19	-	450	419	2	2											
Kans.	69	83	2,842	2,507	11	4	1,213	1,094	3	8											
S. ATLANTIC	5,900	8,188	60,970	51,976	93	61	49,020	50,572	109	129											
Del.	75	145	1,404	-	-	1	762	639	-	-											
Md.	718	1,071	4,713	3,917	14	4	5,431	6,435	5	3											
D.C.	481	613	N	N	2	-	1,911	2,378	-	-											
Va.	425	654	6,476	6,520	N	25	3,604	4,496	7	18											
W. Va.	57	62	1,485	1,605	5	3	432	504	4	11											
N.C.	390	429	12,003	9,350	15	20	10,095	9,035	14	33											
S.C.	386	422	10,270	6,935	4	1	6,642	6,223	3	27											
Ga.	616	972	13,486	9,647	33	-	11,212	11,019	9	-											
Fla.	2,752	3,820	11,133	14,002	20	7	8,931	9,843	67	37											
E.S. CENTRAL	936	1,074	19,940	18,787	59	25	18,930	18,743	93	203											
Ky.	127	177	3,438	3,636	16	-	1,959	2,320	16	9											
Tenn.	333	469	7,198	7,006	27	22	6,160	5,811	74	134											
Ala.	274	239	5,644	4,548	16	2	7,123	6,412	3	6											
Miss.	202	189	3,660	3,597	U	1	3,688	4,200	U	54											
W.S. CENTRAL	2,899	3,546	42,636	30,152	72	8	24,282	20,242	534	247											
Ark.	104	130	1,939	1,598	6	3	1,190	2,652	3	9											
La.	512	610	7,863	4,904	3	2	6,485	4,581	17	118											
Okla.	170	165	5,459	4,077	10	3	3,011	2,560	7	5											
Tex.	2,113	2,641	27,375	19,573	53	-	13,596	10,449	507	115											
MOUNTAIN	831	935	11,698	15,576	153	61	4,369	4,237	244	170											
Mont.	15	26	696	580	8	-	26	25	5	12											
Idaho	15	28	946	818	14	7	91	61	86	30											
Wyo.	2	13	357	315	47	-	17	29	45	41											
Colo.	147	224	3	3,454	31	20	1,270	1,194	15	18											
N. Mex.	130	80	2,083	2,089	13	6	500	478	56	32											
Ariz.	329	227	6,081	5,731	13	12	2,201	1,819	3	22											
Utah	65	80	1,223	942	20	10	126	137	21	3											
Nev.	128	257	309	1,647	7	6	138	494	13	12											
PACIFIC	3,370	4,518	46,483	38,291	155	97	9,510	8,885	504	553											
Wash.	236	377	6,167	5,023	28	22	1,056	1,069	11	17											
Oreg.	93	162	3,136	2,702	38	34	440	421	2	2											
Calif.	2,962	3,914	35,123	28,832	87	35	7,643	6,908	436	440											
Alaska	12	28	1,039	797	2	-	168	219	1	-											
Hawaii	67	37	1,018	937	N	6	203	268	54	94											
Guam	-	2	8	193	N	-	2	27	-	-											
P.R.	1,001	1,019	U	U	-	U	228	353	-	-											
V.I.	17	57	N	N	N	U	U	U	U	U											
Amer. Samoa	-	-	U	U	N	U	U	U	U	U											
C.N.M.I.	-	1	N	N	N	U	14	17	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1997 and 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


