
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending June 14, 2003 (WEEK 24)*

column labels in same order that data fields appears in each record below:
Reporting Area
Haemophilus influenzae, Invasive, All Ages, All serotypes cummulative for 2003
Haemophilus influenzae, Invasive, All Ages, All serotypes cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2003
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2003
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2003
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2002
Hepatitis (Viral Acute), Type A cummulative for 2003
Hepatitis (Viral Acute), Type A cummulative for 2002

tab delimited data:
test
UNITED STATES	759	891	5	16	112	149	17	11	2,637	4,524											
NEW ENGLAND	55	60	-	-	7	7	3	1	114	166											
Maine	2	1	-	-	-	-	1	-	5	6											
N.H.	7	4	-	-	-	-	-	-	6	10											
Vt.	6	3	-	-	-	-	-	-	4	-											
Mass.	26	27	-	-	7	3	1	1	59	78											
R.I.	3	9	-	-	-	-	1	-	11	21											
Conn.	11	16	-	-	-	4	-	-	29	51											
MID. ATLANTIC	150	166	-	2	18	25	5	-	477	576											
Upstate N.Y.	58	64	-	2	9	8	-	-	50	90											
N.Y. City	21	36	-	-	5	7	-	-	141	198											
N.J.	30	38	-	-	4	5	-	-	67	90											
Pa.	41	28	-	-	-	5	5	-	219	198											
E.N. CENTRAL	104	185	1	2	18	31	-	-	259	535											
Ohio	39	47	-	-	7	5	-	-	49	141											
Ind.	23	28	-	1	2	6	-	-	19	27											
Ill.	29	70	-	-	7	12	-	-	81	155											
Mich.	11	7	1	1	2	-	-	-	89	117											
Wis.	2	33	-	-	-	8	-	-	21	95											
W.N. CENTRAL	57	27	-	-	6	2	5	3	79	164											
Minn.	23	17	-	-	6	2	1	1	20	23											
Iowa	-	1	-	-	-	-	-	-	17	35											
Mo.	21	7	-	-	-	-	4	2	24	46											
N. Dak.	1	-	-	-	-	-	-	-	-	1											
S. Dak.	1	1	-	-	-	-	-	-	-	3											
Nebr.	-	-	-	-	-	-	-	-	4	6											
Kans.	11	1	-	-	-	-	-	-	14	50											
S. ATLANTIC	173	196	-	3	18	24	-	2	656	1,271											
Del.	-	-	-	-	-	-	-	-	4	8											
Md.	39	50	-	1	4	1	-	-	66	136											
D.C.	-	-	-	-	-	-	-	-	20	44											
Va.	16	14	-	-	4	2	-	-	35	40											
W. Va.	7	4	-	-	-	-	-	1	11	10											
N.C.	14	21	-	-	-	3	-	-	33	122											
S.C.	2	6	-	-	-	2	-	-	18	41											
Ga.	41	43	-	-	5	8	-	-	272	266											
Fla.	54	58	-	2	5	8	-	1	197	604											
E.S. CENTRAL	47	29	1	1	6	8	-	-	69	145											
Ky.	2	3	-	-	-	-	-	-	12	32											
Tenn.	27	14	-	-	4	5	-	-	38	56											
Ala.	16	6	1	1	1	2	-	-	11	23											
Miss.	2	6	-	-	1	1	-	-	8	34											
W.S. CENTRAL	33	33	-	2	5	6	-	-	267	435											
Ark.	4	1	-	-	1	-	-	-	2	22											
La.	6	3	-	-	1	1	-	-	21	42											
Okla.	22	27	-	-	3	5	-	-	9	20											
Tex.	1	2	-	2	-	-	-	-	235	351											
MOUNTAIN	102	111	3	3	27	25	3	3	192	286											
Mont.	-	-	-	-	-	-	-	-	2	9											
Idaho	2	2	-	-	1	1	-	-	-	20											
Wyo.	1	2	-	-	-	-	-	-	1	2											
Colo.	18	19	-	-	4	2	-	-	28	42											
N. Mex.	13	18	-	-	4	4	1	1	8	8											
Ariz.	55	52	3	1	12	14	-	1	115	158											
Utah	8	12	-	1	5	3	-	-	17	20											
Nev.	5	6	-	1	1	1	2	1	21	27											
PACIFIC	38	84	-	3	7	21	1	2	524	946											
Wash.	3	2	-	1	2	1	1	-	27	85											
Oreg.	28	32	-	-	3	3	-	-	30	39											
Calif.	2	29	-	2	2	14	-	2	461	801											
Alaska	-	1	-	-	-	1	-	-	5	7											
Hawaii	5	20	-	-	-	2	-	-	1	14											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	-	-	-	-	-	9	98											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


