
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending February 28, 2004 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Congenital) cummulative for 2004
Syphilis (Congenital) cummulative for 2003
Tuberculosis cummulative for 2004
Tuberculosis cummulative for 2003
Typhoid Fever cummulative for 2004
Typhoid Fever cummulative for 2003
Varicella (Chicken Pox) cummulative for 2004
Varicella (Chicken Pox) cummulative for 2003

tab delimited data:
test
UNITED STATES	839	1,046	23	73	646	1,028	29	51	1,685	2,524											
NEW ENGLAND	11	24	-	-	23	27	2	2	147	462											
Maine	-	-	-	-	-	-	-	-	7	242											
N.H.	1	2	-	-	-	2	-	-	-	-											
Vt.	-	-	-	-	-	1	-	-	140	177											
Mass.	7	18	-	-	19	8	2	1	-	43											
R.I.	2	2	-	-	3	6	-	-	-	-											
Conn.	1	2	-	-	1	10	-	1	-	-											
MID. ATLANTIC	116	139	5	10	187	212	3	9	8	3											
Upstate N.Y.	5	3	2	1	9	16	-	-	-	-											
N.Y. City	73	60	3	3	154	112	1	5	-	-											
N.J.	19	31	-	6	-	32	1	3	-	-											
Pa.	19	45	-	-	24	52	1	1	8	3											
E.N. CENTRAL	73	149	10	15	133	108	2	4	817	1,230											
Ohio	29	27	-	1	18	12	1	-	141	269											
Ind.	9	5	-	5	13	18	-	2	-	-											
Ill.	18	53	-	8	86	57	-	1	-	-											
Mich.	14	62	10	1	8	17	1	1	644	787											
Wis.	3	2	-	-	8	4	-	-	32	174											
W.N. CENTRAL	17	34	-	-	46	59	-	-	25	3											
Minn.	1	12	-	-	13	16	-	-	-	-											
Iowa	-	2	-	-	-	3	-	-	N	N											
Mo.	12	13	-	-	11	16	-	-	-	-											
N. Dak.	-	-	-	-	-	-	-	-	12	3											
S. Dak.	-	-	-	-	-	4	-	-	13	-											
Nebr.	3	-	-	-	-	-	-	-	-	-											
Kans.	1	7	-	-	22	20	-	-	-	-											
S. ATLANTIC	242	234	1	12	93	239	6	21	239	413											
Del.	1	1	-	-	-	-	-	-	-	1											
Md.	44	36	-	3	18	14	2	2	1	-											
D.C.	12	3	-	-	-	-	-	-	4	-											
Va.	1	10	-	1	6	15	1	4	20	75											
W. Va.	-	-	-	-	4	1	-	-	207	326											
N.C.	27	24	-	-	12	18	2	-	-	-											
S.C.	21	17	-	3	15	16	-	-	7	11											
Ga.	21	49	-	4	-	56	-	-	-	-											
Fla.	115	94	1	1	38	119	1	15	-	-											
E.S. CENTRAL	49	58	1	2	41	73	-	-	-	-											
Ky.	10	11	-	1	5	6	-	-	-	-											
Tenn.	23	24	1	1	22	20	-	-	-	-											
Ala.	12	20	-	-	14	37	-	-	-	-											
Miss.	4	3	-	-	-	10	-	-	-	-											
W.S. CENTRAL	146	122	6	12	28	222	1	-	-	399											
Ark.	8	9	-	-	12	9	-	-	-	-											
La.	29	13	-	-	-	-	-	-	-	3											
Okla.	5	7	-	-	16	10	-	-	-	-											
Tex.	104	93	6	12	-	203	1	-	-	396											
MOUNTAIN	55	40	-	12	27	27	5	2	449	14											
Mont.	-	-	-	-	-	-	-	-	-	-											
Idaho	4	-	-	-	-	-	-	-	-	-											
Wyo.	1	-	-	-	-	1	-	-	11	2											
Colo.	-	8	-	2	2	16	-	2	306	-											
N. Mex.	13	9	-	4	-	-	-	-	12	-											
Ariz.	34	20	-	6	16	9	3	-	-	-											
Utah	1	1	-	-	9	1	1	-	120	12											
Nev.	2	2	-	-	-	-	1	-	-	-											
PACIFIC	130	246	-	10	68	61	10	13	-	-											
Wash.	11	10	-	-	36	26	1	-	-	-											
Oreg.	9	9	-	-	9	10	-	2	-	-											
Calif.	110	223	-	10	-	-	7	11	-	-											
Alaska	-	-	-	-	4	7	-	-	-	-											
Hawaii	-	4	-	-	19	18	2	-	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	10	13	-	1	-	11	-	-	36	72											
V.I.	-	1	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


