
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending May 27, 2006 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	49	76	243	1,384	1,528	43	88	593	1,429	2,110	19	41	126	479	437						
NEW ENGLAND	1	6	22	81	165	1	2	9	25	50	-	2	12	17	23						
Conn.	-	1	3	13	23	-	0	5	-	18	-	0	8	6	6						
Maine	-	0	2	3	-	-	0	2	4	4	-	0	1	2	1						
Mass.	-	4	14	43	109	-	1	5	13	18	-	1	6	7	11						
N.H.	-	1	12	14	26	-	0	3	4	8	-	0	1	1	4						
R.I.	-	0	4	2	5	1	0	2	4	-	-	0	10	-	1						
Vt.	1	0	2	6	2	-	0	1	-	2	-	0	3	1	-						
MID. ATLANTIC	10	9	24	88	257	1	9	55	145	292	2	11	53	120	125						
N.J.	-	2	9	17	47	-	3	10	38	107	-	1	13	6	20						
N.Y. (Upstate)	8	1	14	30	36	1	1	43	27	27	2	4	29	49	32						
N.Y. City	-	2	10	20	127	-	1	5	18	64	-	1	20	10	19						
Pa.	2	1	6	21	47	-	4	9	62	94	-	5	17	55	54						
E.N. CENTRAL	4	6	15	114	140	8	8	24	119	227	8	7	25	93	99						
Ill.	-	2	11	13	45	-	1	7	1	64	-	1	5	7	16						
Ind.	1	0	7	16	6	4	0	17	15	10	-	0	6	2	8						
Mich.	1	2	8	45	45	1	3	7	54	81	1	2	6	23	24						
Ohio	2	1	4	33	25	2	2	8	44	60	7	3	19	47	43						
Wis.	-	1	5	7	19	1	0	6	5	12	-	1	3	14	8						
W.N. CENTRAL	3	2	29	57	44	4	5	19	57	99	1	1	12	17	13						
Iowa	-	0	2	3	10	-	0	2	1	6	-	0	1	1	2						
Kans.	1	0	5	17	7	1	0	2	8	15	-	0	1	1	1						
Minn.	1	0	29	3	3	3	0	13	6	8	-	0	10	-	1						
Mo.	1	0	4	21	21	-	3	7	40	56	-	0	3	10	8						
Nebr.	-	0	3	8	3	-	0	2	2	13	1	0	2	3	-						
N. Dak.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	1						
S. Dak.	-	0	3	5	-	-	0	1	-	1	-	0	6	2	-						
S. ATLANTIC	3	12	34	202	225	21	23	65	442	631	1	9	19	127	90						
