
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending August 20, 2005 (WEEK 33)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal Disease, Invasive, Group A cummulative for 2005
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2005
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2004
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2005
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2005
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Congenital) cummulative for 2005
Syphilis (Congenital) cummulative for 2004

tab delimited data:
test
UNITED STATES	2,968	3,174	1,571	1,510	551	518	4,911	4,896	159	253											
NEW ENGLAND	115	214	79	97	44	74	132	130	-	1											
Maine	8	7	N	N	-	4	1	2	-	-											
N.H.	12	15	-	-	3	N	9	3	-	-											
Vt.	9	8	10	6	4	1	-	-	-	-											
Mass.	79	98	56	24	37	40	87	80	-	-											
R.I.	7	17	13	14	-	6	7	18	-	1											
Conn.	-	69	U	53	U	23	28	27	-	-											
MID. ATLANTIC	648	547	148	108	105	78	626	639	18	27											
Upstate N.Y.	202	181	58	47	48	53	54	58	3	1											
N.Y. City	113	83	U	U	19	U	393	386	5	12											
N.J.	130	119	N	N	17	7	86	105	10	13											
Pa.	203	164	90	61	21	18	93	90	-	1											
E.N. CENTRAL	599	738	416	345	152	124	507	570	24	31											
Ohio	146	171	261	240	60	59	141	150	2	2											
Ind.	78	76	145	105	38	26	42	40	1	2											
Ill.	115	203	10	-	47	1	248	236	8	5											
Mich.	231	221	-	N	-	N	54	123	11	22											
Wis.	29	67	N	N	7	38	22	21	2	-											
W.N. CENTRAL	200	220	35	16	63	65	152	112	1	3											
Minn.	72	111	-	-	39	43	41	17	-	1											
Iowa	N	N	N	N	-	N	2	5	-	-											
Mo.	57	46	29	12	5	9	92	66	1	1											
N. Dak.	7	10	1	-	2	2	-	-	-	-											
S. Dak.	18	9	3	4	-	-	-	-	-	-											
Nebr.	14	15	2	-	6	6	3	6	-	-											
Kans.	32	29	N	N	11	5	14	18	-	1											
S. ATLANTIC	624	630	626	777	63	36	1,268	1,221	27	41											
Del.	1	3	1	4	-	N	8	6	-	1											
Md.	141	100	-	-	41	24	219	231	9	6											
D.C.	7	5	15	7	2	4	70	37	-	1											
Va.	60	55	N	N	-	N	81	68	3	2											
W. Va.	19	18	92	85	20	8	3	3	-	-											
N.C.	89	85	N	N	U	U	173	114	8	6											
S.C.	24	48	-	78	-	N	38	80	2	10											
Ga.	114	155	109	187	-	N	214	214	-	2											
Fla.	169	161	409	416	-	N	462	468	5	13											
E.S. CENTRAL	127	167	124	104	7	11	269	267	16	19											
Ky.	27	51	23	22	N	N	26	27	-	1											
Tenn.	100	116	101	80	-	N	130	88	12	7											
Ala.	-	-	-	-	-	N	88	120	3	9											
Miss.	-	-	-	2	7	11	25	32	1	2											
W.S. CENTRAL	141	251	94	44	72	101	797	763	44	51											
Ark.	13	15	12	6	13	7	29	33	-	3											
La.	6	2	82	38	22	22	176	185	6	3											
Okla.	81	48	N	N	18	29	26	19	1	2											
Tex.	41	186	N	N	19	43	566	526	37	43											
MOUNTAIN	445	343	49	18	37	29	248	252	15	32											
Mont.	-	-	-	-	-	-	5	1	-	-											
Idaho	1	8	N	N	-	N	20	13	1	2											
Wyo.	3	6	21	6	-	-	-	1	-	-											
Colo.	167	69	N	N	36	29	29	46	-	-											
N. Mex.	32	74	-	N	-	-	32	62	2	2											
Ariz.	183	156	N	N	-	N	90	103	12	27											
Utah	58	28	27	10	1	-	4	7	-	1											
Nev.	1	2	1	2	-	-	68	19	-	-											
PACIFIC	69	64	-	1	8	-	912	942	14	48											
Wash.	N	N	N	N	N	N	87	73	-	-											
Oreg.	N	N	N	N	6	N	17	21	-	-											
Calif.	-	-	N	N	N	N	799	844	14	48											
Alaska	-	-	-	-	-	N	5	-	-	-											
Hawaii	69	64	-	1	2	-	4	4	-	-											
Guam	-	-	-	-	-	-	-	1	-	-											
P.R.	N	N	N	N	-	N	116	84	8	3											
V.I.	-	-	-	-	-	-	-	4	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


