
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 10, 2003 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2003
AIDS § cummulative for 2002
Chlamydia† cummulative for 2003
Chlamydia† cummulative for 2002
Coccidioidomycosis cummulative for 2003
Coccidioidomycosis cummulative for 2002
Cryptosporidiosis cummulative for 2003
Cryptosporidiosis cummulative for 2002
Encephalitis/Meningitis West Nile cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2002

tab delimited data:
test
UNITED STATES	15,551	12,786	281,321	295,101	1,265	1,478	606	747	-	-											
NEW ENGLAND	501	448	9,779	9,664	-	-	35	37	-	-											
Maine	23	8	718	501	N	N	2	1	-	-											
N.H.	12	12	520	587	-	-	2	9	-	-											
Vt.	6	5	375	271	-	-	7	8	-	-											
Mass.	227	236	3,822	3,856	-	-	17	10	-	-											
R.I.	39	40	1,185	953	-	-	5	5	-	-											
Conn.	194	147	3,159	3,496	N	N	2	4	-	-											
MID. ATLANTIC	3,357	2,473	30,020	31,953	-	-	76	106	-	-											
Upstate N.Y.	180	187	6,754	5,410	N	N	26	21	-	-											
N.Y. City	1,625	1,477	11,072	11,064	-	-	22	40	-	-											
N.J.	602	542	3,561	4,642	-	-	3	8	-	-											
Pa.	950	267	8,633	10,837	N	N	25	37	-	-											
E.N. CENTRAL	1,394	1,325	47,364	54,925	2	9	116	220	-	-											
Ohio	230	262	10,994	14,123	-	-	21	50	-	-											
Ind.	227	155	5,782	6,097	N	N	14	18	-	-											
Ill.	595	558	14,389	17,311	-	2	14	43	-	-											
Mich.	275	282	11,107	11,335	2	7	24	42	-	-											
Wis.	67	68	5,092	6,059	-	-	43	67	-	-											
W.N. CENTRAL	288	193	16,010	16,383	-	-	62	69	-	-											
Minn.	57	44	3,114	3,852	N	N	32	25	-	-											
Iowa	34	39	1,243	1,788	N	N	10	5	-	-											
Mo.	137	64	6,147	5,148	-	-	6	10	-	-											
N. Dak.	-	-	483	473	N	N	3	5	-	-											
S. Dak.	7	2	863	801	-	-	9	4	-	-											
Nebr.	22	21	1,608	1,671	-	-	2	14	-	-											
Kans.	31	23	2,552	2,650	N	N	-	6	-	-											
S. ATLANTIC	4,565	4,278	54,264	55,204	1	1	102	112	-	-											
Del.	81	81	1,139	1,002	N	N	1	1	-	-											
Md.	415	638	6,027	5,587	1	1	9	5	-	-											
D.C.	478	202	883	1,221	-	-	-	3	-	-											
Va.	427	276	6,705	5,954	-	-	11	1	-	-											
W. Va.	33	23	928	887	N	N	-	1	-	-											
N.C.	519	338	8,167	8,596	N	N	10	17	-	-											
S.C.	316	321	5,069	5,478	-	-	2	2	-	-											
Ga.	613	786	10,994	11,262	-	-	45	41	-	-											
Fla.	1,683	1,613	14,352	15,217	N	N	24	41	-	-											
E.S. CENTRAL	623	600	19,071	19,476	N	N	37	50	-	-											
Ky.	67	109	3,049	3,241	N	N	9	1	-	-											
Tenn.	270	252	6,707	6,140	N	N	8	26	-	-											
Ala.	143	117	4,943	6,119	-	-	17	19	-	-											
Miss.	143	122	4,372	3,976	N	N	3	4	-	-											
W.S. CENTRAL	1,661	1,452	37,089	39,210	-	-	25	14	-	-											
Ark.	48	97	2,507	2,485	-	-	1	4	-	-											
La.	195	363	5,529	6,643	N	N	1	3	-	-											
Okla.	75	77	3,662	3,802	N	N	3	3	-	-											
Tex.	1,343	915	25,391	26,280	-	-	20	4	-	-											
MOUNTAIN	586	434	16,434	18,543	914	1,001	33	45	-	-											
Mont.	8	6	410	677	N	N	6	3	-	-											
Idaho	10	8	940	832	N	N	6	15	-	-											
Wyo.	3	3	376	323	-	-	1	5	-	-											
Colo.	128	95	3,250	5,190	N	N	7	8	-	-											
N. Mex.	44	28	2,428	2,862	-	4	-	5	-	-											
Ariz.	272	176	5,638	5,598	897	979	3	5	-	-											
Utah	27	22	1,438	787	3	4	8	1	-	-											
Nev.	94	96	1,954	2,274	14	14	2	3	-	-											
PACIFIC	2,576	1,583	51,290	49,743	348	467	120	94	-	-											
Wash.	180	171	5,685	5,298	N	N	12	-	-	-											
Oreg.	108	152	2,832	2,428	-	-	12	11	-	-											
Calif.	2,246	1,235	41,141	39,114	348	467	96	82	-	-											
Alaska	9	2	1,325	1,362	-	-	-	-	-	-											
Hawaii	33	23	307	1,541	-	-	-	1	-	-											
Guam	2	1	-	-	-	-	-	-	-	-											
P.R.	437	377	447	17	N	N	N	N	-	-											
V.I.	13	50	-	64	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


