
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending November 7, 1998 (WEEK 44)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1998*
AIDS § cummulative for 1997
Chlamydia† cummulative for 1998
Chlamydia† cummulative for 1997
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1998
Gonorrhea cummulative for 1998
Gonorrhea cummulative for 1997
Hepatitis C/NA,NB cummulative for 1998
Hepatitis C/NA,NB cummulative for 1997

tab delimited data:
test
UNITED STATES	38,924	49,734	466,012	397,090	2,546	1,718	279,085	250,474	4,213	2,985											
NEW ENGLAND	1,539	2,104	15,762	15,244	295	238	4,502	5,063	85	50											
Maine	26	50	907	845	33	-	59	59	-	-											
N.H.	28	34	801	692	41	42	78	81	-	-											
Vt.	18	32	357	358	19	17	32	46	1	3											
Mass.	785	729	7,136	6,188	139	138	1,940	1,799	81	40											
R.I.	108	133	1,945	1,717	11	1	328	383	3	7											
Conn.	574	1,126	4,616	5,444	52	40	2,065	2,695	-	-											
MID. ATLANTIC	10,425	15,051	51,378	48,323	258	70	30,378	32,404	324	278											
Upstate N.Y.	1,249	2,264	N	N	191	-	5,422	5,649	243	205											
N.Y. City	5,885	8,005	29,672	23,096	7	12	13,242	12,099	-	-											
N.J.	1,909	2,978	8,620	8,469	60	48	5,470	6,441	-	-											
Pa.	1,382	1,804	13,086	16,758	N	10	6,244	8,215	81	73											
E.N. CENTRAL	2,741	3,695	75,931	53,633	399	282	54,503	34,292	441	476											
Ohio	562	766	21,723	19,000	108	60	14,120	12,427	7	17											
Ind.	448	459	4,656	7,664	91	47	4,082	5,062	7	12											
Ill.	1,044	1,515	22,899	U	99	39	18,817	U	31	81											
Mich.	531	726	17,813	17,628	101	62	13,659	12,711	396	341											
Wis.	156	229	8,840	9,341	N	74	3,825	4,092	-	25											
W.N. CENTRAL	754	1,011	25,514	27,648	443	362	13,019	12,170	264	53											
Minn.	146	175	5,246	5,690	186	191	2,023	1,987	9	3											
Iowa	60	92	2,063	3,827	91	49	660	976	8	25											
Mo.	367	506	10,292	10,261	44	59	7,448	6,292	241	10											
N. Dak.	5	10	616	725	10	16	51	61	-	3											
S. Dak.	15	8	1,334	1,137	30	34	197	126	-	-											
Nebr.	59	84	1,969	2,231	56	-	775	985	4	2											
Kans.	102	136	3,994	3,777	26	13	1,865	1,743	2	10											
S. ATLANTIC	10,118	12,299	94,399	78,830	219	141	78,124	77,690	156	207											
Del.	122	194	2,213	27	-	2	1,291	1,063	-	-											
Md.	1,400	1,729	6,285	6,141	33	12	8,153	9,847	10	8											
D.C.	751	956	N	N	1	-	3,102	3,729	-	-											
Va.	771	1,010	11,019	9,976	N	42	7,494	7,256	11	24											
W. Va.	72	108	2,187	2,470	9	7	673	788	6	16											
N.C.	704	762	18,613	14,354	52	46	16,189	14,260	19	44											
S.C.	640	688	14,264	10,635	11	8	9,146	9,810	7	35											
Ga.	1,055	1,466	19,216	12,933	69	-	16,247	15,251	9	-											
Fla.	4,603	5,386	20,602	22,294	44	24	15,829	15,686	94	80											
E.S. CENTRAL	1,598	1,741	33,041	29,861	105	39	32,449	29,838	175	316											
Ky.	249	321	5,450	5,359	30	-	3,183	3,474	19	12											
Tenn.	591	677	11,554	10,761	50	33	10,024	9,372	149	214											
Ala.	417	455	8,654	7,334	22	2	11,133	10,160	5	10											
Miss.	341	288	7,383	6,407	3	4	8,109	6,832	2	80											
W.S. CENTRAL	4,758	5,196	66,228	59,258	108	24	40,379	38,400	388	438											
Ark.	177	193	3,219	2,455	11	10	3,312	4,147	10	13											
La.	819	916	12,687	8,207	5	7	10,860	8,040	97	189											
Okla.	256	256	8,112	6,303	15	7	4,458	4,075	14	7											
Tex.	3,506	3,831	42,210	42,293	77	-	21,749	22,138	267	229											
MOUNTAIN	1,360	1,424	27,150	25,216	304	213	7,657	6,846	311	270											
Mont.	26	36	1,152	965	15	-	37	50	7	21											
Idaho	27	48	1,698	1,403	38	22	145	125	87	60											
Wyo.	3	13	610	505	53	55	29	44	63	66											
Colo.	254	346	6,712	6,204	73	61	1,945	1,965	29	30											
N. Mex.	189	146	3,114	3,249	18	13	762	738	83	50											
Ariz.	549	343	9,626	8,942	21	26	3,472	2,967	8	25											
Utah	114	125	1,823	1,476	75	21	192	232	23	4											
Nev.	198	367	2,415	2,472	11	15	1,075	725	11	14											
PACIFIC	5,631	7,213	76,609	59,077	415	349	18,074	13,771	2,069	897											
Wash.	375	570	9,283	7,731	93	104	1,649	1,639	21	24											
Oreg.	146	261	5,030	4,199	98	94	715	634	5	3											
Calif.	4,949	6,256	58,722	44,339	218	137	15,033	10,743	1,988	720											
Alaska	17	43	1,578	1,300	6	-	265	325	1	-											
Hawaii	144	83	1,996	1,508	N	14	412	430	54	150											
Guam	1	2	201	193	N	-	24	27	-	-											
P.R.	1,499	1,715	U	U	6	U	320	493	-	-											
V.I.	31	85	N	N	N	U	U	U	U	U											
Amer. Samoa	-	-	U	U	N	U	U	U	U	U											
C.N.M.I.	-	1	N	N	N	U	28	20	-	2											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1998 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


