
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending September 25, 2004 (WEEK 38)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2004
AIDS § cummulative for 2003
Chlamydia† cummulative for 2004
Chlamydia† cummulative for 2003
Coccidioidomycosis cummulative for 2004
Coccidioidomycosis cummulative for 2003
Cryptosporidiosis cummulative for 2004
Cryptosporidiosis cummulative for 2003
Encephalitis/Meningitis West Nile cummulative for 2004
Encephalitis/Meningitis West Nile cummulative for 2003

tab delimited data:
test
UNITED STATES	27,094	30,856	634,401	622,372	4,273	2,621	2,356	2,321	632	2,584											
NEW ENGLAND	873	1,058	22,054	20,000	-	-	130	142	-	22											
Maine	15	49	1,480	1,436	N	N	17	16	-	-											
N.H.	30	25	1,229	1,138	-	-	25	17	-	2											
Vt.	13	14	750	768	-	-	21	24	-	-											
Mass.	289	475	9,921	7,918	-	-	42	62	-	11											
R.I.	98	79	2,463	2,187	-	-	4	12	-	2											
Conn.	428	416	6,211	6,553	N	N	21	11	-	7											
MID. ATLANTIC	5,955	6,860	78,248	77,177	-	-	315	294	8	181											
Upstate N.Y.	683	672	16,267	14,111	N	N	85	81	1	-											
N.Y. City	3,288	3,508	24,052	24,934	-	-	64	86	2	48											
N.J.	1,014	1,206	11,389	11,441	-	-	22	13	-	17											
Pa.	970	1,474	26,540	26,691	N	N	144	114	5	116											
E.N. CENTRAL	2,398	2,919	107,130	112,543	12	7	688	710	36	117											
Ohio	487	554	25,280	30,611	N	N	184	87	4	65											
Ind.	276	378	13,328	12,564	N	N	73	71	2	14											
Ill.	1,126	1,342	28,523	34,669	-	-	69	76	21	23											
Mich.	386	509	27,361	22,304	12	7	123	95	5	9											
Wis.	123	136	12,638	12,395	-	-	239	381	4	6											
W.N. CENTRAL	597	567	38,951	36,017	5	2	288	378	59	652											
Minn.	149	110	6,965	7,900	N	N	101	108	11	45											
Iowa	47	63	4,864	3,757	N	N	63	71	7	77											
Mo.	263	268	14,981	12,975	3	1	47	28	19	31											
N. Dak.	14	3	1,086	1,149	N	N	9	11	2	94											
S. Dak.	7	8	1,857	1,859	-	-	23	32	5	145											
Nebr.	33	38	3,699	3,317	2	1	23	12	2	183											
Kans.	84	77	5,499	5,060	N	N	22	116	13	77											
S. ATLANTIC	8,434	8,966	125,587	117,363	-	3	391	255	42	149											
Del.	108	183	2,092	2,160	N	N	-	3	-	10											
Md.	991	1,147	13,956	11,724	-	3	14	16	5	43											
D.C.	523	764	2,390	2,293	-	-	11	8	1	3											
Va.	481	697	15,268	13,784	-	-	42	32	2	16											
W. Va.	57	60	2,077	1,865	N	N	4	4	-	1											
N.C.	427	852	21,309	19,004	N	N	57	30	2	15											
S.C.	509	597	14,734	10,200	-	-	15	5	-	2											
Ga.	1,185	1,375	23,432	25,691	-	-	149	87	6	16											
Fla.	4,153	3,291	30,329	30,642	N	N	99	70	26	43											
E.S. CENTRAL	1,336	1,424	41,237	40,649	4	1	99	99	38	75											
Ky.	160	111	4,088	5,934	N	N	30	20	1	11											
Tenn.	533	607	16,242	14,731	N	N	28	32	5	17											
Ala.	316	344	8,839	10,677	-	-	20	37	12	21											
Miss.	327	362	12,068	9,307	4	1	21	10	20	26											
W.S. CENTRAL	3,181	3,116	79,112	77,403	2	-	61	79	110	529											
Ark.	134	146	5,326	5,743	1	-	14	12	5	18											
La.	655	417	16,584	15,021	1	-	2	2	42	77											
Okla.	133	162	8,182	8,379	N	N	16	10	4	43											
Tex.	2,259	2,391	49,020	48,260	-	-	29	55	59	391											
MOUNTAIN	973	1,185	35,101	35,484	2,751	1,742	134	100	214	859											
Mont.	5	11	1,637	1,397	N	N	34	17	1	75											
Idaho	15	18	2,066	1,784	N	N	19	20	-	-											
Wyo.	15	5	778	718	2	1	3	3	2	92											
Colo.	166	313	8,557	9,380	N	N	46	26	32	614											
N. Mex.	140	90	4,212	5,465	16	7	10	8	26	72											
Ariz.	385	485	11,669	9,953	2,664	1,700	17	5	125	4											
Utah	54	47	2,416	2,698	25	6	3	14	5	-											
Nev.	193	216	3,766	4,089	44	28	2	7	23	2											
PACIFIC	3,347	4,761	106,981	105,736	1,499	866	250	264	125	-											
Wash.	291	309	12,882	11,781	N	N	36	25	-	-											
Oreg.	219	184	5,972	5,092	-	-	29	32	-	-											
Calif.	2,727	4,184	83,469	82,160	1,499	866	183	207	125	-											
Alaska	37	13	2,663	2,792	-	-	-	-	-	-											
Hawaii	73	71	1,995	3,911	-	-	2	-	-	-											
Guam	2	5	-	459	-	-	-	-	-	-											
P.R.	403	787	2,368	1,732	N	N	N	N	-	-											
V.I.	10	25	143	295	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	32	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


