
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending January 21, 2006 (WEEK 03)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	9,379	18,509	20,410	29,524	47,531	17	88	305	133	201	12	68	865	61	87						
NEW ENGLAND	380	593	1,157	1,208	1,897	-	0	0	-	-	-	3	34	1	2						
Conn.	4	146	818	58	510	N	0	0	N	N	-	0	14	-	-						
Maine	14	43	74	88	146	N	0	0	N	N	-	0	2	-	-						
Mass.	245	276	417	712	858	-	0	0	-	-	-	1	16	-	1						
N.H.	24	34	65	76	113	-	0	0	-	-	-	0	3	1	-						
R.I.	57	63	99	201	215	-	0	0	-	-	-	0	4	-	-						
Vt.	36	19	43	73	55	-	0	0	-	-	-	0	5	-	1						
MID. ATLANTIC	1,488	2,269	3,103	3,422	5,042	-	0	0	-	-	2	9	613	9	19						
N.J.	76	359	529	166	1,062	N	0	0	N	N	-	0	11	-	-						
N.Y. (Upstate)	269	498	1,390	385	447	N	0	0	N	N	-	3	574	-	2						
N.Y. City	762	695	1,168	1,220	1,478	-	0	0	-	-	-	2	15	1	7						
Pa.	381	736	1,079	1,651	2,055	N	0	0	N	N	2	3	21	8	10						
E.N. CENTRAL	1,652	3,069	4,043	4,989	7,627	-	0	3	1	-	-	12	162	12	18						
Ill.	630	850	1,647	1,577	1,820	-	0	0	-	-	-	1	15	-	3						
Ind.	255	381	558	937	1,276	N	0	0	N	N	-	1	13	-	-						
Mich.	533	538	1,015	1,636	476	-	0	3	1	-	-	2	7	4	2						
Ohio	117	806	1,714	435	2,871	N	0	0	N	N	-	4	109	8	8						
Wis.	117	374	490	404	1,184	N	0	0	N	N	-	4	38	-	5						
W.N. CENTRAL	618	1,110	1,292	1,792	3,123	-	0	3	-	-	4	8	51	9	8						
Iowa	88	136	221	286	345	N	0	0	N	N	-	1	11	-	1						
Kans.	197	136	240	199	442	N	0	0	N	N	2	0	5	4	2						
Minn.	-	225	292	11	737	-	0	3	-	-	1	2	10	2	-						
Mo.	314	441	606	1,055	1,147	-	0	1	-	-	1	3	37	3	4						
Nebr.	13	97	200	121	241	-	0	1	-	-	-	0	1	-	-						
N. Dak.	6	23	38	55	52	N	0	0	N	N	-	0	1	-	-						
S. Dak.	-	51	86	65	159	-	0	0	-	-	-	0	4	-	1						
S. ATLANTIC	1,742	3,269	4,679	6,306	8,570	1	0	1	1	-	5	11	52	22	15						
Del.	41	67	92	191	190	N	0	0	N	N	-	0	2	-	-						
D.C.	-	71	103	101	227	-	0	0	-	-	1	0	3	1	-						
Fla.	473	857	1,001	1,786	2,124	N	0	0	N	N	4	5	28	11	6						
Ga.	-	585	1,012	-	909	-	0	0	-	-	-	2	7	1	3						
Md.	227	358	526	953	894	1	0	1	1	-	-	0	4	2	2						
