
TABLE IV.  Provisional cases of selected notifiable diseases, United States,  quarter ending January 3, 2009 (53 WEEK)

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS * current quarter
AIDS * previous 4 quarters median 
AIDS * previous 4 quarters maximum 
AIDS * cummulative for 2009
AIDS * cummulative for 2008
HIV/AIDS * current quarter
HIV/AIDS * previous 4 quarters median 
HIV/AIDS * previous 4 quarters maximum 
HIV/AIDS * cummulative for 2009
HIV/AIDS * cummulative for 2008
Tuberculosis current quarter
Tuberculosis previous 4 quarters median 
Tuberculosis previous 4 quarters maximum 
Tuberculosis cummulative for 2009
Tuberculosis cummulative for 2008

tab delimited data:
test
UNITED STATES	-	0	0	-	-	-	0	0	-	-	2,218	2,096	2,797	9,795	12,859						
NEW ENGLAND	-	0	0	-	-	-	0	0	-	-	19	19	46	144	186						
Conn.	-	0	0	-	-	-	0	0	-	-	9	9	33	90	108						
Maine	-	0	0	-	-	-	0	0	-	-	2	1	3	8	19						
Mass.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
N.H.	-	0	0	-	-	-	0	0	-	-	5	2	5	16	11						
R.I.	-	0	0	-	-	-	0	0	-	-	3	3	8	26	45						
Vt.	-	0	0	-	-	-	0	0	-	-	-	0	2	4	3						
MID. ATLANTIC	-	0	0	-	-	-	0	0	-	-	544	410	544	1,976	1,918						
N.J.	-	0	0	-	-	-	0	0	-	-	106	69	106	380	467						
N.Y. (Upstate)	-	0	0	-	-	-	0	0	-	-	64	54	89	271	261						
N.Y. City	-	0	0	-	-	-	0	0	-	-	243	196	253	938	914						
Pa.	-	0	0	-	-	-	0	0	-	-	131	66	131	387	276						
E.N. CENTRAL	-	0	0	-	-	-	0	0	-	-	223	154	228	806	1,196						
Ill.	-	0	0	-	-	-	0	0	-	-	136	46	136	363	521						
Ind.	-	0	0	-	-	-	0	0	-	-	26	26	37	118	128						
Mich.	-	0	0	-	-	-	0	0	-	-	-	0	20	52	226						
Ohio	-	0	0	-	-	-	0	0	-	-	49	49	58	212	251						
Wis.	-	0	0	-	-	-	0	0	-	-	12	10	20	61	70						
W.N. CENTRAL	-	0	0	-	-	-	0	0	-	-	88	86	101	376	498						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	15	34	43						
Kans.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	53						
Minn.	-	0	0	-	-	-	0	0	-	-	62	35	62	189	238						
Mo.	-	0	0	-	-	-	0	0	-	-	16	16	40	105	119						
Nebr.	-	0	0	-	-	-	0	0	-	-	8	3	14	32	25						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	7						
S. Dak.	-	0	0	-	-	-	0	0	-	-	2	2	9	16	13						
S. ATLANTIC	-	0	0	-	-	-	0	0	-	-	311	311	473	1,576	2,621						
Del.	-	0	0	-	-	-	0	0	-	-	-	0	7	12	20						
D.C.	-	0	0	-	-	-	0	0	-	-	6	6	16	49	60						
Fla.	-	0	0	-	-	-	0	0	-	-	130	130	229	723	989						
Ga.	-	0	0	-	-	-	0	0	-	-	9	9	98	247	385						
Md.	-	0	0	-	-	-	0	0	-	-	68	50	73	263	271						
N.C.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	345						
S.C.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	218						
Va.	-	0	0	-	-	-	0	0	-	-	87	34	87	254	309						
W. Va.	-	0	0	-	-	-	0	0	-	-	11	4	11	28	24						
E.S. CENTRAL	-	0	0	-	-	-	0	0	-	-	151	97	189	606	666						
Ala.	-	0	0	-	-	-	0	0	-	-	45	32	46	169	175						
Ky.	-	0	0	-	-	-	0	0	-	-	18	4	30	80	120						
Miss.	-	0	0	-	-	-	0	0	-	-	32	17	32	99	137						
Tenn.	-	0	0	-	-	-	0	0	-	-	56	44	85	258	234						
W.S. CENTRAL	-	0	0	-	-	-	0	0	-	-	185	185	416	1,341	1,982						
Ark.	-	0	0	-	-	-	0	0	-	-	22	8	22	72	106						
La.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	218						
Okla.	-	0	0	-	-	-	0	0	-	-	24	18	28	94	148						
Tex.	-	0	0	-	-	-	0	0	-	-	139	139	376	1,175	1,510						
MOUNTAIN	-	0	0	-	-	-	0	0	-	-	80	80	94	348	603						
Ariz.	-	0	0	-	-	-	0	0	-	-	53	43	61	212	301						
Colo.	-	0	0	-	-	-	0	0	-	-	1	0	1	3	109						
Idaho	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Nev.	-	0	0	-	-	-	0	0	-	-	-	0	29	50	101						
N. Mex.	-	0	0	-	-	-	0	0	-	-	19	10	19	58	51						
Utah	-	0	0	-	-	-	0	0	-	-	7	5	8	25	41						
Wyo.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
PACIFIC	-	0	0	-	-	-	0	0	-	-	617	485	779	2,622	3,189						
Alaska	-	0	0	-	-	-	0	0	-	-	12	9	13	44	51						
Calif.	-	0	0	-	-	-	0	0	-	-	564	449	730	2,378	2,725						
Hawaii	-	0	0	-	-	-	0	0	-	-	27	22	39	118	122						
Oreg.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Wash.	-	0	0	-	-	-	0	0	-	-	14	1	58	82	291						
Amer. Samoa	U	0	0	U	U	-	0	0	-	-	-	0	0	-	3						
C.N.M.I.	-	-	-	-	U	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	9	8	18	51	98						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
Cum: Cumulative year-to-date counts.
Min: Minimum.
Max: Maximum.

* AIDS and HIV/AIDS data are not updated for this quarter because of upgrading of 
the national HIV/AIDS surveillance data management system.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


