
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending March 18, 2000 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Gonorrhea cummulative for 2000
Gonorrhea cummulative for 1999
Hepatitis C/NA,NB cummulative for 2000
Hepatitis C/NA,NB cummulative for 1999
Legionellosis cummulative for 2000
Legionellosis cummulative for 1999
Lyme Disease cummulative for 2000
Lyme Disease cummulative for 1999

tab delimited data:
test
UNITED STATES	52,130	76,133	413	739	124	189	593	915													
NEW ENGLAND	1,253	1,545	-	2	9	12	87	225													
Maine	15	10	-	-	2	2	-	1													
N.H.	19	18	-	-	2	1	15	-													
Vt.	10	13	-	1	-	3	-	-													
Mass.	463	604	-	1	3	3	44	95													
R.I.	111	115	-	-	-	1	-	2													
Conn.	635	785	-	-	2	2	28	127													
MID. ATLANTIC	3,100	9,231	10	30	20	52	396	490													
Upstate N.Y.	1,077	1,163	10	18	11	12	176	112													
N.Y. City	-	3,825	-	-	-	8	2	16													
N.J.	321	1,588	-	-	-	5	-	114													
Pa.	1,702	2,655	-	12	9	27	218	248													
E.N. CENTRAL	11,282	13,113	57	393	31	58	4	33													
Ohio	2,656	3,504	-	-	17	15	4	9													
Ind.	1,036	1,450	-	-	5	4	-	1													
Ill.	3,281	4,183	3	7	1	10	-	2													
Mich.	3,377	2,934	54	109	7	17	-	1													
Wis.	932	1,042	-	277	1	12	U	20													
W.N. CENTRAL	1,797	4,227	53	45	7	7	22	13													
Minn.	484	608	-	-	1	-	6	2													
Iowa	133	179	-	-	2	3	-	2													
Mo.	367	2,520	48	40	4	2	5	3													
N. Dak.	-	14	-	-	-	-	-	1													
S. Dak.	54	35	-	-	-	1	-	-													
Nebr.	211	388	1	1	-	1	-	-													
Kans.	548	483	4	4	-	-	11	5													
S. ATLANTIC	13,155	22,429	19	46	28	23	61	107													
Del.	321	376	-	-	2	2	1	5													
Md.	604	3,251	2	19	8	4	44	85													
D.C.	503	1,522	-	-	-	-	-	1													
Va.	1,870	2,259	-	6	3	4	5	-													
W. Va.	105	130	1	4	N	N	4	1													
N.C.	3,625	4,201	7	10	3	4	4	13													
S.C.	574	2,264	-	6	2	4	-	1													
Ga.	2,345	3,948	-	1	-	-	-	-													
Fla.	3,208	4,478	9	-	10	5	3	1													
E.S. CENTRAL	7,026	7,712	83	47	3	11	-	12													
Ky.	682	792	9	5	1	5	-	-													
Tenn.	2,286	2,367	20	22	1	5	-	4													
Ala.	2,244	2,785	3	1	1	1	-	5													
Miss.	1,814	1,768	51	19	-	-	-	3													
W.S. CENTRAL	9,119	10,372	94	83	-	1	-	-													
Ark.	486	585	3	3	-	-	-	-													
La.	2,558	2,158	36	61	-	1	-	-													
Okla.	697	905	-	2	-	-	-	-													
Tex.	5,378	6,724	55	17	-	-	-	-													
MOUNTAIN	1,829	2,083	58	58	9	12	1	2													
Mont.	-	4	-	4	-	-	-	-													
Idaho	4	25	-	4	1	-	-	-													
Wyo.	17	8	42	21	1	-	-	1													
Colo.	775	454	8	8	4	1	-	-													
N. Mex.	77	187	4	7	-	1	-	1													
Ariz.	646	1,076	4	11	-	1	1	-													
Utah	69	40	-	1	3	5	-	-													
Nev.	241	289	-	2	-	4	-	-													
PACIFIC	3,569	5,421	39	35	17	13	22	33													
Wash.	492	456	4	2	5	2	-	-													
Oreg.	110	200	8	4	N	N	1	1													
Calif.	2,828	4,569	27	29	12	11	21	32													
Alaska	62	80	-	-	-	-	-	-													
Hawaii	77	116	-	-	-	-	N	N													
Guam	-	16	-	-	-	-	-	-													
P.R.	30	67	1	-	-	-	N	N													
V.I.	-	U	-	U	-	U	-	U													
Amer. Samoa	-	U	-	U	-	U	-	U													
C.N.M.I.	-	U	-	U	-	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


