
TABLE IV.  Provisional cases of selected notifiable diseases, United States,  quarter ending October 2, 2010 (WEEK 39)

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS * current quarter
AIDS * previous 4 quarters median 
AIDS * previous 4 quarters maximum 
AIDS * cummulative for 2010
AIDS * cummulative for 2009
HIV/AIDS * current quarter
HIV/AIDS * previous 4 quarters median 
HIV/AIDS * previous 4 quarters maximum 
HIV/AIDS * cummulative for 2010
HIV/AIDS * cummulative for 2009
Tuberculosis † current quarter
Tuberculosis † previous 4 quarters median 
Tuberculosis † previous 4 quarters maximum 
Tuberculosis † cummulative for 2010
Tuberculosis † cummulative for 2009

tab delimited data:
test
UNITED STATES	-	-	-	-	-	-	-	-	-	-	1,014	1,014	3,201	4,954	8,197						
NEW ENGLAND	-	-	-	-	-	-	-	-	-	-	40	40	106	195	285						
Conn.	-	-	-	-	-	-	-	-	-	-	4	4	26	38	69						
Maine	-	-	-	-	-	-	-	-	-	-	-	-	4	5	8						
Mass.	-	-	-	-	-	-	-	-	-	-	33	33	67	126	174						
N.H.	-	-	-	-	-	-	-	-	-	-	-	-	3	6	14						
R.I.	-	-	-	-	-	-	-	-	-	-	3	3	9	19	16						
Vt.	-	-	-	-	-	-	-	-	-	-	-	-	2	1	4						
MID. ATLANTIC	-	-	-	-	-	-	-	-	-	-	182	182	466	898	1,177						
N.J.	-	-	-	-	-	-	-	-	-	-	114	47	139	254	266						
N.Y. (Upstate)	-	-	-	-	-	-	-	-	-	-	34	34	60	135	190						
N.Y. City	-	-	-	-	-	-	-	-	-	-	-	-	198	392	565						
Pa.	-	-	-	-	-	-	-	-	-	-	34	24	76	117	156						
E.N. CENTRAL	-	-	-	-	-	-	-	-	-	-	42	42	289	309	632						
Ill.	-	-	-	-	-	-	-	-	-	-	-	-	175	60	242						
Ind.	-	-	-	-	-	-	-	-	-	-	22	12	36	58	82						
Mich.	-	-	-	-	-	-	-	-	-	-	1	1	36	72	108						
Ohio	-	-	-	-	-	-	-	-	-	-	3	3	41	74	144						
Wis.	-	-	-	-	-	-	-	-	-	-	16	10	19	45	56						
W.N. CENTRAL	-	-	-	-	-	-	-	-	-	-	37	37	99	150	255						
Iowa	-	-	-	-	-	-	-	-	-	-	3	3	9	18	33						
Kans.	-	-	-	-	-	-	-	-	-	-	-	-	9	1	55						
Minn.	-	-	-	-	-	-	-	-	-	-	22	22	57	87	104						
Mo.	-	-	-	-	-	-	-	-	-	-	-	-	10	11	29						
Nebr.	-	-	-	-	-	-	-	-	-	-	7	3	14	18	18						
N. Dak.	-	-	-	-	-	-	-	-	-	-	-	-	2	-	3						
S. Dak.	-	-	-	-	-	-	-	-	-	-	5	3	7	15	13						
S. ATLANTIC	-	-	-	-	-	-	-	-	-	-	282	282	581	1,229	1,643						
Del.	-	-	-	-	-	-	-	-	-	-	-	-	7	12	15						
D.C.	-	-	-	-	-	-	-	-	-	-	4	4	13	21	29						
Fla.	-	-	-	-	-	-	-	-	-	-	86	86	233	528	643						
Ga.	-	-	-	-	-	-	-	-	-	-	70	70	117	285	327						
Md.	-	-	-	-	-	-	-	-	-	-	55	42	76	148	142						
N.C.	-	-	-	-	-	-	-	-	-	-	-	-	68	-	180						
S.C.	-	-	-	-	-	-	-	-	-	-	22	10	53	85	120						
Va.	-	-	-	-	-	-	-	-	-	-	43	43	101	137	171						
W. Va.	-	-	-	-	-	-	-	-	-	-	2	2	7	13	16						
E.S. CENTRAL	-	-	-	-	-	-	-	-	-	-	131	97	174	381	394						
Ala.	-	-	-	-	-	-	-	-	-	-	35	35	42	118	126						
Ky.	-	-	-	-	-	-	-	-	-	-	16	-	43	44	32						
Miss.	-	-	-	-	-	-	-	-	-	-	34	18	34	81	88						
Tenn.	-	-	-	-	-	-	-	-	-	-	46	37	55	138	148						
W.S. CENTRAL	-	-	-	-	-	-	-	-	-	-	60	60	545	573	1,332						
Ark.	-	-	-	-	-	-	-	-	-	-	3	3	30	31	52						
La.	-	-	-	-	-	-	-	-	-	-	41	7	85	111	108						
Okla.	-	-	-	-	-	-	-	-	-	-	16	11	36	45	65						
Tex.	-	-	-	-	-	-	-	-	-	-	-	-	394	386	1,107						
MOUNTAIN	-	-	-	-	-	-	-	-	-	-	41	41	165	211	372						
Ariz.	-	-	-	-	-	-	-	-	-	-	-	-	81	53	152						
Colo.	-	-	-	-	-	-	-	-	-	-	11	8	27	37	58						
Idaho	-	-	-	-	-	-	-	-	-	-	2	-	8	10	12						
Mont.	-	-	-	-	-	-	-	-	-	-	-	-	1	-	7						
Nev.	-	-	-	-	-	-	-	-	-	-	21	1	43	65	79						
N. Mex.	-	-	-	-	-	-	-	-	-	-	5	5	14	30	35						
Utah	-	-	-	-	-	-	-	-	-	-	2	2	10	15	27						
Wyo.	-	-	-	-	-	-	-	-	-	-	-	-	1	1	2						
PACIFIC	-	-	-	-	-	-	-	-	-	-	199	199	776	1,008	2,107						
Alaska	-	-	-	-	-	-	-	-	-	-	-	-	15	-	22						
Calif.	-	-	-	-	-	-	-	-	-	-	132	132	636	720	1,749						
Hawaii	-	-	-	-	-	-	-	-	-	-	23	23	25	71	92						
Oreg.	-	-	-	-	-	-	-	-	-	-	15	15	24	59	65						
Wash.	-	-	-	-	-	-	-	-	-	-	29	29	77	158	179						
