
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending March 5, 2005 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
Tuberculosis cummulative for 2005
Tuberculosis cummulative for 2004
Typhoid Fever cummulative for 2005
Typhoid Fever cummulative for 2004
Varicella (Chicken Pox) cummulative for 2005
Varicella (Chicken Pox) cummulative for 2004
West Nile virus disease § Neuroinvasive cummulative for 2005
West Nile virus disease § Neuroinvasive cummulative for 2004
West Nile virus disease § Non-neuroinvasive † cummulative for 2005

tab delimited data:
test
UNITED STATES	931	1,595	24	45	3,388	3,238	-	-	-												
NEW ENGLAND	39	46	-	6	71	154	-	-	-												
Maine	-	-	-	-	60	7	-	-	-												
N.H.	2	-	-	-	-	-	-	-	-												
Vt.	-	-	-	-	10	147	-	-	-												
Mass.	26	24	-	6	1	-	-	-	-												
R.I.	-	9	-	-	-	-	-	-	-												
Conn.	11	13	-	-	-	-	-	-	-												
MID. ATLANTIC	279	262	6	11	594	9	-	-	-												
Upstate N.Y.	25	27	-	-	-	-	-	-	-												
N.Y. City	163	159	1	5	-	-	-	-	-												
N.J.	53	42	2	4	-	-	-	-	-												
Pa.	38	34	3	2	594	9	-	-	-												
E.N. CENTRAL	162	137	1	2	1,489	1,377	-	-	-												
Ohio	25	24	-	1	250	398	-	-	-												
Ind.	17	30	1	-	N	N	-	-	-												
Ill.	94	64	-	-	2	-	-	-	-												
Mich.	13	10	-	1	1,153	831	-	-	-												
Wis.	13	9	-	-	84	148	-	-	-												
W.N. CENTRAL	49	46	1	-	22	41	-	-	-												
Minn.	18	17	1	-	-	-	-	-	-												
Iowa	7	5	-	-	N	N	-	-	-												
Mo.	15	16	-	-	1	-	-	-	-												
N. Dak.	1	-	-	-	2	22	-	-	-												
S. Dak.	-	-	-	-	19	19	-	-	-												
Nebr.	1	2	-	-	-	-	-	-	-												
Kans.	7	6	-	-	-	-	-	-	N												
S. ATLANTIC	178	321	4	7	350	304	-	-	-												
Del.	-	3	-	-	1	-	-	-	-												
Md.	28	21	1	2	-	-	-	-	-												
D.C.	20	4	-	-	-	4	-	-	-												
Va.	-	18	-	1	28	23	-	-	-												
W. Va.	6	4	-	-	289	233	-	-	N												
N.C.	20	17	1	2	-	N	-	-	-												
S.C.	20	16	-	-	32	44	-	-	-												
Ga.	2	112	1	-	-	-	-	-	-												
Fla.	82	126	1	2	-	-	-	-	-												
E.S. CENTRAL	58	75	2	-	-	-	-	-	-												
Ky.	19	6	1	-	N	N	-	-	-												
Tenn.	39	26	1	-	-	-	-	-	-												
Ala.	-	30	-	-	-	-	-	-	-												
Miss.	-	13	-	-	-	-	-	-	-												
W.S. CENTRAL	30	329	-	5	169	885	-	-	-												
Ark.	11	13	-	-	-	-	-	-	-												
La.	-	-	-	-	4	30	-	-	-												
Okla.	19	20	-	-	-	-	-	-	-												
Tex.	-	296	-	5	165	855	-	-	-												
MOUNTAIN	15	45	1	2	693	468	-	-	-												
Mont.	-	-	-	-	-	-	-	-	-												
Idaho	-	-	-	-	-	-	-	-	-												
Wyo.	-	-	-	-	26	11	-	-	-												
Colo.	-	11	-	-	487	309	-	-	-												
N. Mex.	1	5	-	-	36	16	-	-	-												
Ariz.	12	19	1	1	-	-	-	-	-												
Utah	2	9	-	1	144	132	-	-	-												
Nev.	-	1	-	-	-	-	-	-	-												
PACIFIC	121	334	9	12	-	-	-	-	-												
Wash.	36	37	-	1	N	N	-	-	-												
Oreg.	12	11	1	-	-	-	-	-	-												
Calif.	50	257	5	8	-	-	-	-	-												
Alaska	2	7	-	-	-	-	-	-	-												
Hawaii	21	22	3	3	-	-	-	-	-												
Guam	-	12	-	-	-	16	-	-	-												
P.R.	-	5	-	-	22	70	-	-	-												
V.I.	-	-	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	-												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).

§ Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious Diseases 
(ArboNet Surveillance).

† Not previously notifiable.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


