
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending August 15, 2009 (WEEK 32)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	103	267	1,697	7,800	5,196	53	67	138	2,140	2,551	14	33	179	852	1,232						
NEW ENGLAND	1	15	30	379	605	9	8	15	210	234	-	0	2	7	4						
Conn.	-	1	4	22	37	8	3	10	93	111	-	0	0	-	-						
Maine	-	1	10	64	22	1	1	5	34	31	-	0	2	4	1						
Mass.	-	9	26	224	469	-	0	0	-	-	-	0	1	3	1						
N.H.	1	1	7	50	20	-	1	7	23	25	-	0	0	-	1						
R.I.	-	0	5	11	49	-	0	3	27	21	-	0	2	-	1						
Vt.	-	0	2	8	8	-	1	4	33	46	-	0	0	-	-						
MID. ATLANTIC	15	24	64	676	611	11	15	27	370	560	2	1	29	39	88						
N.J.	-	4	12	117	128	-	0	0	-	-	-	0	4	-	61						
N.Y. (Upstate)	3	5	41	118	221	11	8	20	252	296	1	0	29	6	10						
N.Y. City	-	0	21	48	49	-	0	2	-	11	-	0	4	21	8						
Pa.	12	12	33	393	213	-	5	17	118	253	1	0	2	12	9						
E.N. CENTRAL	26	50	238	1,582	870	15	2	28	133	125	-	1	15	44	90						
Ill.	-	13	45	260	151	8	1	20	59	45	-	1	9	29	67						
Ind.	-	4	158	142	28	-	0	6	7	3	-	0	3	1	2						
Mich.	6	10	21	380	129	2	1	9	40	48	-	0	2	5	2						
