
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending January 18, 1997 (WEEK 03)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1997*
AIDS § cummulative for 1996
Chlamydia† cummulative for 1997
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1997
Escherichia coli O157:H7 PHLIS cummulative for 1997
Gonorrhea cummulative for 1997
Gonorrhea cummulative for 1996
Hepatitis C/NA,NB cummulative for 1997
Hepatitis C/NA,NB cummulative for 1996

tab delimited data:
test
UNITED STATES	-	1,800	9,564	12,844	36	-	8,614	16,291	72	122											
NEW ENGLAND	-	2	698	842	1	-	277	437	-	-											
Maine	-	-	-	-	-	-	-	2	-	-											
N.H.	-	2	2	33	-	-	-	7	-	-											
Vt.	-	-	10	27	-	-	1	9	-	-											
Mass.	-	-	431	346	1	-	142	184	-	-											
R.I.	-	-	91	100	-	-	33	32	-	-											
Conn.	-	-	164	336	-	-	101	203	-	-											
MID. ATLANTIC	-	811	414	269	-	-	202	1,366	-	4											
Upstate N.Y.	-	12	N	N	-	-	-	-	-	3											
N.Y. City	-	682	-	-	-	-	-	713	-	1											
N.J.	-	114	312	269	-	-	191	197	-	-											
Pa.	-	3	102	-	N	-	11	456	-	-											
E.N. CENTRAL	-	120	1,705	3,934	3	-	1,599	3,634	32	16											
Ohio	-	66	659	828	1	-	601	738	3	-											
Ind.	-	-	269	-	1	-	220	499	1	-											
Ill.	-	3	605	1,297	-	-	317	1,095	-	4											
Mich.	-	36	153	1,202	1	-	434	964	28	12											
Wis.	-	15	19	607	N	-	27	338	-	-											
W.N. CENTRAL	-	72	630	1,303	8	-	321	833	2	1											
Minn.	-	20	-	-	5	-	U	-	-	-											
Iowa	-	-	-	-	3	-	-	-	2	-											
Mo.	-	51	472	624	-	-	276	592	-	1											
N. Dak.	-	-	37	37	-	-	2	-	-	-											
S. Dak.	-	-	49	30	-	-	9	4	-	-											
Nebr.	-	-	17	366	-	-	2	59	-	-											
Kans.	-	1	55	246	-	-	32	178	-	-											
S. ATLANTIC	-	87	2,123	1,638	3	-	3,792	6,345	7	4											
Del.	-	-	-	-	-	-	69	86	-	-											
Md.	-	65	258	123	-	-	652	863	3	-											
D.C.	-	2	N	N	-	-	331	278	-	-											
Va.	-	1	395	638	N	-	325	590	-	-											
W. Va.	-	6	-	-	N	-	15	33	-	3											
N.C.	-	1	-	-	2	-	986	722	3	-											
S.C.	-	-	-	-	-	-	262	1,004	1	1											
Ga.	-	8	590	-	1	-	539	1,984	U	-											
Fla.	-	4	880	877	-	-	613	785	-	-											
E.S. CENTRAL	-	46	862	1,255	2	-	1,041	1,606	9	29											
Ky.	-	2	290	307	1	-	229	221	-	-											
Tenn.	-	26	153	499	1	-	133	547	2	29											
Ala.	-	-	419	445	-	-	679	735	1	-											
Miss.	-	18	-	4	-	-	-	103	6	-											
W.S. CENTRAL	-	39	666	323	1	-	749	509	1	26											
Ark.	-	19	26	61	1	-	62	253	-	-											
La.	-	18	332	-	-	-	402	60	1	1											
Okla.	-	1	308	262	-	-	285	196	-	25											
Tex.	-	1	-	-	-	-	-	-	-	-											
MOUNTAIN	-	54	863	582	8	-	217	484	19	34											
Mont.	-	2	22	-	-	-	4	1	2	2											
Idaho	-	-	70	64	-	-	9	5	5	6											
Wyo.	-	-	25	31	-	-	3	4	8	8											
Colo.	-	-	-	-	5	-	-	116	2	4											
N. Mex.	-	-	273	200	2	-	57	51	1	9											
Ariz.	-	36	366	61	N	-	131	244	1	2											
Utah	-	16	86	93	1	-	7	28	-	3											
Nev.	-	-	21	133	-	-	6	35	-	-											
PACIFIC	-	569	1,603	2,698	10	-	416	1,077	2	8											
Wash.	-	64	462	416	-	-	122	149	-	-											
Oreg.	-	28	-	247	2	-	-	9	1	2											
Calif.	-	470	1,043	1,980	8	-	258	866	-	5											
Alaska	-	-	63	19	-	-	30	32	-	1											
Hawaii	-	7	35	36	N	-	6	21	1	-											
Guam	-	-	-	14	N	-	-	11	-	-											
P.R.	-	-	N	N	-	U	30	-	-	5											
V.I.	-	-	N	N	N	U	-	-	-	-											
Amer. Samoa	-	-	-	-	N	U	-	-	-	-											
C.N.M.I.	-	-	N	N	N	U	-	3	-	-											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1996 and 1997 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


